image_path,file_exists,asset_id,profile_id,profile_name,description,file_id,filename,attr_abutment_material,attr_bridge_type,attr_decking_material,attr_fall_height,attr_has_edge_guard,attr_has_pedestrian_railing,attr_length,"attr_material_frame,_tank,_body",attr_number_of_steps,attr_structure_material,attr_structure_position,attr_width,Length measured by staff,length_bin,width_bin,fall_height_bin,steps_bin
data/citywide/images/337/94783/70483__MI_20240629_134350.jpg,True,94783,337,Boardwalk < 1.2m High,in campground,70483,MI_20240629_134350.jpg,,,Timber,,No,No railings,4.0,,,,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/95730/35387__image.png,True,95730,337,Boardwalk < 1.2m High,3 Section Boardwalk,35387,image.png,,,Timber,,No,No railings,66.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/95730/35388__image.png,True,95730,337,Boardwalk < 1.2m High,3 Section Boardwalk,35388,image.png,,,Timber,,No,No railings,66.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/95730/35389__image.png,True,95730,337,Boardwalk < 1.2m High,3 Section Boardwalk,35389,image.png,,,Timber,,No,No railings,66.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/95730/35390__image.png,True,95730,337,Boardwalk < 1.2m High,3 Section Boardwalk,35390,image.png,,,Timber,,No,No railings,66.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/95730/35391__image.png,True,95730,337,Boardwalk < 1.2m High,3 Section Boardwalk,35391,image.png,,,Timber,,No,No railings,66.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/96358/35926__AST_IM_20220212_112700.jpeg,True,96358,337,Boardwalk < 1.2m High,,35926,AST_IM_20220212_112700.jpeg,,,Timber,,No,No railings,8.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/96809/36633__IMG_0169.JPG,True,96809,337,Boardwalk < 1.2m High,Sections of boardwalk along trail totaling around 300m,36633,IMG_0169.JPG,,,Timber,,No,No railings,300.0,,,Timber,,0.5,True,long (>100m),narrow (<0.9m),,
data/citywide/images/337/100260/92648__AST_EX_20260218_135333.jpeg,True,100260,337,Boardwalk < 1.2m High,"Condition 50. Needs to be expanded, two boards under mud and not secured with rest. service date 1998 2m length 0m height 1m width wood",92648,AST_EX_20260218_135333.jpeg,,,Timber,,No,No railings,15.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/100345/44056__AST_IM_20220601_121048.jpeg,True,100345,337,Boardwalk < 1.2m High,15 m x .5 m long boardwalk tree stringers 2x12 decking,44056,AST_IM_20220601_121048.jpeg,,,Timber,,No,No railings,25.0,,,Timber,,0.5,True,medium (20-100m),narrow (<0.9m),,
data/citywide/images/337/100345/74874__bridge1.jpg,True,100345,337,Boardwalk < 1.2m High,15 m x .5 m long boardwalk tree stringers 2x12 decking,74874,bridge1.jpg,,,Timber,,No,No railings,25.0,,,Timber,,0.5,True,medium (20-100m),narrow (<0.9m),,
data/citywide/images/337/100346/44048__AST_IM_20220601_122919.jpeg,True,100346,337,Boardwalk < 1.2m High,5 m x .5 m 2x12 log stringer,44048,AST_IM_20220601_122919.jpeg,,,Timber,,No,No railings,16.0,,,Timber,,0.3,True,short (<20m),narrow (<0.9m),,
data/citywide/images/337/100346/74873__bridge3.jpg,True,100346,337,Boardwalk < 1.2m High,5 m x .5 m 2x12 log stringer,74873,bridge3.jpg,,,Timber,,No,No railings,16.0,,,Timber,,0.3,True,short (<20m),narrow (<0.9m),,
data/citywide/images/337/100549/44371__AST_IM_20220603_103836.jpeg,True,100549,337,Boardwalk < 1.2m High,Boardwalk installed 2019 cedar and log construction,44371,AST_IM_20220603_103836.jpeg,Timber,Beam,Timber,,,,7.05,,,Timber,,0.9,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/100549/65059__AST_EX_20230608_094624.jpeg,True,100549,337,Boardwalk < 1.2m High,Boardwalk installed 2019 cedar and log construction,65059,AST_EX_20230608_094624.jpeg,Timber,Beam,Timber,,,,7.05,,,Timber,,0.9,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/100550/67095__Non-Slip_Stiars_first_set.jpg,True,100550,337,Boardwalk < 1.2m High,Cedar 4x4 construction with handrail,67095,Non-Slip Stiars first set.jpg,,,Timber,,No,,3.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/100550/76689__AST_EX_20241025_123019.jpeg,True,100550,337,Boardwalk < 1.2m High,Cedar 4x4 construction with handrail,76689,AST_EX_20241025_123019.jpeg,,,Timber,,No,,3.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/100550/76690__AST_EX_20241025_122937.jpeg,True,100550,337,Boardwalk < 1.2m High,Cedar 4x4 construction with handrail,76690,AST_EX_20241025_122937.jpeg,,,Timber,,No,,3.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/100551/44372__AST_IM_20220603_105202.jpeg,True,100551,337,Boardwalk < 1.2m High,Cedar boards with staircase  | 3 m long,44372,AST_IM_20220603_105202.jpeg,Timber,Beam,Timber,,,No railings,5.5,,,Timber,,0.9,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/100555/44377__AST_IM_20220603_105153.jpeg,True,100555,337,Boardwalk < 1.2m High,"Multi level, multi stair case, 100m boardwalk to petroglyphs",44377,AST_IM_20220603_105153.jpeg,Timber,Beam,Timber,,,,106.7,,,Timber,,0.9,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/100555/67091__new_backs_for_benmched.jpg,True,100555,337,Boardwalk < 1.2m High,"Multi level, multi stair case, 100m boardwalk to petroglyphs",67091,new backs for benmched.jpg,Timber,Beam,Timber,,,,106.7,,,Timber,,0.9,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/100555/67092__New_stairs.jpg,True,100555,337,Boardwalk < 1.2m High,"Multi level, multi stair case, 100m boardwalk to petroglyphs",67092,New stairs.jpg,Timber,Beam,Timber,,,,106.7,,,Timber,,0.9,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/100555/67093__NOn-Slip_Just_before_viewing_area.jpg,True,100555,337,Boardwalk < 1.2m High,"Multi level, multi stair case, 100m boardwalk to petroglyphs",67093,NOn-Slip Just before viewing area.jpg,Timber,Beam,Timber,,,,106.7,,,Timber,,0.9,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/100999/44970__AST_IM_20220606_141442.jpeg,True,100999,337,Boardwalk < 1.2m High,"Boardwalk is 1m high and 5m wide, no guard rail, wooden beam supports underneath",44970,AST_IM_20220606_141442.jpeg,,,Timber,,No,No railings,15.0,,,Timber,,5.0,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/101005/44973__AST_IM_20220606_140431.jpeg,True,101005,337,Boardwalk < 1.2m High,"2 adjacent Wooden boardwalks, mounted on logs, no guardrail, not accessible | 1m wide x2m long + 1m x 4m 0.5m height",44973,AST_IM_20220606_140431.jpeg,,,Timber,,No,,4.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/102362/46444__AST_IM_20220615_145547.jpeg,True,102362,337,Boardwalk < 1.2m High,"55%, roughly 29 m",46444,AST_IM_20220615_145547.jpeg,,,Timber,,No,No railings,29.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/102364/46447__AST_IM_20220615_144620.jpeg,True,102364,337,Boardwalk < 1.2m High,. Roughly 17m long,46447,AST_IM_20220615_144620.jpeg,,,Timber,,No,No railings,17.0,,,,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/102372/46535__AST_IM_20220615_140345.jpeg,True,102372,337,Boardwalk < 1.2m High,"Condition 60, intact but starting to rot, one plank partly missing, 150m long, 1.3m high railing",46535,AST_IM_20220615_140345.jpeg,,,Timber,,Yes,,150.0,,,Timber,,2.0,True,long (>100m),wide (>1.5m),,
data/citywide/images/337/102372/46537__AST_IM_20220615_140032.jpeg,True,102372,337,Boardwalk < 1.2m High,"Condition 60, intact but starting to rot, one plank partly missing, 150m long, 1.3m high railing",46537,AST_IM_20220615_140032.jpeg,,,Timber,,Yes,,150.0,,,Timber,,2.0,True,long (>100m),wide (>1.5m),,
data/citywide/images/337/102412/46601__AST_IM_20220615_123706.jpeg,True,102412,337,Boardwalk < 1.2m High,3.5m length. 1m width. 1.2m high. no rails.,46601,AST_IM_20220615_123706.jpeg,,,Timber,,No,No railings,17.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/102412/46605__AST_IM_20220615_123719.jpeg,True,102412,337,Boardwalk < 1.2m High,3.5m length. 1m width. 1.2m high. no rails.,46605,AST_IM_20220615_123719.jpeg,,,Timber,,No,No railings,17.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/102415/46597__AST_IM_20220615_124944.jpeg,True,102415,337,Boardwalk < 1.2m High,Planks in place but detached from supports. Very unstable. Hazard,46597,AST_IM_20220615_124944.jpeg,,,Timber,,No,No railings,19.0,,,Timber,,1.5,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/102424/46595__AST_IM_20220615_130924.jpeg,True,102424,337,Boardwalk < 1.2m High,Condition 95. Wood bridge 1m high. 1.5m wide. 4m long. No guard.,46595,AST_IM_20220615_130924.jpeg,,,Timber,,No,No railings,4.0,,,Timber,,1.5,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/102424/84755__20250709_183211786_iOS.jpg,True,102424,337,Boardwalk < 1.2m High,Condition 95. Wood bridge 1m high. 1.5m wide. 4m long. No guard.,84755,20250709_183211786_iOS.jpg,,,Timber,,No,No railings,4.0,,,Timber,,1.5,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/102428/84757__20250709_183842387_iOS.jpg,True,102428,337,Boardwalk < 1.2m High,4m long. 1m high. 1.5m wide. No guard. With tack,84757,20250709_183842387_iOS.jpg,,,Timber,,No,No railings,4.0,,,Timber,,1.5,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/102430/46604__AST_IM_20220615_124750.jpeg,True,102430,337,Boardwalk < 1.2m High,3m boardwalk removed from trail due to washout.,46604,AST_IM_20220615_124750.jpeg,,,Timber,,No,No railings,14.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/102431/46596__AST_IM_20220615_130346.jpeg,True,102431,337,Boardwalk < 1.2m High,<1m high. 4m length 1.5m across. No guard. Wood. Tack.,46596,AST_IM_20220615_130346.jpeg,,,Timber,,No,No railings,15.0,,,,,1.5,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/102441/46616__AST_IM_20220615_125930.jpeg,True,102441,337,Boardwalk < 1.2m High,"wooden boardwalk, 2m long, 1.25m wide, 0.3m raised, not accessible, no rails",46616,AST_IM_20220615_125930.jpeg,,,Timber,,No,No railings,4.0,,,Timber,,1.25,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/102444/46618__AST_IM_20220615_125626.jpeg,True,102444,337,Boardwalk < 1.2m High,"4m long, 1.25m wide, 0.3m height, wooden, not accessible, no rails",46618,AST_IM_20220615_125626.jpeg,,,Timber,,No,No railings,6.0,,,Timber,,1.25,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/102536/46753__AST_IM_20220616_105442.jpeg,True,102536,337,Boardwalk < 1.2m High,roughly 22m,46753,AST_IM_20220616_105442.jpeg,,,Timber,,No,No railings,22.0,,,,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/102545/46755__AST_IM_20220616_105250.jpeg,True,102545,337,Boardwalk < 1.2m High,wooden boardwalk roughly 4m,46755,AST_IM_20220616_105250.jpeg,,,,,No,No railings,4.0,,,,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/102560/46752__AST_IM_20220616_105543.jpeg,True,102560,337,Boardwalk < 1.2m High,wooden boardwalk roughly 5m,46752,AST_IM_20220616_105543.jpeg,,,Timber,,No,No railings,5.0,,,,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/103622/48411__AST_IM_20220622_114437.jpeg,True,103622,337,Boardwalk < 1.2m High,Not connecting anything. Snapped board,48411,AST_IM_20220622_114437.jpeg,,,Timber,,No,No railings,8.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/103624/48409__AST_IM_20220622_114908.jpeg,True,103624,337,Boardwalk < 1.2m High,". 30. Plank moved from boardwalk to cross creek. No handrails, partially in water",48409,AST_IM_20220622_114908.jpeg,,,Timber,,No,No railings,8.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/103700/48475__AST_IM_20220623_093420.jpeg,True,103700,337,Boardwalk < 1.2m High,"About 16 f long,  22x8 stringers on 4x4",48475,AST_IM_20220623_093420.jpeg,Timber,Beam,Timber,,,No railings,5.0,,,,,,True,short (<20m),,,
data/citywide/images/337/103708/48479__AST_IM_20220623_101844.jpeg,True,103708,337,Boardwalk < 1.2m High,Condition 60 2x6 boards on 4x 4 posts,48479,AST_IM_20220623_101844.jpeg,Timber,Beam,Timber,,,No railings,2.0,,,,,,True,short (<20m),,,
data/citywide/images/337/103710/48476__AST_IM_20220623_093622.jpeg,True,103710,337,Boardwalk < 1.2m High,2x 10 ft long 3 2x6 on 4x4,48476,AST_IM_20220623_093622.jpeg,Timber,Beam,Timber,,,No railings,6.0,,,Timber,,,True,short (<20m),,,
data/citywide/images/337/103726/48434__AST_IM_20220623_124950.jpeg,True,103726,337,Boardwalk < 1.2m High,Condition 60 16 ft,48434,AST_IM_20220623_124950.jpeg,,,Timber,,No,No railings,4.8768,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/103737/48447__AST_IM_20220623_120541.jpeg,True,103737,337,Boardwalk < 1.2m High,Condition 100 70 ft,48447,AST_IM_20220623_120541.jpeg,,,Timber,,No,No railings,21.336,,,Timber,,,True,medium (20-100m),,,
data/citywide/images/337/103740/48467__AST_IM_20220623_105658.jpeg,True,103740,337,Boardwalk < 1.2m High,Ciondition 85 16 ft mixed construction,48467,AST_IM_20220623_105658.jpeg,Timber,Beam,Timber,,,No railings,5.0,,,,,,True,short (<20m),,,
data/citywide/images/337/103742/48440__AST_IM_20220623_123342.jpeg,True,103742,337,Boardwalk < 1.2m High,"Condition 60 15ft, mom standard",48440,AST_IM_20220623_123342.jpeg,,,Timber,,No,No railings,450.0,,,Timber,,1.0,True,long (>100m),standard (0.9-1.5m),,
data/citywide/images/337/103747/48435__AST_IM_20220623_124851.jpeg,True,103747,337,Boardwalk < 1.2m High,Condition 60 14. Ft 2 2 x 6 stringers,48435,AST_IM_20220623_124851.jpeg,,,Timber,,No,No railings,10.0,,,,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/105250/84384__AST_EX_20250705_152553.jpeg,True,105250,337,Boardwalk < 1.2m High,5ftx2ft. Hiker spruce lake trail.,84384,AST_EX_20250705_152553.jpeg,,,Timber,,No,No railings,1.52,,,Timber,,0.75,True,short (<20m),narrow (<0.9m),,
data/citywide/images/337/105268/84460__AST_EX_20250704_141347.jpeg,True,105268,337,Boardwalk < 1.2m High,Spruce lake trail. 2ftx6ft. Boardwalk,84460,AST_EX_20250704_141347.jpeg,,,Timber,,No,No railings,1.83,,,Timber,,0.75,True,short (<20m),narrow (<0.9m),,
data/citywide/images/337/105280/51000__AST_IM_20220626_125029.jpeg,True,105280,337,Boardwalk < 1.2m High,Footings rotten. 22ft long 2ft wide,51000,AST_IM_20220626_125029.jpeg,,,Timber,,No,No railings,25.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/105280/84475__AST_EX_20250704_123627.jpeg,True,105280,337,Boardwalk < 1.2m High,Footings rotten. 22ft long 2ft wide,84475,AST_EX_20250704_123627.jpeg,,,Timber,,No,No railings,25.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/106401/53157__AST_IM_20220710_133948.jpeg,True,106401,337,Boardwalk < 1.2m High,"Three, 2x8 board planks with log steps between",53157,AST_IM_20220710_133948.jpeg,,,Timber,,No,No railings,15.0,,,Timber,,0.6,True,short (<20m),narrow (<0.9m),,
data/citywide/images/337/106937/54004__AST_IM_20220714_143554.jpeg,True,106937,337,Boardwalk < 1.2m High,"very rotted, boards loose, 2 boards missing",54004,AST_IM_20220714_143554.jpeg,,,Timber,,No,No railings,4.3,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/107048/54078__AST_IM_20220715_090044.jpeg,True,107048,337,Boardwalk < 1.2m High,"Buckled bridge, stream now flowing over. Build replacement bridge sitting beside 0. Replacement bridge needs to be installed",54078,AST_IM_20220715_090044.jpeg,,,Timber,,No,No railings,9.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/107051/72007__AST_EX_20240803_103753.jpeg,True,107051,337,Boardwalk < 1.2m High,Weather worn. 75,72007,AST_EX_20240803_103753.jpeg,,,,,No,No railings,15.0,,,,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/107053/72002__AST_EX_20240803_104601.jpeg,True,107053,337,Boardwalk < 1.2m High,10m 70,72002,AST_EX_20240803_104601.jpeg,,,Timber,,No,No railings,40.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107053/72028__AST_EX_20240803_104614.jpeg,True,107053,337,Boardwalk < 1.2m High,10m 70,72028,AST_EX_20240803_104614.jpeg,,,Timber,,No,No railings,40.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107060/72061__AST_EX_20240802_124353.jpeg,True,107060,337,Boardwalk < 1.2m High,along Nicomen Lake,72061,AST_EX_20240802_124353.jpeg,,,Timber,,No,No railings,18.3,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/107062/72048__AST_EX_20240803_102514.jpeg,True,107062,337,Boardwalk < 1.2m High,70. Made of ripped logs for decking,72048,AST_EX_20240803_102514.jpeg,,,Timber,,No,No railings,6.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/107063/72004__AST_EX_20240803_104036.jpeg,True,107063,337,Boardwalk < 1.2m High,"3 sections made from ripped logs, about 20 m stretch with 10m of built Boardwalk 75",72004,AST_EX_20240803_104036.jpeg,,,Timber,,No,No railings,30.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107065/71994__AST_EX_20240803_104113.jpeg,True,107065,337,Boardwalk < 1.2m High,ripped log boardwalk 2m long,71994,AST_EX_20240803_104113.jpeg,,,Timber,,No,No railings,2.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/107066/71990__AST_EX_20240803_105350.jpeg,True,107066,337,Boardwalk < 1.2m High,New. Ripped logs 80,71990,AST_EX_20240803_105350.jpeg,,,Timber,,No,No railings,10.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/107066/72025__AST_EX_20240803_105235.jpeg,True,107066,337,Boardwalk < 1.2m High,New. Ripped logs 80,72025,AST_EX_20240803_105235.jpeg,,,Timber,,No,No railings,10.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/107082/66331__AST_EX_20230925_155332.jpeg,True,107082,337,Boardwalk < 1.2m High,before junction Bridge is in good condition 80%,66331,AST_EX_20230925_155332.jpeg,Timber,Beam,Timber,,,No railings,3.0,,,Timber,,1.5,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/107140/54147__image.png,True,107140,337,Boardwalk < 1.2m High,Boardwalk about 2km into trail.,54147,image.png,Timber,Beam,Timber,,,No railings,16.0,,,Timber,,2.0,True,short (<20m),wide (>1.5m),,
data/citywide/images/337/107364/54395__AST_IM_20220710_121503.jpeg,True,107364,337,Boardwalk < 1.2m High,Washed out . Needs to be replaced .  2 logs cut in half with footers,54395,AST_IM_20220710_121503.jpeg,,,Timber,,No,No railings,16.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/107404/54421__AST_IM_20220719_141516.jpeg,True,107404,337,Boardwalk < 1.2m High,"wood rotted and broken apart, big gap in middle, 7m in length, 1m wide",54421,AST_IM_20220719_141516.jpeg,,,,,No,No railings,13.0,,,,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/107579/54656__AST_IM_20220720_121206.jpeg,True,107579,337,Boardwalk < 1.2m High,"new 3m by 0.5 m wood boardwalks, 2 of them beside each other",54656,AST_IM_20220720_121206.jpeg,,,,,No,No railings,4.0,,,,,0.5,True,short (<20m),narrow (<0.9m),,
data/citywide/images/337/107582/54641__AST_IM_20220720_130700.jpeg,True,107582,337,Boardwalk < 1.2m High,"wood, 2.5m long, 1m wide",54641,AST_IM_20220720_130700.jpeg,,,,,No,No railings,10.0,,,,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/107589/54647__AST_IM_20220720_123748.jpeg,True,107589,337,Boardwalk < 1.2m High,"old wood boardwalk, broken, gaps, 4 m long",54647,AST_IM_20220720_123748.jpeg,,,,,No,No railings,18.0,,,,,,True,short (<20m),,,
data/citywide/images/337/107590/54669__AST_IM_20220720_121400.jpeg,True,107590,337,Boardwalk < 1.2m High,"wood, fairly sound condition but gaps, 15m long, 1m wide",54669,AST_IM_20220720_121400.jpeg,,,,,No,No railings,20.0,,,,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107591/54655__AST_IM_20220720_121029.jpeg,True,107591,337,Boardwalk < 1.2m High,"old log boardwalk, big gaps, rotted, 3m long",54655,AST_IM_20220720_121029.jpeg,,,,,No,No railings,14.0,,,,,,True,short (<20m),,,
data/citywide/images/337/107596/54657__AST_IM_20220720_120741.jpeg,True,107596,337,Boardwalk < 1.2m High,"old wood boardwalk, rotted, gaps, 5m",54657,AST_IM_20220720_120741.jpeg,,,,,No,No railings,14.0,,,,,,True,short (<20m),,,
data/citywide/images/337/107597/54654__AST_IM_20220720_120244.jpeg,True,107597,337,Boardwalk < 1.2m High,"new wood, 9m long, 0.5m wide",54654,AST_IM_20220720_120244.jpeg,,,,,No,No railings,7.0,,,,,0.5,True,short (<20m),narrow (<0.9m),,
data/citywide/images/337/107598/54646__AST_IM_20220720_122626.jpeg,True,107598,337,Boardwalk < 1.2m High,"new installed July 20, 2022, 20m long",54646,AST_IM_20220720_122626.jpeg,,,,,No,No railings,30.0,,,,,,True,medium (20-100m),,,
data/citywide/images/337/107601/54662__AST_IM_20220720_120439.jpeg,True,107601,337,Boardwalk < 1.2m High,"boards old, rotting, and missing, 7m",54662,AST_IM_20220720_120439.jpeg,,,,,No,No railings,4.0,,,,,,True,short (<20m),,,
data/citywide/images/337/107602/54645__AST_IM_20220720_122733.jpeg,True,107602,337,Boardwalk < 1.2m High,"new installed July 20, 2022, 20m long",54645,AST_IM_20220720_122733.jpeg,,,,,No,No railings,30.0,,,,,,True,medium (20-100m),,,
data/citywide/images/337/107867/54997__AST_IM_20220720_135728.jpeg,True,107867,337,Boardwalk < 1.2m High,55m of boardwalk. Condition 80,54997,AST_IM_20220720_135728.jpeg,,,Timber,,No,No railings,55.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107867/76410__AST_EX_20241025_132058.jpeg,True,107867,337,Boardwalk < 1.2m High,55m of boardwalk. Condition 80,76410,AST_EX_20241025_132058.jpeg,,,Timber,,No,No railings,55.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107872/54994__AST_IM_20220720_142711.jpeg,True,107872,337,Boardwalk < 1.2m High,Taken down by tree. Condition 0,54994,AST_IM_20220720_142711.jpeg,,,Timber,,No,No railings,20.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107874/54989__AST_IM_20220720_145155.jpeg,True,107874,337,Boardwalk < 1.2m High,25m brand new. Condition 85,54989,AST_IM_20220720_145155.jpeg,,,Timber,,No,No railings,25.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107874/76420__AST_EX_20241025_115951.jpeg,True,107874,337,Boardwalk < 1.2m High,25m brand new. Condition 85,76420,AST_EX_20241025_115951.jpeg,,,Timber,,No,No railings,25.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107880/55013__AST_IM_20220721_114406.jpeg,True,107880,337,Boardwalk < 1.2m High,3 m of boardwalk bad condition 10,55013,AST_IM_20220721_114406.jpeg,,,Timber,,No,No railings,4.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/107883/54990__AST_IM_20220720_154122.jpeg,True,107883,337,Boardwalk < 1.2m High,20m boardwalk brand new,54990,AST_IM_20220720_154122.jpeg,,,Timber,,No,No railings,20.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107883/76413__AST_EX_20241025_111131.jpeg,True,107883,337,Boardwalk < 1.2m High,20m boardwalk brand new,76413,AST_EX_20241025_111131.jpeg,,,Timber,,No,No railings,20.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107888/54960__AST_IM_20220720_160719.jpeg,True,107888,337,Boardwalk < 1.2m High,10m new boardwalk.,54960,AST_IM_20220720_160719.jpeg,,,Timber,,No,No railings,28.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107891/54988__AST_IM_20220720_155537.jpeg,True,107891,337,Boardwalk < 1.2m High,New boardwalk along trail 25m. Condition 80,54988,AST_IM_20220720_155537.jpeg,,,Timber,,No,No railings,25.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107891/76414__AST_EX_20241025_105814.jpeg,True,107891,337,Boardwalk < 1.2m High,New boardwalk along trail 25m. Condition 80,76414,AST_EX_20241025_105814.jpeg,,,Timber,,No,No railings,25.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107896/54984__AST_IM_20220720_161538.jpeg,True,107896,337,Boardwalk < 1.2m High,New boardwalk 15 m condition 85,54984,AST_IM_20220720_161538.jpeg,,,Timber,,No,No railings,17.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/107896/76423__AST_EX_20241025_102353.jpeg,True,107896,337,Boardwalk < 1.2m High,New boardwalk 15 m condition 85,76423,AST_EX_20241025_102353.jpeg,,,Timber,,No,No railings,17.0,,,Timber,,1.0,True,short (<20m),standard (0.9-1.5m),,
data/citywide/images/337/107900/54987__AST_IM_20220720_153918.jpeg,True,107900,337,Boardwalk < 1.2m High,5m boardwalk brand new condition 85,54987,AST_IM_20220720_153918.jpeg,,,Timber,,No,No railings,20.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
data/citywide/images/337/107900/76415__AST_EX_20241025_111000.jpeg,True,107900,337,Boardwalk < 1.2m High,5m boardwalk brand new condition 85,76415,AST_EX_20241025_111000.jpeg,,,Timber,,No,No railings,20.0,,,Timber,,1.0,True,medium (20-100m),standard (0.9-1.5m),,
