,File Name,Asset ID,Description,Abutment Material,Bridge Type,Decking Material,Fall Height (m),Has Pedestrian Railing,Length (m),length measure by staff,Structure Material,Structure Position,Width (m)
389,20250709_180049006_iOS.jpg,60633,"Widgeon Creek Trail; Specifications: 1.42 M WIDE. 7.20 M LONG. NO HAND RAILS.ON WOOD STRINGERS : 10 X 30 CM. ROCK GABION BASKETS AND BLANKETS UNDER ENDS. PLANKING 3""X6""; Comments: LOCATED AT THE 1.85 KM TRAIL MARKER.",Gabions,Beam,Timber,-1.0,No railings,7.0,True,Timber,,1.4
390,AST_EX_20220615_123155.jpeg,60633,"Widgeon Creek Trail; Specifications: 1.42 M WIDE. 7.20 M LONG. NO HAND RAILS.ON WOOD STRINGERS : 10 X 30 CM. ROCK GABION BASKETS AND BLANKETS UNDER ENDS. PLANKING 3""X6""; Comments: LOCATED AT THE 1.85 KM TRAIL MARKER.",Gabions,Beam,Timber,-1.0,No railings,7.0,True,Timber,,1.4
391,AST_EX_20220608_130904.jpeg,60689,Plumper Cove Day Use; Item description: BRIDGE CONNECTS CAMPGROUND WITH LOOP TRAIL; Specifications: BRIDGE REBUILT 1996GABION ABBUTTMENTS ;,Timber,Beam,Timber,-1.0,TBD,6.0,True,Timber,,1.0
392,AST_EX_20210709_112742.jpeg,60689,Plumper Cove Day Use; Item description: BRIDGE CONNECTS CAMPGROUND WITH LOOP TRAIL; Specifications: BRIDGE REBUILT 1996GABION ABBUTTMENTS ;,Timber,Beam,Timber,-1.0,TBD,6.0,True,Timber,,1.0
393,AST_EX_20220407_145816.jpeg,60955,Premier Lake Campground; Item description: FOOT BRIDGE; Specifications: 7METER X 2 METER BRIDGE ACROSS STAPLES CREEK LAMINATED ARCH BEAM CONCRETE BLOCK ABUTMENTS; Comments: GOOD EXCEPT SIDE RAILS REQUIRE REPLACEMENT.,TBD,TBD,Timber,-1.0,TBD,0.0,False,TBD,,1.0
394,AST_EX_20220407_145827.jpeg,60955,Premier Lake Campground; Item description: FOOT BRIDGE; Specifications: 7METER X 2 METER BRIDGE ACROSS STAPLES CREEK LAMINATED ARCH BEAM CONCRETE BLOCK ABUTMENTS; Comments: GOOD EXCEPT SIDE RAILS REQUIRE REPLACEMENT.,TBD,TBD,Timber,-1.0,TBD,0.0,False,TBD,,1.0
395,AST_EX_20220407_151430.jpeg,60956,Premier Lake Day Use; Specifications: .9 X 2M FOOT BRIDGE ABOVE FISH LADDER ON TRAIL TO SERVICE YARD 1 X 4 ON EDGE BOLTED TOGETHER.;,TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,1.0
396,AST_EX_20250924_140750.jpeg,61003,"Ming'S Loop; Specifications: #1 16' bridge, 32"" cedar decking, 3""x6"" treated stringers; #2 16' bridge, 30"" cedar decking, 3""x6"" treated stringers, single handrail;",Timber,Beam,Timber,-1.0,No railings,8.0,True,Timber,,1.5
397,AST_EX_20220901_121244.jpeg,61004,Princess Louisa Day Use; Item description: 3FOOT BRIDGES; Specifications: #1 BRIDGE 19MX3.2M #2 BRIDGE 8MX1.3M #3 BRIDGE 10MX2M ; Comments: all replaced in 2007,Timber,Beam,Timber,-1.0,No railings,20.0,True,Timber,,1.5
398,AST_EX_20220901_121212.jpeg,61004,Princess Louisa Day Use; Item description: 3FOOT BRIDGES; Specifications: #1 BRIDGE 19MX3.2M #2 BRIDGE 8MX1.3M #3 BRIDGE 10MX2M ; Comments: all replaced in 2007,Timber,Beam,Timber,-1.0,No railings,20.0,True,Timber,,1.5
399,AST_EX_20220901_121200.jpeg,61004,Princess Louisa Day Use; Item description: 3FOOT BRIDGES; Specifications: #1 BRIDGE 19MX3.2M #2 BRIDGE 8MX1.3M #3 BRIDGE 10MX2M ; Comments: all replaced in 2007,Timber,Beam,Timber,-1.0,No railings,20.0,True,Timber,,1.5
400,AST_EX_20211004_102426.jpeg,61109,Fry Creek; Item description: FRY CR CANYON BRIDGE ; Comments: Replaced in 2001,TBD,TBD,Timber,-1.0,2 railings,8.0,False,TBD,,1.0
401,AST_EX_20211004_102443.jpeg,61109,Fry Creek; Item description: FRY CR CANYON BRIDGE ; Comments: Replaced in 2001,TBD,TBD,Timber,-1.0,2 railings,8.0,False,TBD,,1.0
402,AST_EX_20211004_112342.jpeg,61110,"Fry Creek; Item description: BRIDGE#1(20M)KOOTENAY JOE CREEK BRIDGE; Specifications: FOOT BRIDGE #1,LENGTH: 20M WIDTH: 1M,SPLIT LOG DECKING,LOG ABUTMENTS CABLE RAILING RUNS FULL LENGTH OF THE BRIDGE. ; Comments: POOR",TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,1.0
403,AST_EX_20241004_113326.jpeg,61111,"Hamil Creek Trail; Item description: CLINT CREEK BRIDGE; Replaced in 2022 - REQUIRES UPDATE. Old Specifications: LOG STRINGERS LOG HANDRAILS LOG CRIBBING SPLIT LOG DECKING; Comments: OLD, BUT WELL BUILT",Timber,Beam,Timber,-1.0,TBD,2.0,True,TBD,,1.0
404,AST_EX_20241004_113335.jpeg,61111,"Hamil Creek Trail; Item description: CLINT CREEK BRIDGE; Replaced in 2022 - REQUIRES UPDATE. Old Specifications: LOG STRINGERS LOG HANDRAILS LOG CRIBBING SPLIT LOG DECKING; Comments: OLD, BUT WELL BUILT",Timber,Beam,Timber,-1.0,TBD,2.0,True,TBD,,1.0
405,AST_EX_20241004_113340.jpeg,61111,"Hamil Creek Trail; Item description: CLINT CREEK BRIDGE; Replaced in 2022 - REQUIRES UPDATE. Old Specifications: LOG STRINGERS LOG HANDRAILS LOG CRIBBING SPLIT LOG DECKING; Comments: OLD, BUT WELL BUILT",Timber,Beam,Timber,-1.0,TBD,2.0,True,TBD,,1.0
406,AST_EX_20220911_123849.jpeg,61111,"Hamil Creek Trail; Item description: CLINT CREEK BRIDGE; Replaced in 2022 - REQUIRES UPDATE. Old Specifications: LOG STRINGERS LOG HANDRAILS LOG CRIBBING SPLIT LOG DECKING; Comments: OLD, BUT WELL BUILT",Timber,Beam,Timber,-1.0,TBD,2.0,True,TBD,,1.0
407,wesley bridge 2.jpg,61113,rebuilt 2008 with 2 steel ibeams and 2x6 cedar decking; BRIDGE REBUILT IN 1992. ONE STRINGER SET ON RAILROAD TIES DECKED WITH 24 INCH 2 X 6 PLANKS PWF. Gabion baskets installed in fall 2022 to preventing washing out the Eastside footing.,TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,1.0
408,wesley bridge 1.jpg,61113,rebuilt 2008 with 2 steel ibeams and 2x6 cedar decking; BRIDGE REBUILT IN 1992. ONE STRINGER SET ON RAILROAD TIES DECKED WITH 24 INCH 2 X 6 PLANKS PWF. Gabion baskets installed in fall 2022 to preventing washing out the Eastside footing.,TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,1.0
409,wesley bridge 3.jpg,61113,rebuilt 2008 with 2 steel ibeams and 2x6 cedar decking; BRIDGE REBUILT IN 1992. ONE STRINGER SET ON RAILROAD TIES DECKED WITH 24 INCH 2 X 6 PLANKS PWF. Gabion baskets installed in fall 2022 to preventing washing out the Eastside footing.,TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,1.0
410,AST_EX_20241009_102040.jpeg,61413,Rathtrevor Day Use; Item description: FOOTBRIDGE OVER SLOUGH BEHIND BARN; Specifications: 17MX1.5M ;,Concrete,Beam,Timber,-1.0,No railings,15.0,True,Steel,,2.0
411,AST_EX_20241009_102104.jpeg,61413,Rathtrevor Day Use; Item description: FOOTBRIDGE OVER SLOUGH BEHIND BARN; Specifications: 17MX1.5M ;,Concrete,Beam,Timber,-1.0,No railings,15.0,True,Steel,,2.0
412,AST_EX_20241009_102053.jpeg,61413,Rathtrevor Day Use; Item description: FOOTBRIDGE OVER SLOUGH BEHIND BARN; Specifications: 17MX1.5M ;,Concrete,Beam,Timber,-1.0,No railings,15.0,True,Steel,,2.0
413,AST_EX_20210901_152753.jpeg,61413,Rathtrevor Day Use; Item description: FOOTBRIDGE OVER SLOUGH BEHIND BARN; Specifications: 17MX1.5M ;,Concrete,Beam,Timber,-1.0,No railings,15.0,True,Steel,,2.0
414,AST_EX_20241125_112930.jpeg,61414,Rathtrevor Day Use; Item description: BRIDGE ON NATURE TRAIL; Specifications: 14M X 1.8M BOARDWALK ;,Concrete,Beam,Timber,-1.0,No railings,35.0,True,Timber,,5.0
415,AST_EX_20241125_112824.jpeg,61414,Rathtrevor Day Use; Item description: BRIDGE ON NATURE TRAIL; Specifications: 14M X 1.8M BOARDWALK ;,Concrete,Beam,Timber,-1.0,No railings,35.0,True,Timber,,5.0
416,AST_EX_20211015_153329.jpeg,61414,Rathtrevor Day Use; Item description: BRIDGE ON NATURE TRAIL; Specifications: 14M X 1.8M BOARDWALK ;,Concrete,Beam,Timber,-1.0,No railings,35.0,True,Timber,,5.0
417,AST_EX_20211015_153321.jpeg,61414,Rathtrevor Day Use; Item description: BRIDGE ON NATURE TRAIL; Specifications: 14M X 1.8M BOARDWALK ;,Concrete,Beam,Timber,-1.0,No railings,35.0,True,Timber,,5.0
418,AST_EX_20241009_100353.jpeg,61415,Rathtrevor Day Use; Item description: NATURE TRAIL BOARDWALK AT MEADOW; Specifications: 11MX1.8M ;,Concrete,Beam,Timber,-1.0,No railings,12.0,True,Timber,,2.0
419,AST_EX_20241009_100429.jpeg,61415,Rathtrevor Day Use; Item description: NATURE TRAIL BOARDWALK AT MEADOW; Specifications: 11MX1.8M ;,Concrete,Beam,Timber,-1.0,No railings,12.0,True,Timber,,2.0
420,AST_EX_20241009_100510.jpeg,61415,Rathtrevor Day Use; Item description: NATURE TRAIL BOARDWALK AT MEADOW; Specifications: 11MX1.8M ;,Concrete,Beam,Timber,-1.0,No railings,12.0,True,Timber,,2.0
421,AST_EX_20210901_153337.jpeg,61415,Rathtrevor Day Use; Item description: NATURE TRAIL BOARDWALK AT MEADOW; Specifications: 11MX1.8M ;,Concrete,Beam,Timber,-1.0,No railings,12.0,True,Timber,,2.0
422,MI_20250220_151620.jpg,61416,Rathtrevor Day Use; Item description: NATURE TRAIL BOARDWALK AT MEADOW;,Timber,Beam,Timber,-1.0,No railings,20.0,True,Concrete,,2.0
423,AST_EX_20241125_114304.jpeg,61416,Rathtrevor Day Use; Item description: NATURE TRAIL BOARDWALK AT MEADOW;,Timber,Beam,Timber,-1.0,No railings,20.0,True,Concrete,,2.0
424,AST_EX_20241125_114313.jpeg,61416,Rathtrevor Day Use; Item description: NATURE TRAIL BOARDWALK AT MEADOW;,Timber,Beam,Timber,-1.0,No railings,20.0,True,Concrete,,2.0
425,AST_EX_20241125_114323.jpeg,61416,Rathtrevor Day Use; Item description: NATURE TRAIL BOARDWALK AT MEADOW;,Timber,Beam,Timber,-1.0,No railings,20.0,True,Concrete,,2.0
426,AST_EX_20241125_114410.jpeg,61416,Rathtrevor Day Use; Item description: NATURE TRAIL BOARDWALK AT MEADOW;,Timber,Beam,Timber,-1.0,No railings,20.0,True,Concrete,,2.0
427,AST_EX_20241125_114726.jpeg,61416,Rathtrevor Day Use; Item description: NATURE TRAIL BOARDWALK AT MEADOW;,Timber,Beam,Timber,-1.0,No railings,20.0,True,Concrete,,2.0
428,AST_EX_20210901_152437.jpeg,61416,Rathtrevor Day Use; Item description: NATURE TRAIL BOARDWALK AT MEADOW;,Timber,Beam,Timber,-1.0,No railings,20.0,True,Concrete,,2.0
429,Betsa River Bridge Ahead Sign.png,61577,Redfern - Keily Backcountry; Item description: STEEL ATV BRIDGE 120FT SPAN; Comments: GOOD SHAPE FRBC MONEY INSTALLED BY BCFS BEFORE CREATION OF PARK. CROSSES BESA RIVER.,TBD,TBD,TBD,-1.0,2 railings,18.0,False,TBD,,1.0
430,Bridge Side Profile Betsa (2).jpg,61577,Redfern - Keily Backcountry; Item description: STEEL ATV BRIDGE 120FT SPAN; Comments: GOOD SHAPE FRBC MONEY INSTALLED BY BCFS BEFORE CREATION OF PARK. CROSSES BESA RIVER.,TBD,TBD,TBD,-1.0,2 railings,18.0,False,TBD,,1.0
431,Bridge Side Profile Betsa.png,61577,Redfern - Keily Backcountry; Item description: STEEL ATV BRIDGE 120FT SPAN; Comments: GOOD SHAPE FRBC MONEY INSTALLED BY BCFS BEFORE CREATION OF PARK. CROSSES BESA RIVER.,TBD,TBD,TBD,-1.0,2 railings,18.0,False,TBD,,1.0
432,Betsa ATV Bridge Plaque.png,61577,Redfern - Keily Backcountry; Item description: STEEL ATV BRIDGE 120FT SPAN; Comments: GOOD SHAPE FRBC MONEY INSTALLED BY BCFS BEFORE CREATION OF PARK. CROSSES BESA RIVER.,TBD,TBD,TBD,-1.0,2 railings,18.0,False,TBD,,1.0
433,Betsa Bridge Top View.jpg,61577,Redfern - Keily Backcountry; Item description: STEEL ATV BRIDGE 120FT SPAN; Comments: GOOD SHAPE FRBC MONEY INSTALLED BY BCFS BEFORE CREATION OF PARK. CROSSES BESA RIVER.,TBD,TBD,TBD,-1.0,2 railings,18.0,False,TBD,,1.0
434,Betsa River ATV Bridge Side View (2).png,61577,Redfern - Keily Backcountry; Item description: STEEL ATV BRIDGE 120FT SPAN; Comments: GOOD SHAPE FRBC MONEY INSTALLED BY BCFS BEFORE CREATION OF PARK. CROSSES BESA RIVER.,TBD,TBD,TBD,-1.0,2 railings,18.0,False,TBD,,1.0
435,Betsa River ATV Bridge Side View.png,61577,Redfern - Keily Backcountry; Item description: STEEL ATV BRIDGE 120FT SPAN; Comments: GOOD SHAPE FRBC MONEY INSTALLED BY BCFS BEFORE CREATION OF PARK. CROSSES BESA RIVER.,TBD,TBD,TBD,-1.0,2 railings,18.0,False,TBD,,1.0
436,Abutment View Top Betsa Bridge.png,61577,Redfern - Keily Backcountry; Item description: STEEL ATV BRIDGE 120FT SPAN; Comments: GOOD SHAPE FRBC MONEY INSTALLED BY BCFS BEFORE CREATION OF PARK. CROSSES BESA RIVER.,TBD,TBD,TBD,-1.0,2 railings,18.0,False,TBD,,1.0
437,besa-river-bridge-2.JPG,61577,Redfern - Keily Backcountry; Item description: STEEL ATV BRIDGE 120FT SPAN; Comments: GOOD SHAPE FRBC MONEY INSTALLED BY BCFS BEFORE CREATION OF PARK. CROSSES BESA RIVER.,TBD,TBD,TBD,-1.0,2 railings,18.0,False,TBD,,1.0
438,besa-river-bridge.JPG,61577,Redfern - Keily Backcountry; Item description: STEEL ATV BRIDGE 120FT SPAN; Comments: GOOD SHAPE FRBC MONEY INSTALLED BY BCFS BEFORE CREATION OF PARK. CROSSES BESA RIVER.,TBD,TBD,TBD,-1.0,2 railings,18.0,False,TBD,,1.0
439,AST_EX_20251030_162432.jpeg,61610,cedar plank pedestrian bridge;  10 foot bridge approximately 3 foot cedar decking on 4 x 4 treated stringers,TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,1.0
440,AST_EX_20230810_105634.jpeg,61731,Lower Flume trail bridge across Bear Creek (closest bridge to Adams River on the Flume Trail),TBD,Truss,Timber,-1.0,TBD,10.5,True,Aluminum,,1.3
441,AST_EX_20260420_134218.jpeg,62088,"FOOTBRIDGE ACROSS COLVIN CREEK; Specifications: 18'x4', 2 railings; Comments: replaced in 2016",TBD,Beam,Timber,-1.0,TBD,3.0,True,Timber,,1.0
442,AST_EX_20260420_134234.jpeg,62088,"FOOTBRIDGE ACROSS COLVIN CREEK; Specifications: 18'x4', 2 railings; Comments: replaced in 2016",TBD,Beam,Timber,-1.0,TBD,3.0,True,Timber,,1.0
443,AST_EX_20260420_134109.jpeg,62088,"FOOTBRIDGE ACROSS COLVIN CREEK; Specifications: 18'x4', 2 railings; Comments: replaced in 2016",TBD,Beam,Timber,-1.0,TBD,3.0,True,Timber,,1.0
444,platform.jpeg,62089,WOOD BRIDGE OVER FISH LADDER,Timber,Beam,Timber,-1.0,TBD,5.0,True,Timber,,3.0
445,Accessible Bridge and Viewing Platform.xlsx,62089,WOOD BRIDGE OVER FISH LADDER,Timber,Beam,Timber,-1.0,TBD,5.0,True,Timber,,3.0
446,AST_EX_20220711_151857.jpeg,62089,WOOD BRIDGE OVER FISH LADDER,Timber,Beam,Timber,-1.0,TBD,5.0,True,Timber,,3.0
447,AST_EX_20220711_151917.jpeg,62089,WOOD BRIDGE OVER FISH LADDER,Timber,Beam,Timber,-1.0,TBD,5.0,True,Timber,,3.0
448,Footbridge 3.jpg,62289,Natural stringer bridge 7m span,TBD,TBD,TBD,-1.0,TBD,5.0,True,Timber,,0.0
449,Bridge1 (1).jpg,62290,Stringer bridge with cable railing,Timber,Beam,Timber,-1.0,,5.0,True,,,0.5
450,MI_20220904_160933.jpg,62442,Trail Bridge,Concrete,Beam,Timber,-1.0,TBD,15.1,True,Steel,,1.3
451,MI_20220920_141445.jpg,62443,Trail Bridge,Concrete,Beam,Timber,-1.0,TBD,23.0,True,Steel,,0.96
452,AST_EX_20220808_114331.jpeg,62927,2 LOG STRINGER BRIDGE ON TRAIL TO ROLAND POINT;,,Beam,Timber,-1.0,No railings,2.5,True,Timber,,1.0
453,image.png,63066,Concrete box girder with timber deck and concrete abutments.,Concrete,Beam,Timber,5.5,TBD,27.5,True,Concrete,,1.8
454,image.png,63066,Concrete box girder with timber deck and concrete abutments.,Concrete,Beam,Timber,5.5,TBD,27.5,True,Concrete,,1.8
455,IMG_1306.jpg,63067,9 KM GUN CREEK TRAIL BRIDGE; constructed May 2025. 18.2 m length aluminum truss bridge with aluminum guard rails and yellow cedar decking. See notes.,Concrete,Truss,Timber,2.0,TBD,17.9,True,Aluminum,,1.8
456,IMG_1309.jpg,63067,9 KM GUN CREEK TRAIL BRIDGE; constructed May 2025. 18.2 m length aluminum truss bridge with aluminum guard rails and yellow cedar decking. See notes.,Concrete,Truss,Timber,2.0,TBD,17.9,True,Aluminum,,1.8
457,Picture1.jpg,63068,GUNN CREEK TRAIL 6.0 KM BRIDGE; installed 2025. 14.2 m aluminum truss bridge with aluminum guard rails. See notes.,Concrete,Truss,Timber,2.0,TBD,14.2,True,Aluminum,,1.8
458,Eldorado Bridge (1).JPG,63069,GUNN CREEK TRAIL; Specifications: SLM288M X 0.8M EL DORADO CREEK;,Timber,Beam,Timber,-1.0,No railings,8.0,True,Timber,,1.28
459,Eldorado Bridge (2).JPG,63069,GUNN CREEK TRAIL; Specifications: SLM288M X 0.8M EL DORADO CREEK;,Timber,Beam,Timber,-1.0,No railings,8.0,True,Timber,,1.28
460,AST_EX_20220629_111002.jpeg,63069,GUNN CREEK TRAIL; Specifications: SLM288M X 0.8M EL DORADO CREEK;,Timber,Beam,Timber,-1.0,No railings,8.0,True,Timber,,1.28
461,AST_EX_20250704_123922.jpeg,63071,Gun; Item description: GUNN CREEK TRAIL ; Specifications: NEW BRIDGE @ POTATO PATCH 5 X 1.5 MWOODEN AREA JUST SOUTH OF SPRUCE LAKE SLM7 ;,TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,0.0
462,AST_EX_20220626_124715.jpeg,63071,Gun; Item description: GUNN CREEK TRAIL ; Specifications: NEW BRIDGE @ POTATO PATCH 5 X 1.5 MWOODEN AREA JUST SOUTH OF SPRUCE LAKE SLM7 ;,TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,0.0
463,AST_EX_20250705_145341.jpeg,63073,Spruce Lake; Item description: 4M X 1M AT N END OF LAKE;,TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,0.0
464,AST_EX_20220806_152902.jpeg,63073,Spruce Lake; Item description: 4M X 1M AT N END OF LAKE;,TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,0.0
465,AST_EX_20250704_142151.jpeg,63075,Spruce Lake; Item description: 5M HORSE BRIDGE ON SPRUCE LAKE EAST TRAIL; Specifications: SPRUCE LAKE 1.5 KM BRIDGE ;,TBD,TBD,TBD,-1.0,No railings,6.1,True,TBD,,1.5
466,AST_EX_20220626_111053.jpeg,63075,Spruce Lake; Item description: 5M HORSE BRIDGE ON SPRUCE LAKE EAST TRAIL; Specifications: SPRUCE LAKE 1.5 KM BRIDGE ;,TBD,TBD,TBD,-1.0,No railings,6.1,True,TBD,,1.5
467,AST_EX_20250704_154911.jpeg,63076,Spruce Lake; Item description: SPRUCE LAKE 2.5 KM BRIDGE ; Specifications: LOCATED JUST NORTH OF TRAIL IN TO SPRUCE NORTH CAMPSITE 3.5 METERS LONG;,TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,0.0
468,AST_EX_20220626_095842.jpeg,63076,Spruce Lake; Item description: SPRUCE LAKE 2.5 KM BRIDGE ; Specifications: LOCATED JUST NORTH OF TRAIL IN TO SPRUCE NORTH CAMPSITE 3.5 METERS LONG;,TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,0.0
469,AST_EX_20240725_100927.jpeg,63217,"Spectacle Lake Day Use; Item description: FOOT BRIDGE#2; Specifications: 1 FOOT BRIDGE #2 21M X 1M,CONSTRUCTION: ROUGH CEDAR CRIBS (ROCK-FILLED), 5CM X 30CM SILLS,,15CM X 15CM ROUGH FIR STRINGERS, 5CM X 20CM FIR DECKING,HANDRAILS; Comments: GOOD",TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,1.0
470,AST_EX_20240725_100919.jpeg,63217,"Spectacle Lake Day Use; Item description: FOOT BRIDGE#2; Specifications: 1 FOOT BRIDGE #2 21M X 1M,CONSTRUCTION: ROUGH CEDAR CRIBS (ROCK-FILLED), 5CM X 30CM SILLS,,15CM X 15CM ROUGH FIR STRINGERS, 5CM X 20CM FIR DECKING,HANDRAILS; Comments: GOOD",TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,1.0
471,AST_EX_20210903_120457.jpeg,63217,"Spectacle Lake Day Use; Item description: FOOT BRIDGE#2; Specifications: 1 FOOT BRIDGE #2 21M X 1M,CONSTRUCTION: ROUGH CEDAR CRIBS (ROCK-FILLED), 5CM X 30CM SILLS,,15CM X 15CM ROUGH FIR STRINGERS, 5CM X 20CM FIR DECKING,HANDRAILS; Comments: GOOD",TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,1.0
472,AST_EX_20210903_120449.jpeg,63217,"Spectacle Lake Day Use; Item description: FOOT BRIDGE#2; Specifications: 1 FOOT BRIDGE #2 21M X 1M,CONSTRUCTION: ROUGH CEDAR CRIBS (ROCK-FILLED), 5CM X 30CM SILLS,,15CM X 15CM ROUGH FIR STRINGERS, 5CM X 20CM FIR DECKING,HANDRAILS; Comments: GOOD",TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,1.0
473,AST_EX_20240725_102559.jpeg,63218,"Spectacle Lake Day Use; Item description: FOOTBRIDGE: (NEAR END OF TRAIL @ PARKING LOT); Specifications: 1 10 METER LONG FOOTBRIDGE, TIMBER STRINGER, AND HEAVY PLANK DECKING. ;",TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,1.0
474,AST_EX_20210903_121846.jpeg,63218,"Spectacle Lake Day Use; Item description: FOOTBRIDGE: (NEAR END OF TRAIL @ PARKING LOT); Specifications: 1 10 METER LONG FOOTBRIDGE, TIMBER STRINGER, AND HEAVY PLANK DECKING. ;",TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,1.0
475,AST_EX_20240725_100616.jpeg,63219,"Spectacle Lake Day Use; Item description: FOOT BRIDGE#1; Specifications: 1 FOOT BRIDGE #1 20M X 1M,CONSTRUCTION: ROUGH CEDAR CRIBS (ROCK-FILLED), 5CM X 30CM SILLS,,15CM X 15CM ROUGH FIR STRINGERS, 5CM X 20CM FIR DECKING,HANDRAILS; Comments: GOOD",TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,1.0
476,AST_EX_20210903_120248.jpeg,63219,"Spectacle Lake Day Use; Item description: FOOT BRIDGE#1; Specifications: 1 FOOT BRIDGE #1 20M X 1M,CONSTRUCTION: ROUGH CEDAR CRIBS (ROCK-FILLED), 5CM X 30CM SILLS,,15CM X 15CM ROUGH FIR STRINGERS, 5CM X 20CM FIR DECKING,HANDRAILS; Comments: GOOD",TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,1.0
477,AST_EX_20220618_104829.jpeg,63298,Sproat Lake Trail; Item description: FOOTBRIDGE#2; Specifications: 1 ALUMINUM FOOT BRIDGE 7.65M X 1.44M; Comments: GOOD,TBD,TBD,TBD,1.2,No railings,0.0,False,TBD,,1.0
478,AST_EX_20220616_180107.jpeg,63389,"Stamp Falls Foot Trail; Additional notes: 6150mm span, deck 920mm in width; structure supported by wooden stringers; 2 x 4 toe board/kicker w/ 4 x 4 blocking. ;",TBD,TBD,TBD,2.6,No railings,0.0,False,TBD,,1.0
479,AST_EX_20220616_175954.jpeg,63389,"Stamp Falls Foot Trail; Additional notes: 6150mm span, deck 920mm in width; structure supported by wooden stringers; 2 x 4 toe board/kicker w/ 4 x 4 blocking. ;",TBD,TBD,TBD,2.6,No railings,0.0,False,TBD,,1.0
480,AST_EX_20220616_180050.jpeg,63389,"Stamp Falls Foot Trail; Additional notes: 6150mm span, deck 920mm in width; structure supported by wooden stringers; 2 x 4 toe board/kicker w/ 4 x 4 blocking. ;",TBD,TBD,TBD,2.6,No railings,0.0,False,TBD,,1.0
481,AST_EX_20220616_180057.jpeg,63389,"Stamp Falls Foot Trail; Additional notes: 6150mm span, deck 920mm in width; structure supported by wooden stringers; 2 x 4 toe board/kicker w/ 4 x 4 blocking. ;",TBD,TBD,TBD,2.6,No railings,0.0,False,TBD,,1.0
482,IMG_0032 1.jpg,63539,Bridge # 1 on E-W Traverse (Stryen Creek),Timber,Beam,Timber,-1.0,TBD,19.9,True,Timber,,1.0
483,IMG_0033 1.jpg,63539,Bridge # 1 on E-W Traverse (Stryen Creek),Timber,Beam,Timber,-1.0,TBD,19.9,True,Timber,,1.0
484,IMG_0035 1.jpg,63539,Bridge # 1 on E-W Traverse (Stryen Creek),Timber,Beam,Timber,-1.0,TBD,19.9,True,Timber,,1.0
485,IMG_4565.JPG,63539,Bridge # 1 on E-W Traverse (Stryen Creek),Timber,Beam,Timber,-1.0,TBD,19.9,True,Timber,,1.0
486,IMG_4560.JPG,63539,Bridge # 1 on E-W Traverse (Stryen Creek),Timber,Beam,Timber,-1.0,TBD,19.9,True,Timber,,1.0
487,IMG_8090.JPG,63540,Bridge # 7 on E-W Traverse (Suspension Bridge Campground ),Concrete,Suspension,Timber,-1.0,TBD,42.0,True,TBD,,1.41
488,IMG_8100.JPG,63540,Bridge # 7 on E-W Traverse (Suspension Bridge Campground ),Concrete,Suspension,Timber,-1.0,TBD,42.0,True,TBD,,1.41
489,IMG_8102.JPG,63540,Bridge # 7 on E-W Traverse (Suspension Bridge Campground ),Concrete,Suspension,Timber,-1.0,TBD,42.0,True,TBD,,1.41
490,IMG_8110.JPG,63540,Bridge # 7 on E-W Traverse (Suspension Bridge Campground ),Concrete,Suspension,Timber,-1.0,TBD,42.0,True,TBD,,1.41
491,IMG_8111.JPG,63540,Bridge # 7 on E-W Traverse (Suspension Bridge Campground ),Concrete,Suspension,Timber,-1.0,TBD,42.0,True,TBD,,1.41
492,IMG_0223.jpg,63540,Bridge # 7 on E-W Traverse (Suspension Bridge Campground ),Concrete,Suspension,Timber,-1.0,TBD,42.0,True,TBD,,1.41
493,IMG_0224.jpg,63540,Bridge # 7 on E-W Traverse (Suspension Bridge Campground ),Concrete,Suspension,Timber,-1.0,TBD,42.0,True,TBD,,1.41
494,IMG_0225.jpg,63540,Bridge # 7 on E-W Traverse (Suspension Bridge Campground ),Concrete,Suspension,Timber,-1.0,TBD,42.0,True,TBD,,1.41
495,IMG_0230.jpg,63540,Bridge # 7 on E-W Traverse (Suspension Bridge Campground ),Concrete,Suspension,Timber,-1.0,TBD,42.0,True,TBD,,1.41
