asset_id,filename,file_id,profile_name,image_path,attr_fall_height,attr_has_pedestrian_railing,"attr_material_frame,_tank,_body",attr_number_of_steps,attr_structure_position,fall_height_bin,steps_bin
58180,AST_EX_20210726_120559.jpeg,8069,Stairs,data/citywide/images/356/58180/8069__AST_EX_20210726_120559.jpeg,,No railings,Box Step,,At-Grade,,
58181,AST_EX_20210807_151043.jpeg,11912,Stairs,data/citywide/images/356/58181/11912__AST_EX_20210807_151043.jpeg,,1 railing,Timber/Wood,,Elevated,,
58181,AST_EX_20210807_151011.jpeg,11913,Stairs,data/citywide/images/356/58181/11913__AST_EX_20210807_151011.jpeg,,1 railing,Timber/Wood,,Elevated,,
58182,AST_EX_20210710_161547.jpeg,4923,Stairs,data/citywide/images/356/58182/4923__AST_EX_20210710_161547.jpeg,,2 railings,Concrete,,At-Grade,,
58182,AST_EX_20230902_115304.jpeg,65976,Stairs,data/citywide/images/356/58182/65976__AST_EX_20230902_115304.jpeg,,2 railings,Concrete,,At-Grade,,
59088,AST_EX_20211005_152042.jpeg,25737,Stairs,data/citywide/images/356/59088/25737__AST_EX_20211005_152042.jpeg,,,Timber/Wood,,,,
59088,AST_EX_20250128_145559.jpeg,78735,Stairs,data/citywide/images/356/59088/78735__AST_EX_20250128_145559.jpeg,,,Timber/Wood,,,,
59088,AST_EX_20250128_145536.jpeg,78740,Stairs,data/citywide/images/356/59088/78740__AST_EX_20250128_145536.jpeg,,,Timber/Wood,,,,
59088,AST_EX_20250128_145549.jpeg,78742,Stairs,data/citywide/images/356/59088/78742__AST_EX_20250128_145549.jpeg,,,Timber/Wood,,,,
60066,AST_EX_20210721_105155.jpeg,7165,Stairs,data/citywide/images/356/60066/7165__AST_EX_20210721_105155.jpeg,,No railings,Rock/Stone,,At-Grade,,
60443,AST_EX_20210729_101858.jpeg,8980,Stairs,data/citywide/images/356/60443/8980__AST_EX_20210729_101858.jpeg,,1 railing,Concrete,,At-Grade,,
60443,AST_EX_20250505_105146.jpeg,81678,Stairs,data/citywide/images/356/60443/81678__AST_EX_20250505_105146.jpeg,,1 railing,Concrete,,At-Grade,,
60444,AST_EX_20210729_093207.jpeg,9013,Stairs,data/citywide/images/356/60444/9013__AST_EX_20210729_093207.jpeg,,1 railing,Concrete,,At-Grade,,
60444,AST_EX_20250505_105446.jpeg,81666,Stairs,data/citywide/images/356/60444/81666__AST_EX_20250505_105446.jpeg,,1 railing,Concrete,,At-Grade,,
60445,AST_EX_20210729_091710.jpeg,9019,Stairs,data/citywide/images/356/60445/9019__AST_EX_20210729_091710.jpeg,,1 railing,Concrete,,At-Grade,,
60445,AST_EX_20210729_091702.jpeg,9020,Stairs,data/citywide/images/356/60445/9020__AST_EX_20210729_091702.jpeg,,1 railing,Concrete,,At-Grade,,
60445,AST_EX_20250505_110358.jpeg,81659,Stairs,data/citywide/images/356/60445/81659__AST_EX_20250505_110358.jpeg,,1 railing,Concrete,,At-Grade,,
60445,AST_EX_20250505_110334.jpeg,81661,Stairs,data/citywide/images/356/60445/81661__AST_EX_20250505_110334.jpeg,,1 railing,Concrete,,At-Grade,,
60445,AST_EX_20250505_110623.jpeg,81663,Stairs,data/citywide/images/356/60445/81663__AST_EX_20250505_110623.jpeg,,1 railing,Concrete,,At-Grade,,
60664,AST_EX_20210902_124940.jpeg,19619,Stairs,data/citywide/images/356/60664/19619__AST_EX_20210902_124940.jpeg,,1 railing,Timber/Wood,,Elevated,,
60664,AST_EX_20210902_124931.jpeg,19620,Stairs,data/citywide/images/356/60664/19620__AST_EX_20210902_124931.jpeg,,1 railing,Timber/Wood,,Elevated,,
60695,AST_EX_20220608_122800.jpeg,45498,Stairs,data/citywide/images/356/60695/45498__AST_EX_20220608_122800.jpeg,,No railings,Box Step,,At-Grade,,
60961,AST_EX_20211002_114021.jpeg,25154,Stairs,data/citywide/images/356/60961/25154__AST_EX_20211002_114021.jpeg,,2 railings,Rock/Stone,,At-Grade,,
61221,AST_EX_20220610_140536.jpeg,45850,Stairs,data/citywide/images/356/61221/45850__AST_EX_20220610_140536.jpeg,,1 railing,Concrete,,At-Grade,,
61611,AST_EX_20220710_120328.jpeg,53100,Stairs,data/citywide/images/356/61611/53100__AST_EX_20220710_120328.jpeg,,No railings,Rock/Stone,,At-Grade,,
61612,AST_EX_20211005_165925.jpeg,25787,Stairs,data/citywide/images/356/61612/25787__AST_EX_20211005_165925.jpeg,,No railings,Rock/Stone,,At-Grade,,
61612,AST_EX_20260418_093617.jpeg,92935,Stairs,data/citywide/images/356/61612/92935__AST_EX_20260418_093617.jpeg,,No railings,Rock/Stone,,At-Grade,,
61846,AST_EX_20230624_135314.jpeg,65355,Stairs,data/citywide/images/356/61846/65355__AST_EX_20230624_135314.jpeg,,No railings,Timber/Wood,,,,
61846,AST_EX_20230624_135453.jpeg,65373,Stairs,data/citywide/images/356/61846/65373__AST_EX_20230624_135453.jpeg,,No railings,Timber/Wood,,,,
61846,AST_EX_20230624_135302.jpeg,65378,Stairs,data/citywide/images/356/61846/65378__AST_EX_20230624_135302.jpeg,,No railings,Timber/Wood,,,,
61931,AST_EX_20220610_104500.jpeg,45742,Stairs,data/citywide/images/356/61931/45742__AST_EX_20220610_104500.jpeg,,No railings,Concrete,,At-Grade,,
61931,IMG_0108[1].JPG,72801,Stairs,data/citywide/images/356/61931/72801__IMG_0108_1_.JPG,,No railings,Concrete,,At-Grade,,
61932,IMG_0111[1].JPG,72802,Stairs,data/citywide/images/356/61932/72802__IMG_0111_1_.JPG,,No railings,Timber/Wood,,,,
61933,IMG_0116[1].JPG,72806,Stairs,data/citywide/images/356/61933/72806__IMG_0116_1_.JPG,,1 railing,Timber/Wood,,Elevated,,
61959,20240919_101624[1].jpg,74570,Stairs,data/citywide/images/356/61959/74570__20240919_101624_1_.jpg,,No railings,,,Other,,
61959,20240919_101650[1].jpg,74571,Stairs,data/citywide/images/356/61959/74571__20240919_101650_1_.jpg,,No railings,,,Other,,
61959,20240919_101553[1].jpg,74572,Stairs,data/citywide/images/356/61959/74572__20240919_101553_1_.jpg,,No railings,,,Other,,
61959,20240919_101543[1].jpg,74573,Stairs,data/citywide/images/356/61959/74573__20240919_101543_1_.jpg,,No railings,,,Other,,
62068,AST_EX_20210822_114419.jpeg,17563,Stairs,data/citywide/images/356/62068/17563__AST_EX_20210822_114419.jpeg,,No railings,Timber/Wood,,At-Grade,,
62068,AST_EX_20210822_114410.jpeg,17564,Stairs,data/citywide/images/356/62068/17564__AST_EX_20210822_114410.jpeg,,No railings,Timber/Wood,,At-Grade,,
62068,AST_EX_20241022_123552.jpeg,75432,Stairs,data/citywide/images/356/62068/75432__AST_EX_20241022_123552.jpeg,,No railings,Timber/Wood,,At-Grade,,
62068,AST_EX_20241022_123046.jpeg,75433,Stairs,data/citywide/images/356/62068/75433__AST_EX_20241022_123046.jpeg,,No railings,Timber/Wood,,At-Grade,,
62338,AST_EX_20210625_105957.jpeg,2493,Stairs,data/citywide/images/356/62338/2493__AST_EX_20210625_105957.jpeg,,No railings,Box Step,,At-Grade,,
62338,AST_EX_20210625_111415.jpeg,2627,Stairs,data/citywide/images/356/62338/2627__AST_EX_20210625_111415.jpeg,,No railings,Box Step,,At-Grade,,
62365,AST_EX_20250801_163419.jpeg,86094,Stairs,data/citywide/images/356/62365/86094__AST_EX_20250801_163419.jpeg,,1 railing,Timber/Wood,,Elevated,,
62890,AST_EX_20250622_155219.jpeg,84012,Stairs,data/citywide/images/356/62890/84012__AST_EX_20250622_155219.jpeg,,No railings,Concrete,5.0,At-Grade,,few (<10)
63006,AST_EX_20230310_133045.jpeg,64743,Stairs,data/citywide/images/356/63006/64743__AST_EX_20230310_133045.jpeg,,1 railing,Timber/Wood,,Elevated,,
63006,AST_EX_20250518_134142.jpeg,82180,Stairs,data/citywide/images/356/63006/82180__AST_EX_20250518_134142.jpeg,,1 railing,Timber/Wood,,Elevated,,
63006,AST_EX_20250518_134123.jpeg,82181,Stairs,data/citywide/images/356/63006/82181__AST_EX_20250518_134123.jpeg,,1 railing,Timber/Wood,,Elevated,,
63007,AST_EX_20230310_133252.jpeg,64742,Stairs,data/citywide/images/356/63007/64742__AST_EX_20230310_133252.jpeg,,No railings,Timber/Wood,,At-Grade,,
63007,AST_EX_20250828_122237.jpeg,87239,Stairs,data/citywide/images/356/63007/87239__AST_EX_20250828_122237.jpeg,,No railings,Timber/Wood,,At-Grade,,
63007,AST_EX_20250828_122221.jpeg,87240,Stairs,data/citywide/images/356/63007/87240__AST_EX_20250828_122221.jpeg,,No railings,Timber/Wood,,At-Grade,,
63007,AST_EX_20250828_122206.jpeg,87241,Stairs,data/citywide/images/356/63007/87241__AST_EX_20250828_122206.jpeg,,No railings,Timber/Wood,,At-Grade,,
63038,MI_20220630_142208.jpg,51221,Stairs,data/citywide/images/356/63038/51221__MI_20220630_142208.jpg,,No railings,Box Step,,At-Grade,,
63400,IMG_0455.jpg,64156,Stairs,data/citywide/images/356/63400/64156__IMG_0455.jpg,,,Rock/Stone,,At-Grade,,
63564,IMG_7149.JPG,26861,Stairs,data/citywide/images/356/63564/26861__IMG_7149.JPG,,,Concrete,,At-Grade,,
64381,AST_EX_20220902_150753.jpeg,62982,Stairs,data/citywide/images/356/64381/62982__AST_EX_20220902_150753.jpeg,,No railings,Box Step,,At-Grade,,
64398,AST_EX_20210803_165320.jpeg,10697,Stairs,data/citywide/images/356/64398/10697__AST_EX_20210803_165320.jpeg,,2 railings,Timber/Wood,,Elevated,,
64399,AST_EX_20221019_100658.jpeg,63960,Stairs,data/citywide/images/356/64399/63960__AST_EX_20221019_100658.jpeg,,1 railing,Metal,,Other,,
64441,AST_EX_20221019_102108.jpeg,63959,Stairs,data/citywide/images/356/64441/63959__AST_EX_20221019_102108.jpeg,,No railings,,,Other,,
64459,AST_EX_20221019_122533.jpeg,63958,Stairs,data/citywide/images/356/64459/63958__AST_EX_20221019_122533.jpeg,,No railings,Metal,,At-Grade,,
64656,AST_EX_20220704_143541.jpeg,51564,Stairs,data/citywide/images/356/64656/51564__AST_EX_20220704_143541.jpeg,,No railings,Box Step,,At-Grade,,
64759,MI_20210615_104732[1].jpg,1055,Stairs,data/citywide/images/356/64759/1055__MI_20210615_104732_1_.jpg,,No railings,Concrete,,At-Grade,,
64840,AST_EX_20210728_124908.jpeg,8457,Stairs,data/citywide/images/356/64840/8457__AST_EX_20210728_124908.jpeg,,No railings,Rock/Stone,,At-Grade,,
65317,MI_20210705_153644.jpg,3929,Stairs,data/citywide/images/356/65317/3929__MI_20210705_153644.jpg,,No railings,Concrete,,At-Grade,,
65317,AST_EX_20240927_125635.jpeg,74793,Stairs,data/citywide/images/356/65317/74793__AST_EX_20240927_125635.jpeg,,No railings,Concrete,,At-Grade,,
65317,AST_EX_20240927_125627.jpeg,74794,Stairs,data/citywide/images/356/65317/74794__AST_EX_20240927_125627.jpeg,,No railings,Concrete,,At-Grade,,
65317,AST_EX_20251126_115513.jpeg,91223,Stairs,data/citywide/images/356/65317/91223__AST_EX_20251126_115513.jpeg,,No railings,Concrete,,At-Grade,,
65318,MI_20210705_153550.jpg,3998,Stairs,data/citywide/images/356/65318/3998__MI_20210705_153550.jpg,,No railings,Concrete,,At-Grade,,
65318,AST_EX_20240927_125507.jpeg,74791,Stairs,data/citywide/images/356/65318/74791__AST_EX_20240927_125507.jpeg,,No railings,Concrete,,At-Grade,,
65613,MI_20220806_174255.jpg,58860,Stairs,data/citywide/images/356/65613/58860__MI_20220806_174255.jpg,,No railings,Box Step,,At-Grade,,
66054,AST_EX_20220726_181549.jpeg,56151,Stairs,data/citywide/images/356/66054/56151__AST_EX_20220726_181549.jpeg,,No railings,Timber/Wood,,At-Grade,,
66055,AST_EX_20210611_124018.jpeg,791,Stairs,data/citywide/images/356/66055/791__AST_EX_20210611_124018.jpeg,,2 railings,Concrete,,At-Grade,,
66055,AST_EX_20220726_144855.jpeg,56419,Stairs,data/citywide/images/356/66055/56419__AST_EX_20220726_144855.jpeg,,2 railings,Concrete,,At-Grade,,
66243,AST_EX_20210630_105353.jpeg,3125,Stairs,data/citywide/images/356/66243/3125__AST_EX_20210630_105353.jpeg,,No railings,Concrete,,At-Grade,,
66296,AST_EX_20210902_155034.jpeg,19641,Stairs,data/citywide/images/356/66296/19641__AST_EX_20210902_155034.jpeg,,1 railing,Timber/Wood,,Elevated,,
66540,20250709_152921_resized.jpg,89713,Stairs,data/citywide/images/356/66540/89713__20250709_152921_resized.jpg,,No railings,Timber/Wood,,,,
66540,20250709_171835_resized.jpg,89733,Stairs,data/citywide/images/356/66540/89733__20250709_171835_resized.jpg,,No railings,Timber/Wood,,,,
67210,AST_EX_20220422_105318.jpeg,40047,Stairs,data/citywide/images/356/67210/40047__AST_EX_20220422_105318.jpeg,,No railings,Concrete,,At-Grade,,
67210,AST_EX_20260422_114355.jpeg,93283,Stairs,data/citywide/images/356/67210/93283__AST_EX_20260422_114355.jpeg,,No railings,Concrete,,At-Grade,,
67210,AST_EX_20260422_114325.jpeg,93287,Stairs,data/citywide/images/356/67210/93287__AST_EX_20260422_114325.jpeg,,No railings,Concrete,,At-Grade,,
67211,AST_EX_20210629_115009.jpeg,2950,Stairs,data/citywide/images/356/67211/2950__AST_EX_20210629_115009.jpeg,,No railings,Concrete,,At-Grade,,
67211,AST_EX_20220422_103225.jpeg,39969,Stairs,data/citywide/images/356/67211/39969__AST_EX_20220422_103225.jpeg,,No railings,Concrete,,At-Grade,,
67211,AST_EX_20260422_112911.jpeg,93231,Stairs,data/citywide/images/356/67211/93231__AST_EX_20260422_112911.jpeg,,No railings,Concrete,,At-Grade,,
67211,AST_EX_20260422_112923.jpeg,93234,Stairs,data/citywide/images/356/67211/93234__AST_EX_20260422_112923.jpeg,,No railings,Concrete,,At-Grade,,
67211,AST_EX_20260422_124146.jpeg,93266,Stairs,data/citywide/images/356/67211/93266__AST_EX_20260422_124146.jpeg,,No railings,Concrete,,At-Grade,,
67339,AST_EX_20210817_114719.jpeg,15615,Stairs,data/citywide/images/356/67339/15615__AST_EX_20210817_114719.jpeg,,No railings,Concrete,,At-Grade,,
79979,DSCN1269.JPG,65924,Stairs,data/citywide/images/356/79979/65924__DSCN1269.JPG,,1 railing,Metal,,Elevated,,
80433,AST_IM_20210507_104541.jpeg,139,Stairs,data/citywide/images/356/80433/139__AST_IM_20210507_104541.jpeg,,No railings,Rock/Stone,,At-Grade,,
80436,AST_IM_20210507_105457.jpeg,136,Stairs,data/citywide/images/356/80436/136__AST_IM_20210507_105457.jpeg,,No railings,Timber/Wood,,At-Grade,,
80438,AST_IM_20210507_103732.jpeg,142,Stairs,data/citywide/images/356/80438/142__AST_IM_20210507_103732.jpeg,,No railings,Timber/Wood,,At-Grade,,
80448,AST_IM_20210507_112704.jpeg,123,Stairs,data/citywide/images/356/80448/123__AST_IM_20210507_112704.jpeg,,2 railings,Timber/Wood,,Elevated,,
80448,AST_IM_20210507_112642.jpeg,124,Stairs,data/citywide/images/356/80448/124__AST_IM_20210507_112642.jpeg,,2 railings,Timber/Wood,,Elevated,,
80448,AST_IM_20210507_112616.jpeg,125,Stairs,data/citywide/images/356/80448/125__AST_IM_20210507_112616.jpeg,,2 railings,Timber/Wood,,Elevated,,
80448,AST_IM_20210507_112542.jpeg,126,Stairs,data/citywide/images/356/80448/126__AST_IM_20210507_112542.jpeg,,2 railings,Timber/Wood,,Elevated,,
80448,20240317_110354.jpg,67908,Stairs,data/citywide/images/356/80448/67908__20240317_110354.jpg,,2 railings,Timber/Wood,,Elevated,,
80450,AST_IM_20210507_110538.jpeg,129,Stairs,data/citywide/images/356/80450/129__AST_IM_20210507_110538.jpeg,,No railings,Timber/Wood,,At-Grade,,
80452,AST_IM_20210507_112014.jpeg,127,Stairs,data/citywide/images/356/80452/127__AST_IM_20210507_112014.jpeg,,No railings,Rock/Stone,,At-Grade,,
80458,AST_IM_20210507_122437.jpeg,164,Stairs,data/citywide/images/356/80458/164__AST_IM_20210507_122437.jpeg,,No railings,Rock/Stone,,At-Grade,,
80460,AST_IM_20210507_122226.jpeg,166,Stairs,data/citywide/images/356/80460/166__AST_IM_20210507_122226.jpeg,,1 railing,Timber/Wood,,Elevated,,
80460,AST_IM_20210507_122217.jpeg,167,Stairs,data/citywide/images/356/80460/167__AST_IM_20210507_122217.jpeg,,1 railing,Timber/Wood,,Elevated,,
80460,AST_IM_20210507_122153.jpeg,168,Stairs,data/citywide/images/356/80460/168__AST_IM_20210507_122153.jpeg,,1 railing,Timber/Wood,,Elevated,,
80463,AST_IM_20210507_121050.jpeg,171,Stairs,data/citywide/images/356/80463/171__AST_IM_20210507_121050.jpeg,,No railings,Timber/Wood,,At-Grade,,
80470,AST_IM_20210507_122558.jpeg,163,Stairs,data/citywide/images/356/80470/163__AST_IM_20210507_122558.jpeg,,No railings,Rock/Stone,,At-Grade,,
80471,AST_IM_20210507_125620.jpeg,152,Stairs,data/citywide/images/356/80471/152__AST_IM_20210507_125620.jpeg,,No railings,Rock/Stone,,At-Grade,,
80605,20210519_191013.jpg,319,Stairs,data/citywide/images/356/80605/319__20210519_191013.jpg,,1 railing,Timber/Wood,,Elevated,,
80605,20210519_191030.jpg,320,Stairs,data/citywide/images/356/80605/320__20210519_191030.jpg,,1 railing,Timber/Wood,,Elevated,,
80605,20240317_103511.jpg,67909,Stairs,data/citywide/images/356/80605/67909__20240317_103511.jpg,,1 railing,Timber/Wood,,Elevated,,
80606,20210519_200845.jpg,306,Stairs,data/citywide/images/356/80606/306__20210519_200845.jpg,,1 railing,Timber/Wood,,Elevated,,
80606,20210519_200754.jpg,307,Stairs,data/citywide/images/356/80606/307__20210519_200754.jpg,,1 railing,Timber/Wood,,Elevated,,
80606,20210519_200803.jpg,308,Stairs,data/citywide/images/356/80606/308__20210519_200803.jpg,,1 railing,Timber/Wood,,Elevated,,
80606,20210519_200814.jpg,309,Stairs,data/citywide/images/356/80606/309__20210519_200814.jpg,,1 railing,Timber/Wood,,Elevated,,
80606,20210519_200827.jpg,310,Stairs,data/citywide/images/356/80606/310__20210519_200827.jpg,,1 railing,Timber/Wood,,Elevated,,
80607,20210519_201630.jpg,311,Stairs,data/citywide/images/356/80607/311__20210519_201630.jpg,,2 railings,Timber/Wood,,Elevated,,
80607,20210519_201609.jpg,312,Stairs,data/citywide/images/356/80607/312__20210519_201609.jpg,,2 railings,Timber/Wood,,Elevated,,
80607,20210519_201618.jpg,313,Stairs,data/citywide/images/356/80607/313__20210519_201618.jpg,,2 railings,Timber/Wood,,Elevated,,
80608,20210519_201801.jpg,314,Stairs,data/citywide/images/356/80608/314__20210519_201801.jpg,,2 railings,Timber/Wood,,Elevated,,
80608,20210519_201705.jpg,315,Stairs,data/citywide/images/356/80608/315__20210519_201705.jpg,,2 railings,Timber/Wood,,Elevated,,
80608,20210519_201713.jpg,316,Stairs,data/citywide/images/356/80608/316__20210519_201713.jpg,,2 railings,Timber/Wood,,Elevated,,
80608,20210519_201720.jpg,317,Stairs,data/citywide/images/356/80608/317__20210519_201720.jpg,,2 railings,Timber/Wood,,Elevated,,
80608,20210519_201730.jpg,318,Stairs,data/citywide/images/356/80608/318__20210519_201730.jpg,,2 railings,Timber/Wood,,Elevated,,
80639,20210529_110516.jpg,425,Stairs,data/citywide/images/356/80639/425__20210529_110516.jpg,,No railings,Timber/Wood,,At-Grade,,
80639,AST_EX_20210724_110513.jpeg,9083,Stairs,data/citywide/images/356/80639/9083__AST_EX_20210724_110513.jpeg,,No railings,Timber/Wood,,At-Grade,,
80640,20210529_115321.jpg,426,Stairs,data/citywide/images/356/80640/426__20210529_115321.jpg,,No railings,Box Step,,At-Grade,,
80640,AST_EX_20210723_104952.jpeg,9126,Stairs,data/citywide/images/356/80640/9126__AST_EX_20210723_104952.jpeg,,No railings,Box Step,,At-Grade,,
80641,20210529_115337.jpg,427,Stairs,data/citywide/images/356/80641/427__20210529_115337.jpg,,No railings,Box Step,,At-Grade,,
80641,AST_EX_20210723_104918.jpeg,9122,Stairs,data/citywide/images/356/80641/9122__AST_EX_20210723_104918.jpeg,,No railings,Box Step,,At-Grade,,
80804,AST_IM_20210610_134721.jpeg,646,Stairs,data/citywide/images/356/80804/646__AST_IM_20210610_134721.jpeg,,No railings,Concrete,,At-Grade,,
80909,AST_EX_20220621_165949.jpeg,48953,Stairs,data/citywide/images/356/80909/48953__AST_EX_20220621_165949.jpeg,,1 railing,Box Step,,At-Grade,,
80914,AST_EX_20220621_170302.jpeg,48929,Stairs,data/citywide/images/356/80914/48929__AST_EX_20220621_170302.jpeg,,1 railing,Box Step,,At-Grade,,
80916,AST_EX_20220621_164416.jpeg,48960,Stairs,data/citywide/images/356/80916/48960__AST_EX_20220621_164416.jpeg,,1 railing,Box Step,,At-Grade,,
81109,MI_20210615_104732[1].jpg,1035,Stairs,data/citywide/images/356/81109/1035__MI_20210615_104732_1_.jpg,,No railings,Concrete,,At-Grade,,
81293,MI_20210610_110047.jpg,5192,Stairs,data/citywide/images/356/81293/5192__MI_20210610_110047.jpg,,No railings,Timber/Wood,,At-Grade,,
81293,MI_20210610_110056.jpg,5193,Stairs,data/citywide/images/356/81293/5193__MI_20210610_110056.jpg,,No railings,Timber/Wood,,At-Grade,,
81800,AST_IM_20210625_110354.jpeg,2639,Stairs,data/citywide/images/356/81800/2639__AST_IM_20210625_110354.jpeg,,No railings,Box Step,,At-Grade,,
82178,AST_IM_20210630_112217.jpeg,3100,Stairs,data/citywide/images/356/82178/3100__AST_IM_20210630_112217.jpeg,,No railings,Concrete,,At-Grade,,
82182,AST_IM_20210630_112307.jpeg,3099,Stairs,data/citywide/images/356/82182/3099__AST_IM_20210630_112307.jpeg,,No railings,Concrete,,At-Grade,,
82213,AST_IM_20210630_125456.jpeg,3205,Stairs,data/citywide/images/356/82213/3205__AST_IM_20210630_125456.jpeg,,No railings,Box Step,,At-Grade,,
82280,AST_IM_20210630_143342.jpeg,3500,Stairs,data/citywide/images/356/82280/3500__AST_IM_20210630_143342.jpeg,,2 railings,Timber/Wood,,Elevated,,
82280,AST_IM_20210630_143319.jpeg,3501,Stairs,data/citywide/images/356/82280/3501__AST_IM_20210630_143319.jpeg,,2 railings,Timber/Wood,,Elevated,,
82280,AST_EX_20240914_151250.jpeg,73540,Stairs,data/citywide/images/356/82280/73540__AST_EX_20240914_151250.jpeg,,2 railings,Timber/Wood,,Elevated,,
82280,AST_EX_20240914_151225.jpeg,73547,Stairs,data/citywide/images/356/82280/73547__AST_EX_20240914_151225.jpeg,,2 railings,Timber/Wood,,Elevated,,
82281,AST_IM_20210630_143811.jpeg,3498,Stairs,data/citywide/images/356/82281/3498__AST_IM_20210630_143811.jpeg,,2 railings,Box Step,10.0,At-Grade,,medium (10-20)
82281,AST_EX_20240914_150429.jpeg,73541,Stairs,data/citywide/images/356/82281/73541__AST_EX_20240914_150429.jpeg,,2 railings,Box Step,10.0,At-Grade,,medium (10-20)
82281,AST_EX_20240914_150439.jpeg,73543,Stairs,data/citywide/images/356/82281/73543__AST_EX_20240914_150439.jpeg,,2 railings,Box Step,10.0,At-Grade,,medium (10-20)
82281,AST_EX_20240914_150450.jpeg,73549,Stairs,data/citywide/images/356/82281/73549__AST_EX_20240914_150450.jpeg,,2 railings,Box Step,10.0,At-Grade,,medium (10-20)
82406,MI_20210705_154745.jpg,3970,Stairs,data/citywide/images/356/82406/3970__MI_20210705_154745.jpg,,No railings,Concrete,,At-Grade,,
82406,AST_EX_20240927_130241.jpeg,74788,Stairs,data/citywide/images/356/82406/74788__AST_EX_20240927_130241.jpeg,,No railings,Concrete,,At-Grade,,
82416,MI_20210705_154152.jpg,3950,Stairs,data/citywide/images/356/82416/3950__MI_20210705_154152.jpg,,No railings,Concrete,,At-Grade,,
82416,AST_EX_20240927_130011.jpeg,74792,Stairs,data/citywide/images/356/82416/74792__AST_EX_20240927_130011.jpeg,,No railings,Concrete,,At-Grade,,
82425,AST_EX_20240927_130119.jpeg,74790,Stairs,data/citywide/images/356/82425/74790__AST_EX_20240927_130119.jpeg,,No railings,Concrete,,At-Grade,,
82461,MI_20210705_154005.jpg,3952,Stairs,data/citywide/images/356/82461/3952__MI_20210705_154005.jpg,,No railings,Concrete,,At-Grade,,
82461,AST_EX_20240927_125841.jpeg,74795,Stairs,data/citywide/images/356/82461/74795__AST_EX_20240927_125841.jpeg,,No railings,Concrete,,At-Grade,,
82555,AST_IM_20210708_102639.jpeg,4313,Stairs,data/citywide/images/356/82555/4313__AST_IM_20210708_102639.jpeg,,1 railing,Concrete,,At-Grade,,
82778,AST_IM_20210709_134028.jpeg,4846,Stairs,data/citywide/images/356/82778/4846__AST_IM_20210709_134028.jpeg,,No railings,Box Step,,At-Grade,,
82778,AST_EX_20240729_124925.jpeg,72165,Stairs,data/citywide/images/356/82778/72165__AST_EX_20240729_124925.jpeg,,No railings,Box Step,,At-Grade,,
82806,MI_20210710_150057.jpg,4979,Stairs,data/citywide/images/356/82806/4979__MI_20210710_150057.jpg,,No railings,Concrete,,At-Grade,,
82806,stairs2.jpg,77023,Stairs,data/citywide/images/356/82806/77023__stairs2.jpg,,No railings,Concrete,,At-Grade,,
82811,MI_20210710_150200.jpg,4986,Stairs,data/citywide/images/356/82811/4986__MI_20210710_150200.jpg,,No railings,Concrete,,At-Grade,,
82811,stairs3.jpg,77024,Stairs,data/citywide/images/356/82811/77024__stairs3.jpg,,No railings,Concrete,,At-Grade,,
82812,MI_20210710_150012.jpg,4997,Stairs,data/citywide/images/356/82812/4997__MI_20210710_150012.jpg,,No railings,Concrete,,At-Grade,,
82812,stairs4.jpg,77026,Stairs,data/citywide/images/356/82812/77026__stairs4.jpg,,No railings,Concrete,,At-Grade,,
82895,AST_IM_20210712_122019.jpeg,5363,Stairs,data/citywide/images/356/82895/5363__AST_IM_20210712_122019.jpeg,,No railings,Box Step,,At-Grade,,
82895,AST_EX_20240602_112116.jpeg,68865,Stairs,data/citywide/images/356/82895/68865__AST_EX_20240602_112116.jpeg,,No railings,Box Step,,At-Grade,,
82895,AST_EX_20250710_145242.jpeg,85093,Stairs,data/citywide/images/356/82895/85093__AST_EX_20250710_145242.jpeg,,No railings,Box Step,,At-Grade,,
83137,MI_20210716_084937.jpg,6717,Stairs,data/citywide/images/356/83137/6717__MI_20210716_084937.jpg,,No railings,Rock/Stone,,At-Grade,,
83137,AST_EX_20250819_105217.jpeg,87055,Stairs,data/citywide/images/356/83137/87055__AST_EX_20250819_105217.jpeg,,No railings,Rock/Stone,,At-Grade,,
83142,MI_20210716_082901.jpg,6713,Stairs,data/citywide/images/356/83142/6713__MI_20210716_082901.jpg,,No railings,Timber/Wood,,Elevated,,
83147,MI_20210716_080711.jpg,6698,Stairs,data/citywide/images/356/83147/6698__MI_20210716_080711.jpg,,No railings,Timber/Wood,,Elevated,,
83152,MI_20210716_085421.jpg,6705,Stairs,data/citywide/images/356/83152/6705__MI_20210716_085421.jpg,,No railings,Timber/Wood,,At-Grade,,
83152,AST_EX_20250819_105552.jpeg,87039,Stairs,data/citywide/images/356/83152/87039__AST_EX_20250819_105552.jpeg,,No railings,Timber/Wood,,At-Grade,,
83842,AST_IM_20210729_112356.jpeg,8814,Stairs,data/citywide/images/356/83842/8814__AST_IM_20210729_112356.jpeg,,1 railing,Concrete,,At-Grade,,
83842,AST_EX_20250505_104243.jpeg,81641,Stairs,data/citywide/images/356/83842/81641__AST_EX_20250505_104243.jpeg,,1 railing,Concrete,,At-Grade,,
83852,AST_IM_20210729_153556.jpeg,8859,Stairs,data/citywide/images/356/83852/8859__AST_IM_20210729_153556.jpeg,,1 railing,Concrete,,At-Grade,,
83868,AST_IM_20210729_112531.jpeg,8928,Stairs,data/citywide/images/356/83868/8928__AST_IM_20210729_112531.jpeg,,1 railing,Concrete,,At-Grade,,
