asset_id,filename,file_id,profile_name,image_path,attr_decking_material,attr_fall_height,attr_has_edge_guard,attr_has_pedestrian_railing,attr_length,attr_structure_material,attr_width,length_bin,width_bin,fall_height_bin
89713,IMG_0672.JPG,22888,Boardwalk < 1.2m High,data/citywide/images/337/89713/22888__IMG_0672.JPG,Timber,,No,No railings,15.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
89713,s10bridge9.jpg,76054,Boardwalk < 1.2m High,data/citywide/images/337/89713/76054__s10bridge9.jpg,Timber,,No,No railings,15.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
89714,IMG_0673.JPG,22896,Boardwalk < 1.2m High,data/citywide/images/337/89714/22896__IMG_0673.JPG,Timber,,No,No railings,7.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
89714,s11bridge10.jpg,76055,Boardwalk < 1.2m High,data/citywide/images/337/89714/76055__s11bridge10.jpg,Timber,,No,No railings,7.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
89715,IMG_0679.JPG,22901,Boardwalk < 1.2m High,data/citywide/images/337/89715/22901__IMG_0679.JPG,Timber,,No,No railings,7.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
89715,s18bridge14.jpg,76063,Boardwalk < 1.2m High,data/citywide/images/337/89715/76063__s18bridge14.jpg,Timber,,No,No railings,7.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
89721,IMG_0680.JPG,22902,Boardwalk < 1.2m High,data/citywide/images/337/89721/22902__IMG_0680.JPG,Timber,,No,No railings,10.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
89721,s19.jpg,76064,Boardwalk < 1.2m High,data/citywide/images/337/89721/76064__s19.jpg,Timber,,No,No railings,10.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
89724,IMG_0684.JPG,22906,Boardwalk < 1.2m High,data/citywide/images/337/89724/22906__IMG_0684.JPG,Timber,,No,No railings,20.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
89724,s22.jpg,76067,Boardwalk < 1.2m High,data/citywide/images/337/89724/76067__s22.jpg,Timber,,No,No railings,20.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
89728,IMG_0697.JPG,22915,Boardwalk < 1.2m High,data/citywide/images/337/89728/22915__IMG_0697.JPG,Timber,,No,No railings,,Timber,1.0,,standard (0.9-1.5m),
89734,s12bridge11.jpg,76057,Boardwalk < 1.2m High,data/citywide/images/337/89734/76057__s12bridge11.jpg,Timber,,No,No railings,25.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
89762,AST_IM_20210921_145356.jpeg,22928,Boardwalk < 1.2m High,data/citywide/images/337/89762/22928__AST_IM_20210921_145356.jpeg,Timber,,,No railings,5.0,Timber,1.07,short (<20m),standard (0.9-1.5m),
89762,AST_IM_20210921_145319.jpeg,22936,Boardwalk < 1.2m High,data/citywide/images/337/89762/22936__AST_IM_20210921_145319.jpeg,Timber,,,No railings,5.0,Timber,1.07,short (<20m),standard (0.9-1.5m),
89762,AST_IM_20210921_145309.jpeg,22938,Boardwalk < 1.2m High,data/citywide/images/337/89762/22938__AST_IM_20210921_145309.jpeg,Timber,,,No railings,5.0,Timber,1.07,short (<20m),standard (0.9-1.5m),
89764,AST_IM_20210921_150737.jpeg,22923,Boardwalk < 1.2m High,data/citywide/images/337/89764/22923__AST_IM_20210921_150737.jpeg,Timber,,,No railings,12.8,Timber,1.2,short (<20m),standard (0.9-1.5m),
89764,AST_IM_20210921_150657.jpeg,22930,Boardwalk < 1.2m High,data/citywide/images/337/89764/22930__AST_IM_20210921_150657.jpeg,Timber,,,No railings,12.8,Timber,1.2,short (<20m),standard (0.9-1.5m),
89765,AST_IM_20210921_144741.jpeg,22929,Boardwalk < 1.2m High,data/citywide/images/337/89765/22929__AST_IM_20210921_144741.jpeg,Timber,,,No railings,3.82,Timber,1.07,short (<20m),standard (0.9-1.5m),
89765,AST_IM_20210921_144711.jpeg,22933,Boardwalk < 1.2m High,data/citywide/images/337/89765/22933__AST_IM_20210921_144711.jpeg,Timber,,,No railings,3.82,Timber,1.07,short (<20m),standard (0.9-1.5m),
90319,AST_IM_20210922_122443.jpeg,23785,Boardwalk < 1.2m High,data/citywide/images/337/90319/23785__AST_IM_20210922_122443.jpeg,Timber,,No,No railings,30.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90320,AST_IM_20210922_121220.jpeg,23786,Boardwalk < 1.2m High,data/citywide/images/337/90320/23786__AST_IM_20210922_121220.jpeg,Timber,,No,No railings,7.0,Timber,0.5,short (<20m),narrow (<0.9m),
90321,AST_IM_20210922_120732.jpeg,23789,Boardwalk < 1.2m High,data/citywide/images/337/90321/23789__AST_IM_20210922_120732.jpeg,Timber,,No,No railings,50.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90322,AST_IM_20210922_121317.jpeg,23791,Boardwalk < 1.2m High,data/citywide/images/337/90322/23791__AST_IM_20210922_121317.jpeg,Timber,,No,No railings,3.0,Timber,0.75,short (<20m),narrow (<0.9m),
90323,AST_IM_20210922_123556.jpeg,23783,Boardwalk < 1.2m High,data/citywide/images/337/90323/23783__AST_IM_20210922_123556.jpeg,Timber,,No,No railings,,Timber,1.0,,standard (0.9-1.5m),
90324,AST_IM_20210922_121010.jpeg,23787,Boardwalk < 1.2m High,data/citywide/images/337/90324/23787__AST_IM_20210922_121010.jpeg,Timber,,No,No railings,120.0,Timber,1.0,long (>100m),standard (0.9-1.5m),
90325,AST_IM_20210922_121826.jpeg,23788,Boardwalk < 1.2m High,data/citywide/images/337/90325/23788__AST_IM_20210922_121826.jpeg,Timber,,No,No railings,50.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90326,AST_IM_20210922_123329.jpeg,23782,Boardwalk < 1.2m High,data/citywide/images/337/90326/23782__AST_IM_20210922_123329.jpeg,Timber,,No,No railings,4.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90327,AST_IM_20210922_123907.jpeg,23772,Boardwalk < 1.2m High,data/citywide/images/337/90327/23772__AST_IM_20210922_123907.jpeg,Timber,,No,No railings,50.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90328,AST_IM_20210922_121747.jpeg,23792,Boardwalk < 1.2m High,data/citywide/images/337/90328/23792__AST_IM_20210922_121747.jpeg,Timber,,No,No railings,10.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90329,AST_IM_20210922_122841.jpeg,23777,Boardwalk < 1.2m High,data/citywide/images/337/90329/23777__AST_IM_20210922_122841.jpeg,Timber,,No,No railings,5.0,Timber,0.5,short (<20m),narrow (<0.9m),
90330,AST_IM_20210922_130649.jpeg,23767,Boardwalk < 1.2m High,data/citywide/images/337/90330/23767__AST_IM_20210922_130649.jpeg,Timber,,No,No railings,30.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90332,AST_IM_20210922_123716.jpeg,23780,Boardwalk < 1.2m High,data/citywide/images/337/90332/23780__AST_IM_20210922_123716.jpeg,Timber,,No,No railings,,Timber,1.0,,standard (0.9-1.5m),
90333,AST_IM_20210922_124910.jpeg,23776,Boardwalk < 1.2m High,data/citywide/images/337/90333/23776__AST_IM_20210922_124910.jpeg,Timber,,No,No railings,12.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90334,AST_IM_20210922_122127.jpeg,23781,Boardwalk < 1.2m High,data/citywide/images/337/90334/23781__AST_IM_20210922_122127.jpeg,Timber,,No,No railings,50.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90335,AST_IM_20210922_121619.jpeg,23790,Boardwalk < 1.2m High,data/citywide/images/337/90335/23790__AST_IM_20210922_121619.jpeg,Timber,,No,No railings,15.0,Timber,0.5,short (<20m),narrow (<0.9m),
90337,AST_IM_20210922_123407.jpeg,23778,Boardwalk < 1.2m High,data/citywide/images/337/90337/23778__AST_IM_20210922_123407.jpeg,Timber,,No,No railings,50.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90338,AST_IM_20210922_124137.jpeg,23784,Boardwalk < 1.2m High,data/citywide/images/337/90338/23784__AST_IM_20210922_124137.jpeg,Timber,,No,No railings,12.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90339,AST_IM_20210922_124707.jpeg,23779,Boardwalk < 1.2m High,data/citywide/images/337/90339/23779__AST_IM_20210922_124707.jpeg,Timber,,No,No railings,100.0,Timber,1.0,long (>100m),standard (0.9-1.5m),
90340,AST_IM_20210922_130441.jpeg,23769,Boardwalk < 1.2m High,data/citywide/images/337/90340/23769__AST_IM_20210922_130441.jpeg,Timber,,No,No railings,50.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90341,AST_IM_20210922_124420.jpeg,23775,Boardwalk < 1.2m High,data/citywide/images/337/90341/23775__AST_IM_20210922_124420.jpeg,Timber,,No,No railings,,Timber,1.0,,standard (0.9-1.5m),
90342,AST_IM_20210922_131016.jpeg,23766,Boardwalk < 1.2m High,data/citywide/images/337/90342/23766__AST_IM_20210922_131016.jpeg,Timber,,No,No railings,50.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90343,AST_IM_20210922_131245.jpeg,23764,Boardwalk < 1.2m High,data/citywide/images/337/90343/23764__AST_IM_20210922_131245.jpeg,Timber,,No,No railings,18.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90344,AST_IM_20210922_135421.jpeg,23741,Boardwalk < 1.2m High,data/citywide/images/337/90344/23741__AST_IM_20210922_135421.jpeg,Timber,,No,No railings,25.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90345,AST_IM_20210922_134217.jpeg,23760,Boardwalk < 1.2m High,data/citywide/images/337/90345/23760__AST_IM_20210922_134217.jpeg,Timber,,No,No railings,15.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90346,AST_IM_20210922_141337.jpeg,23753,Boardwalk < 1.2m High,data/citywide/images/337/90346/23753__AST_IM_20210922_141337.jpeg,Timber,,No,No railings,50.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90347,AST_IM_20210922_134750.jpeg,23754,Boardwalk < 1.2m High,data/citywide/images/337/90347/23754__AST_IM_20210922_134750.jpeg,Timber,,No,No railings,80.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90348,AST_IM_20210922_141509.jpeg,23725,Boardwalk < 1.2m High,data/citywide/images/337/90348/23725__AST_IM_20210922_141509.jpeg,,,No,No railings,15.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90349,AST_IM_20210922_142439.jpeg,23724,Boardwalk < 1.2m High,data/citywide/images/337/90349/23724__AST_IM_20210922_142439.jpeg,Timber,,No,No railings,42.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90351,AST_IM_20210922_142039.jpeg,23750,Boardwalk < 1.2m High,data/citywide/images/337/90351/23750__AST_IM_20210922_142039.jpeg,Timber,,No,No railings,35.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90352,AST_IM_20210922_140911.jpeg,23726,Boardwalk < 1.2m High,data/citywide/images/337/90352/23726__AST_IM_20210922_140911.jpeg,Timber,,No,No railings,25.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90353,AST_IM_20210922_134422.jpeg,23746,Boardwalk < 1.2m High,data/citywide/images/337/90353/23746__AST_IM_20210922_134422.jpeg,Timber,,No,No railings,35.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90354,AST_IM_20210922_143929.jpeg,23744,Boardwalk < 1.2m High,data/citywide/images/337/90354/23744__AST_IM_20210922_143929.jpeg,Timber,,No,No railings,200.0,Timber,1.0,long (>100m),standard (0.9-1.5m),
90355,AST_IM_20210922_141927.jpeg,23758,Boardwalk < 1.2m High,data/citywide/images/337/90355/23758__AST_IM_20210922_141927.jpeg,Timber,,No,No railings,12.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90356,AST_IM_20210922_135656.jpeg,23749,Boardwalk < 1.2m High,data/citywide/images/337/90356/23749__AST_IM_20210922_135656.jpeg,Timber,,No,No railings,17.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90357,AST_IM_20210922_134933.jpeg,23756,Boardwalk < 1.2m High,data/citywide/images/337/90357/23756__AST_IM_20210922_134933.jpeg,Timber,,No,No railings,150.0,Timber,1.0,long (>100m),standard (0.9-1.5m),
90359,AST_IM_20210922_150503.jpeg,23739,Boardwalk < 1.2m High,data/citywide/images/337/90359/23739__AST_IM_20210922_150503.jpeg,Timber,,No,No railings,30.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90360,AST_IM_20210922_152711.jpeg,23731,Boardwalk < 1.2m High,data/citywide/images/337/90360/23731__AST_IM_20210922_152711.jpeg,Timber,,No,No railings,25.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90362,AST_IM_20210922_143043.jpeg,23755,Boardwalk < 1.2m High,data/citywide/images/337/90362/23755__AST_IM_20210922_143043.jpeg,Timber,,No,No railings,100.0,Timber,1.0,long (>100m),standard (0.9-1.5m),
90363,AST_IM_20210922_144845.jpeg,23720,Boardwalk < 1.2m High,data/citywide/images/337/90363/23720__AST_IM_20210922_144845.jpeg,Timber,,No,No railings,40.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90364,AST_IM_20210922_151438.jpeg,23716,Boardwalk < 1.2m High,data/citywide/images/337/90364/23716__AST_IM_20210922_151438.jpeg,Timber,,No,No railings,45.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90365,AST_IM_20210922_162830.jpeg,23697,Boardwalk < 1.2m High,data/citywide/images/337/90365/23697__AST_IM_20210922_162830.jpeg,Timber,,No,No railings,50.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90366,AST_IM_20210922_125125.jpeg,23773,Boardwalk < 1.2m High,data/citywide/images/337/90366/23773__AST_IM_20210922_125125.jpeg,Timber,,No,No railings,80.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90367,AST_IM_20210922_130114.jpeg,23771,Boardwalk < 1.2m High,data/citywide/images/337/90367/23771__AST_IM_20210922_130114.jpeg,Timber,,No,No railings,15.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90368,AST_IM_20210922_151654.jpeg,23713,Boardwalk < 1.2m High,data/citywide/images/337/90368/23713__AST_IM_20210922_151654.jpeg,Timber,,No,No railings,15.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90369,AST_IM_20210922_145104.jpeg,23732,Boardwalk < 1.2m High,data/citywide/images/337/90369/23732__AST_IM_20210922_145104.jpeg,Timber,,No,No railings,35.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90370,AST_IM_20210922_140521.jpeg,23729,Boardwalk < 1.2m High,data/citywide/images/337/90370/23729__AST_IM_20210922_140521.jpeg,Timber,,No,No railings,34.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90371,AST_IM_20210922_145640.jpeg,23718,Boardwalk < 1.2m High,data/citywide/images/337/90371/23718__AST_IM_20210922_145640.jpeg,Timber,,No,No railings,40.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90372,AST_IM_20210922_153328.jpeg,23708,Boardwalk < 1.2m High,data/citywide/images/337/90372/23708__AST_IM_20210922_153328.jpeg,Timber,,No,No railings,50.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90373,AST_IM_20210922_152416.jpeg,23738,Boardwalk < 1.2m High,data/citywide/images/337/90373/23738__AST_IM_20210922_152416.jpeg,Timber,,No,No railings,15.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90374,AST_IM_20210922_171043.jpeg,23678,Boardwalk < 1.2m High,data/citywide/images/337/90374/23678__AST_IM_20210922_171043.jpeg,Timber,,No,No railings,15.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90375,AST_IM_20210922_172709.jpeg,23664,Boardwalk < 1.2m High,data/citywide/images/337/90375/23664__AST_IM_20210922_172709.jpeg,Timber,,No,No railings,35.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90376,AST_IM_20210922_143305.jpeg,23722,Boardwalk < 1.2m High,data/citywide/images/337/90376/23722__AST_IM_20210922_143305.jpeg,Timber,,No,No railings,20.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90377,AST_IM_20210923_094647.jpeg,23660,Boardwalk < 1.2m High,data/citywide/images/337/90377/23660__AST_IM_20210923_094647.jpeg,,,No,No railings,8.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90378,AST_IM_20210922_140037.jpeg,23727,Boardwalk < 1.2m High,data/citywide/images/337/90378/23727__AST_IM_20210922_140037.jpeg,Timber,,No,No railings,200.0,Timber,1.0,long (>100m),standard (0.9-1.5m),
90378,AST_IM_20210922_140253.jpeg,23752,Boardwalk < 1.2m High,data/citywide/images/337/90378/23752__AST_IM_20210922_140253.jpeg,Timber,,No,No railings,200.0,Timber,1.0,long (>100m),standard (0.9-1.5m),
90379,AST_IM_20210922_172153.jpeg,23636,Boardwalk < 1.2m High,data/citywide/images/337/90379/23636__AST_IM_20210922_172153.jpeg,Timber,,No,No railings,10.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90380,AST_IM_20210922_144659.jpeg,23679,Boardwalk < 1.2m High,data/citywide/images/337/90380/23679__AST_IM_20210922_144659.jpeg,Timber,,No,No railings,10.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90382,AST_IM_20210922_170715.jpeg,23638,Boardwalk < 1.2m High,data/citywide/images/337/90382/23638__AST_IM_20210922_170715.jpeg,Timber,,No,No railings,150.0,Timber,1.0,long (>100m),standard (0.9-1.5m),
90383,AST_IM_20210923_100146.jpeg,23662,Boardwalk < 1.2m High,data/citywide/images/337/90383/23662__AST_IM_20210923_100146.jpeg,Timber,,No,No railings,40.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90384,AST_IM_20210922_172358.jpeg,23666,Boardwalk < 1.2m High,data/citywide/images/337/90384/23666__AST_IM_20210922_172358.jpeg,Timber,,No,No railings,30.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90386,AST_IM_20210922_135810.jpeg,23751,Boardwalk < 1.2m High,data/citywide/images/337/90386/23751__AST_IM_20210922_135810.jpeg,Timber,,No,No railings,30.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90387,AST_IM_20210922_163922.jpeg,23676,Boardwalk < 1.2m High,data/citywide/images/337/90387/23676__AST_IM_20210922_163922.jpeg,Timber,,No,No railings,4.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90388,AST_IM_20210922_153720.jpeg,23730,Boardwalk < 1.2m High,data/citywide/images/337/90388/23730__AST_IM_20210922_153720.jpeg,,,No,No railings,25.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90389,AST_IM_20210922_170127.jpeg,23639,Boardwalk < 1.2m High,data/citywide/images/337/90389/23639__AST_IM_20210922_170127.jpeg,,,No,No railings,45.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90390,AST_IM_20210922_153608.jpeg,23709,Boardwalk < 1.2m High,data/citywide/images/337/90390/23709__AST_IM_20210922_153608.jpeg,Timber,,No,No railings,8.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90392,AST_IM_20210922_160448.jpeg,23669,Boardwalk < 1.2m High,data/citywide/images/337/90392/23669__AST_IM_20210922_160448.jpeg,Timber,,No,No railings,40.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90393,AST_IM_20210923_133715.jpeg,23667,Boardwalk < 1.2m High,data/citywide/images/337/90393/23667__AST_IM_20210923_133715.jpeg,Timber,,No,No railings,30.0,Timber,0.5,medium (20-100m),narrow (<0.9m),
90394,AST_IM_20210922_160601.jpeg,23703,Boardwalk < 1.2m High,data/citywide/images/337/90394/23703__AST_IM_20210922_160601.jpeg,Timber,,No,No railings,20.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90395,AST_IM_20210922_150225.jpeg,23672,Boardwalk < 1.2m High,data/citywide/images/337/90395/23672__AST_IM_20210922_150225.jpeg,Timber,,No,No railings,25.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90396,AST_IM_20210922_164624.jpeg,23641,Boardwalk < 1.2m High,data/citywide/images/337/90396/23641__AST_IM_20210922_164624.jpeg,,,No,No railings,150.0,Timber,1.0,long (>100m),standard (0.9-1.5m),
90397,AST_IM_20210922_164925.jpeg,23643,Boardwalk < 1.2m High,data/citywide/images/337/90397/23643__AST_IM_20210922_164925.jpeg,Timber,,No,No railings,30.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90398,AST_IM_20210922_170308.jpeg,23640,Boardwalk < 1.2m High,data/citywide/images/337/90398/23640__AST_IM_20210922_170308.jpeg,Timber,,No,No railings,15.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90399,AST_IM_20210922_152128.jpeg,23711,Boardwalk < 1.2m High,data/citywide/images/337/90399/23711__AST_IM_20210922_152128.jpeg,Timber,,No,No railings,25.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90400,AST_IM_20210922_152338.jpeg,23748,Boardwalk < 1.2m High,data/citywide/images/337/90400/23748__AST_IM_20210922_152338.jpeg,Timber,,No,No railings,20.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
88668,MI_20210904_120740.jpg,21277,Boardwalk < 1.2m High,data/citywide/images/337/88668/21277__MI_20210904_120740.jpg,,,,,20.0,,,medium (20-100m),,
90402,AST_IM_20210922_132247.jpeg,23762,Boardwalk < 1.2m High,data/citywide/images/337/90402/23762__AST_IM_20210922_132247.jpeg,Timber,,No,No railings,175.0,Timber,1.0,long (>100m),standard (0.9-1.5m),
88670,MI_20210904_121502.jpg,21270,Boardwalk < 1.2m High,data/citywide/images/337/88670/21270__MI_20210904_121502.jpg,,,,,30.0,,,medium (20-100m),,
88669,MI_20210904_121306.jpg,21274,Boardwalk < 1.2m High,data/citywide/images/337/88669/21274__MI_20210904_121306.jpg,,,,,25.0,,,medium (20-100m),,
90401,AST_IM_20210922_141732.jpeg,23757,Boardwalk < 1.2m High,data/citywide/images/337/90401/23757__AST_IM_20210922_141732.jpeg,Timber,,No,No railings,20.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90403,AST_IM_20210922_163042.jpeg,23695,Boardwalk < 1.2m High,data/citywide/images/337/90403/23695__AST_IM_20210922_163042.jpeg,Timber,,No,No railings,5.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90404,AST_IM_20210922_161948.jpeg,23696,Boardwalk < 1.2m High,data/citywide/images/337/90404/23696__AST_IM_20210922_161948.jpeg,Timber,,No,No railings,4.3,Timber,1.0,short (<20m),standard (0.9-1.5m),
90405,AST_IM_20210922_165426.jpeg,23645,Boardwalk < 1.2m High,data/citywide/images/337/90405/23645__AST_IM_20210922_165426.jpeg,Timber,,No,No railings,30.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90406,AST_IM_20210922_135515.jpeg,23728,Boardwalk < 1.2m High,data/citywide/images/337/90406/23728__AST_IM_20210922_135515.jpeg,Timber,,No,No railings,30.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90407,AST_IM_20210922_135047.jpeg,23759,Boardwalk < 1.2m High,data/citywide/images/337/90407/23759__AST_IM_20210922_135047.jpeg,Timber,,No,No railings,30.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90409,AST_IM_20210922_164812.jpeg,23642,Boardwalk < 1.2m High,data/citywide/images/337/90409/23642__AST_IM_20210922_164812.jpeg,Timber,,No,No railings,20.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90410,AST_IM_20210922_165217.jpeg,23644,Boardwalk < 1.2m High,data/citywide/images/337/90410/23644__AST_IM_20210922_165217.jpeg,Timber,,No,No railings,25.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90411,AST_IM_20210922_130851.jpeg,23768,Boardwalk < 1.2m High,data/citywide/images/337/90411/23768__AST_IM_20210922_130851.jpeg,Timber,,No,No railings,2.5,Timber,1.0,short (<20m),standard (0.9-1.5m),
90413,AST_IM_20210923_150330.jpeg,23694,Boardwalk < 1.2m High,data/citywide/images/337/90413/23694__AST_IM_20210923_150330.jpeg,Timber,,No,No railings,25.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90414,AST_IM_20210922_125621.jpeg,23774,Boardwalk < 1.2m High,data/citywide/images/337/90414/23774__AST_IM_20210922_125621.jpeg,Timber,,No,No railings,20.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90415,AST_IM_20210922_140641.jpeg,23743,Boardwalk < 1.2m High,data/citywide/images/337/90415/23743__AST_IM_20210922_140641.jpeg,Timber,,No,No railings,40.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90416,AST_IM_20210922_153045.jpeg,23707,Boardwalk < 1.2m High,data/citywide/images/337/90416/23707__AST_IM_20210922_153045.jpeg,Timber,,No,No railings,7.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90418,AST_IM_20210922_165651.jpeg,23671,Boardwalk < 1.2m High,data/citywide/images/337/90418/23671__AST_IM_20210922_165651.jpeg,Timber,,No,No railings,15.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90417,AST_IM_20210922_151310.jpeg,23736,Boardwalk < 1.2m High,data/citywide/images/337/90417/23736__AST_IM_20210922_151310.jpeg,Timber,,No,No railings,20.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90419,AST_IM_20210922_172026.jpeg,23675,Boardwalk < 1.2m High,data/citywide/images/337/90419/23675__AST_IM_20210922_172026.jpeg,Timber,,No,No railings,7.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90420,AST_IM_20210922_150732.jpeg,23740,Boardwalk < 1.2m High,data/citywide/images/337/90420/23740__AST_IM_20210922_150732.jpeg,Timber,,No,No railings,5.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90421,AST_IM_20210922_144518.jpeg,23721,Boardwalk < 1.2m High,data/citywide/images/337/90421/23721__AST_IM_20210922_144518.jpeg,Timber,,No,No railings,7.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90422,AST_IM_20210922_150058.jpeg,23734,Boardwalk < 1.2m High,data/citywide/images/337/90422/23734__AST_IM_20210922_150058.jpeg,Timber,,No,No railings,10.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
90423,AST_IM_20210922_150917.jpeg,23717,Boardwalk < 1.2m High,data/citywide/images/337/90423/23717__AST_IM_20210922_150917.jpeg,Timber,,No,No railings,26.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90425,AST_IM_20210922_162556.jpeg,23698,Boardwalk < 1.2m High,data/citywide/images/337/90425/23698__AST_IM_20210922_162556.jpeg,Timber,,No,No railings,28.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90426,AST_IM_20210922_172453.jpeg,23637,Boardwalk < 1.2m High,data/citywide/images/337/90426/23637__AST_IM_20210922_172453.jpeg,Timber,,No,No railings,20.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90428,AST_IM_20210922_152612.jpeg,23710,Boardwalk < 1.2m High,data/citywide/images/337/90428/23710__AST_IM_20210922_152612.jpeg,Timber,,No,No railings,30.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90427,AST_IM_20210922_151731.jpeg,23712,Boardwalk < 1.2m High,data/citywide/images/337/90427/23712__AST_IM_20210922_151731.jpeg,Timber,,No,No railings,30.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
90429,AST_IM_20210922_171755.jpeg,23632,Boardwalk < 1.2m High,data/citywide/images/337/90429/23632__AST_IM_20210922_171755.jpeg,Timber,,No,No railings,17.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
