,File Name,Asset ID,Category,Segment,Name,Description,Attachments,Adjusted Quantity,Unit of Measure,In-Service Date,All Notes,Length (m),length measure by staff,Width (m),Fall Height (m),Height (m),Number of Steps,Structure Position,"Material (Frame, Tank, Body)",Surface Material,Decking Material,Structure Material,Abutment Material,Has Pedestrian Railing,Has Edge Guard,Bridge Type
287,AST_EX_20241106_114549.jpeg,51543,Structures,Stairs,Stairs (S2),1.5m x 1.07m | Yellow Cedar | 4x6 sidewalls & 3x6 toe kicks; boxsteps,1,166,Length (m),1/1/2015,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",166.0,False,,-1.0,0.0,-1.0,At-Grade,Box Step,,,,,TBD,,
288,AST_EX_20241106_132304.jpeg,51544,Structures,Stairs,Stairs (SX),; wood staircase,1,118,Length (m),1/1/1990,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position, Canyon View; Additional notes: Y; Specifications: TOTAL FOR THE PARK LANDSCAPE TIE STEPS;",118.0,False,,-1.0,0.0,-1.0,At-Grade,Timber/Wood,,,,,TBD,,
289,AST_EX_20210617_120315.jpeg,51545,Structures,Stairs,Stairs (SX),"Aluminum Staircase, Suspension Bridge; metal",1,115,Length (m),1/1/2015,Elk Falls Trail; Item description: All metal risers from landings to suspension bridge;,115.0,True,,-1.0,0.0,-1.0,TBD,Metal,,,,,TBD,,
290,AST_EX_20210826_112301.jpeg,51547,Structures,Boardwalk < 1.2m High,Boardwalk (BWX),46.63m x m |,6,20,Length (m),1/1/2000,,100.0,True,,-1.0,0.0,,,Timber/Wood,,,,,No railings,,
291,AST_EX_20210826_112332.jpeg,51547,Structures,Boardwalk < 1.2m High,Boardwalk (BWX),46.63m x m |,6,20,Length (m),1/1/2000,,100.0,True,,-1.0,0.0,,,Timber/Wood,,,,,No railings,,
292,AST_EX_20210826_112407.jpeg,51547,Structures,Boardwalk < 1.2m High,Boardwalk (BWX),46.63m x m |,6,20,Length (m),1/1/2000,,100.0,True,,-1.0,0.0,,,Timber/Wood,,,,,No railings,,
293,AST_EX_20210826_112435.jpeg,51547,Structures,Boardwalk < 1.2m High,Boardwalk (BWX),46.63m x m |,6,20,Length (m),1/1/2000,,100.0,True,,-1.0,0.0,,,Timber/Wood,,,,,No railings,,
294,AST_EX_20210826_112642.jpeg,51547,Structures,Boardwalk < 1.2m High,Boardwalk (BWX),46.63m x m |,6,20,Length (m),1/1/2000,,100.0,True,,-1.0,0.0,,,Timber/Wood,,,,,No railings,,
295,AST_EX_20210826_113015.jpeg,51547,Structures,Boardwalk < 1.2m High,Boardwalk (BWX),46.63m x m |,6,20,Length (m),1/1/2000,,100.0,True,,-1.0,0.0,,,Timber/Wood,,,,,No railings,,
296,AST_EX_20210820_133535.jpeg,51548,Structures,Viewing Platform,Viewing Platform (VPX),"North Landing, Suspension Bridge",1,34.72,Area (m2),1/1/2015,Copilot estimated area,6.2,False,5.6,-1.0,0.0,,Elevated,Steel,,Steel,Steel,,No railings,Yes,
297,AST_EX_20210820_124439.jpeg,51549,Structures,Viewing Platform,Viewing Platform (VPX),"South Landing, Suspension Bridge",2,24.388,Area (m2),1/1/2015,Copilot estimated area,3.64,False,6.7,-1.0,0.0,,Elevated,Aluminum,,Steel,Steel,,No railings,No,
298,AST_EX_20210820_124957.jpeg,51549,Structures,Viewing Platform,Viewing Platform (VPX),"South Landing, Suspension Bridge",2,24.388,Area (m2),1/1/2015,Copilot estimated area,3.64,False,6.7,-1.0,0.0,,Elevated,Aluminum,,Steel,Steel,,No railings,No,
299,IMG_0053.JPEG,51550,Structures,Viewing Platform,Viewing Platform | Initial Quantity Area needs to be calculated,Upper Old Growth Loop,2,1,Area (m2),1/1/1936,"Copilot estimated area, Elk Falls Viewpoint; y (CHANGE DESIGNATED AREA TO UPPER DAY USE AREA); 6M X 2.5M CEMENT/DIRT PLATFORM, VERY WET/MUDDY FROM SPRAY OVER ELK FALLS, SURROUNDED W CHAIN LINK FENCE/CONCRETE BASE AND COMMEMORATIVE PLAQUE ""EREC",0.0,False,0.0,-1.0,0.0,,Elevated,Concrete,,TBD,TBD,,TBD,No,
300,IMG_0054.JPEG,51550,Structures,Viewing Platform,Viewing Platform | Initial Quantity Area needs to be calculated,Upper Old Growth Loop,2,1,Area (m2),1/1/1936,"Copilot estimated area, Elk Falls Viewpoint; y (CHANGE DESIGNATED AREA TO UPPER DAY USE AREA); 6M X 2.5M CEMENT/DIRT PLATFORM, VERY WET/MUDDY FROM SPRAY OVER ELK FALLS, SURROUNDED W CHAIN LINK FENCE/CONCRETE BASE AND COMMEMORATIVE PLAQUE ""EREC",0.0,False,0.0,-1.0,0.0,,Elevated,Concrete,,TBD,TBD,,TBD,No,
301,AST_EX_20220824_093217.jpeg,51551,Structures,Viewing Platform,Viewing Platform,"South Canyon View Trail, Quinsam Confluence",1,12,Area (m2),1/1/2005,"Copilot estimated area, Canyon View; Additional notes: Y; Universal Access fishing/viewing platform on Quinsam River( just downstream of highway bridge), Asset within 345.337165126282 meters of a forest service road/id 61850/FOREST_FILE_ID R07266/MAP_LABEL R07266 DUNCANBM.30",4.0,False,3.0,-1.0,0.0,,Elevated,Concrete,,Concrete,Concrete,,No railings,Yes,
302,AST_EX_20250826_091638.jpeg,51599,Bridges,Trail Bridge,Trail Bridge,West Elk Pass Trail,3,8,Length (m),1/1/1993,,0.0,False,1.0,-1.0,0.0,,,TBD,TBD,TBD,TBD,TBD,No - This option is no longer available.,No,TBD
303,AST_EX_20210923_142430.jpeg,51599,Bridges,Trail Bridge,Trail Bridge,West Elk Pass Trail,3,8,Length (m),1/1/1993,,0.0,False,1.0,-1.0,0.0,,,TBD,TBD,TBD,TBD,TBD,No - This option is no longer available.,No,TBD
304,AST_EX_20210923_142416.jpeg,51599,Bridges,Trail Bridge,Trail Bridge,West Elk Pass Trail,3,8,Length (m),1/1/1993,,0.0,False,1.0,-1.0,0.0,,,TBD,TBD,TBD,TBD,TBD,No - This option is no longer available.,No,TBD
305,AST_EX_20210923_131155.jpeg,51602,Structures,Boardwalk < 1.2m High,Boardwalk,West Elk Pass Trail; Specifications: VARIOUS LOCATIONS ; Comments: BOARDWALK WAS INTRODUCED TO LOCATIONS WHERE YEAR ROUND WATER EXISTS.,1,479,Length (m),1/1/1995,,479.0,True,0.0,-1.0,1.0,,,Timber/Wood,,Timber,Timber,,No - This option is no longer available.,No,
306,AST_EX_20250826_101822.jpeg,51603,Structures,Boardwalk < 1.2m High,Boardwalk,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,5,150,Length (m),1/1/1995,,150.0,True,0.0,-1.0,1.0,,,Timber/Wood,,Timber,Timber,,No - This option is no longer available.,No,
307,AST_EX_20210923_130140.jpeg,51603,Structures,Boardwalk < 1.2m High,Boardwalk,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,5,150,Length (m),1/1/1995,,150.0,True,0.0,-1.0,1.0,,,Timber/Wood,,Timber,Timber,,No - This option is no longer available.,No,
308,AST_EX_20210923_125846.jpeg,51603,Structures,Boardwalk < 1.2m High,Boardwalk,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,5,150,Length (m),1/1/1995,,150.0,True,0.0,-1.0,1.0,,,Timber/Wood,,Timber,Timber,,No - This option is no longer available.,No,
309,AST_EX_20210923_125920.jpeg,51603,Structures,Boardwalk < 1.2m High,Boardwalk,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,5,150,Length (m),1/1/1995,,150.0,True,0.0,-1.0,1.0,,,Timber/Wood,,Timber,Timber,,No - This option is no longer available.,No,
310,AST_EX_20210923_125900.jpeg,51603,Structures,Boardwalk < 1.2m High,Boardwalk,Fox Lake; Item description: Boardwalk on Fox Lake Trail;,5,150,Length (m),1/1/1995,,150.0,True,0.0,-1.0,1.0,,,Timber/Wood,,Timber,Timber,,No - This option is no longer available.,No,
311,IMG_9137.JPG,51695,Structures,Stairs,Stairs,Ellison Service Area,1,5,Length (m),1/1/1975,,5.0,True,,-1.0,0.0,8.0,At-Grade,Concrete,,,,,No railings,,
312,AST_EX_20241128_121149.jpeg,51798,Bridges,Trail Bridge,Upper Trail Bridge,"BRIDGE,UPPER; Specifications: 46 M X 21 M ALL STEEL CONSTRUCTION WITH CONCRET DECKING",10,46,Length (m),1/1/1985,,30.0,True,2.0,18.0,10.0,,,Steel,TBD,Concrete,Steel,Concrete,TBD,No,Beam
313,AST_EX_20241128_121412.jpeg,51798,Bridges,Trail Bridge,Upper Trail Bridge,"BRIDGE,UPPER; Specifications: 46 M X 21 M ALL STEEL CONSTRUCTION WITH CONCRET DECKING",10,46,Length (m),1/1/1985,,30.0,True,2.0,18.0,10.0,,,Steel,TBD,Concrete,Steel,Concrete,TBD,No,Beam
314,AST_EX_20241128_121213.jpeg,51798,Bridges,Trail Bridge,Upper Trail Bridge,"BRIDGE,UPPER; Specifications: 46 M X 21 M ALL STEEL CONSTRUCTION WITH CONCRET DECKING",10,46,Length (m),1/1/1985,,30.0,True,2.0,18.0,10.0,,,Steel,TBD,Concrete,Steel,Concrete,TBD,No,Beam
315,AST_EX_20241128_121243.jpeg,51798,Bridges,Trail Bridge,Upper Trail Bridge,"BRIDGE,UPPER; Specifications: 46 M X 21 M ALL STEEL CONSTRUCTION WITH CONCRET DECKING",10,46,Length (m),1/1/1985,,30.0,True,2.0,18.0,10.0,,,Steel,TBD,Concrete,Steel,Concrete,TBD,No,Beam
316,AST_EX_20241128_121359.jpeg,51798,Bridges,Trail Bridge,Upper Trail Bridge,"BRIDGE,UPPER; Specifications: 46 M X 21 M ALL STEEL CONSTRUCTION WITH CONCRET DECKING",10,46,Length (m),1/1/1985,,30.0,True,2.0,18.0,10.0,,,Steel,TBD,Concrete,Steel,Concrete,TBD,No,Beam
317,AST_EX_20241128_121253.jpeg,51798,Bridges,Trail Bridge,Upper Trail Bridge,"BRIDGE,UPPER; Specifications: 46 M X 21 M ALL STEEL CONSTRUCTION WITH CONCRET DECKING",10,46,Length (m),1/1/1985,,30.0,True,2.0,18.0,10.0,,,Steel,TBD,Concrete,Steel,Concrete,TBD,No,Beam
318,0836-053 - Upper Englishman River Bridge Inspection - 2020.04.30_SEALED.pdf,51798,Bridges,Trail Bridge,Upper Trail Bridge,"BRIDGE,UPPER; Specifications: 46 M X 21 M ALL STEEL CONSTRUCTION WITH CONCRET DECKING",10,46,Length (m),1/1/1985,,30.0,True,2.0,18.0,10.0,,,Steel,TBD,Concrete,Steel,Concrete,TBD,No,Beam
319,0836-045 Lower Bridge Drawings with Bobcat Load Rating Nov 16 2015.pdf,51798,Bridges,Trail Bridge,Upper Trail Bridge,"BRIDGE,UPPER; Specifications: 46 M X 21 M ALL STEEL CONSTRUCTION WITH CONCRET DECKING",10,46,Length (m),1/1/1985,,30.0,True,2.0,18.0,10.0,,,Steel,TBD,Concrete,Steel,Concrete,TBD,No,Beam
320,0836-045 Upper Bridge Bobcat Load Assessment Nov 16 2015.pdf,51798,Bridges,Trail Bridge,Upper Trail Bridge,"BRIDGE,UPPER; Specifications: 46 M X 21 M ALL STEEL CONSTRUCTION WITH CONCRET DECKING",10,46,Length (m),1/1/1985,,30.0,True,2.0,18.0,10.0,,,Steel,TBD,Concrete,Steel,Concrete,TBD,No,Beam
321,AST_EX_20210719_112242.jpeg,51798,Bridges,Trail Bridge,Upper Trail Bridge,"BRIDGE,UPPER; Specifications: 46 M X 21 M ALL STEEL CONSTRUCTION WITH CONCRET DECKING",10,46,Length (m),1/1/1985,,30.0,True,2.0,18.0,10.0,,,Steel,TBD,Concrete,Steel,Concrete,TBD,No,Beam
322,AST_EX_20241128_114614.jpeg,51799,Bridges,Trail Bridge,Lower Trail Bridge,"BRIDGE,LOWER; Specifications: 21.5 M X 1.7 M STEEL FOOTBRIDGE SAFETY RAILS;",10,21.5,Length (m),1/1/2001,"Comments: REPLACED 2002 AT COST OF 56,000$",15.0,True,1.2,10.0,12.0,,,Steel,Wood or Timber,Timber,Steel,Concrete,TBD,No,Beam
323,AST_EX_20241128_114636.jpeg,51799,Bridges,Trail Bridge,Lower Trail Bridge,"BRIDGE,LOWER; Specifications: 21.5 M X 1.7 M STEEL FOOTBRIDGE SAFETY RAILS;",10,21.5,Length (m),1/1/2001,"Comments: REPLACED 2002 AT COST OF 56,000$",15.0,True,1.2,10.0,12.0,,,Steel,Wood or Timber,Timber,Steel,Concrete,TBD,No,Beam
324,AST_EX_20241128_114727.jpeg,51799,Bridges,Trail Bridge,Lower Trail Bridge,"BRIDGE,LOWER; Specifications: 21.5 M X 1.7 M STEEL FOOTBRIDGE SAFETY RAILS;",10,21.5,Length (m),1/1/2001,"Comments: REPLACED 2002 AT COST OF 56,000$",15.0,True,1.2,10.0,12.0,,,Steel,Wood or Timber,Timber,Steel,Concrete,TBD,No,Beam
325,AST_EX_20241128_114648.jpeg,51799,Bridges,Trail Bridge,Lower Trail Bridge,"BRIDGE,LOWER; Specifications: 21.5 M X 1.7 M STEEL FOOTBRIDGE SAFETY RAILS;",10,21.5,Length (m),1/1/2001,"Comments: REPLACED 2002 AT COST OF 56,000$",15.0,True,1.2,10.0,12.0,,,Steel,Wood or Timber,Timber,Steel,Concrete,TBD,No,Beam
326,AST_EX_20241128_114625.jpeg,51799,Bridges,Trail Bridge,Lower Trail Bridge,"BRIDGE,LOWER; Specifications: 21.5 M X 1.7 M STEEL FOOTBRIDGE SAFETY RAILS;",10,21.5,Length (m),1/1/2001,"Comments: REPLACED 2002 AT COST OF 56,000$",15.0,True,1.2,10.0,12.0,,,Steel,Wood or Timber,Timber,Steel,Concrete,TBD,No,Beam
327,AST_EX_20241128_114711.jpeg,51799,Bridges,Trail Bridge,Lower Trail Bridge,"BRIDGE,LOWER; Specifications: 21.5 M X 1.7 M STEEL FOOTBRIDGE SAFETY RAILS;",10,21.5,Length (m),1/1/2001,"Comments: REPLACED 2002 AT COST OF 56,000$",15.0,True,1.2,10.0,12.0,,,Steel,Wood or Timber,Timber,Steel,Concrete,TBD,No,Beam
328,AST_EX_20241128_114809.jpeg,51799,Bridges,Trail Bridge,Lower Trail Bridge,"BRIDGE,LOWER; Specifications: 21.5 M X 1.7 M STEEL FOOTBRIDGE SAFETY RAILS;",10,21.5,Length (m),1/1/2001,"Comments: REPLACED 2002 AT COST OF 56,000$",15.0,True,1.2,10.0,12.0,,,Steel,Wood or Timber,Timber,Steel,Concrete,TBD,No,Beam
329,AST_EX_20241128_114751.jpeg,51799,Bridges,Trail Bridge,Lower Trail Bridge,"BRIDGE,LOWER; Specifications: 21.5 M X 1.7 M STEEL FOOTBRIDGE SAFETY RAILS;",10,21.5,Length (m),1/1/2001,"Comments: REPLACED 2002 AT COST OF 56,000$",15.0,True,1.2,10.0,12.0,,,Steel,Wood or Timber,Timber,Steel,Concrete,TBD,No,Beam
330,AST_EX_20210719_115947.jpeg,51799,Bridges,Trail Bridge,Lower Trail Bridge,"BRIDGE,LOWER; Specifications: 21.5 M X 1.7 M STEEL FOOTBRIDGE SAFETY RAILS;",10,21.5,Length (m),1/1/2001,"Comments: REPLACED 2002 AT COST OF 56,000$",15.0,True,1.2,10.0,12.0,,,Steel,Wood or Timber,Timber,Steel,Concrete,TBD,No,Beam
331,AST_EX_20210719_120007.jpeg,51799,Bridges,Trail Bridge,Lower Trail Bridge,"BRIDGE,LOWER; Specifications: 21.5 M X 1.7 M STEEL FOOTBRIDGE SAFETY RAILS;",10,21.5,Length (m),1/1/2001,"Comments: REPLACED 2002 AT COST OF 56,000$",15.0,True,1.2,10.0,12.0,,,Steel,Wood or Timber,Timber,Steel,Concrete,TBD,No,Beam
332,AST_EX_20250123_153537.jpeg,51800,Bridges,Trail Bridge,Trail Bridge,Englishman R. Falls Day Use; Specifications: 1 bridge,7,10,Length (m),1/1/1997,Can the next assessor please divide this asset record into 3 to represent each bridge or boardwalk feature?,0.0,False,1.0,-1.0,1.0,,,Timber/Wood,TBD,Timber,Timber,Timber,No railings,No,Truss
333,AST_EX_20250123_153553.jpeg,51800,Bridges,Trail Bridge,Trail Bridge,Englishman R. Falls Day Use; Specifications: 1 bridge,7,10,Length (m),1/1/1997,Can the next assessor please divide this asset record into 3 to represent each bridge or boardwalk feature?,0.0,False,1.0,-1.0,1.0,,,Timber/Wood,TBD,Timber,Timber,Timber,No railings,No,Truss
334,AST_EX_20250123_153547.jpeg,51800,Bridges,Trail Bridge,Trail Bridge,Englishman R. Falls Day Use; Specifications: 1 bridge,7,10,Length (m),1/1/1997,Can the next assessor please divide this asset record into 3 to represent each bridge or boardwalk feature?,0.0,False,1.0,-1.0,1.0,,,Timber/Wood,TBD,Timber,Timber,Timber,No railings,No,Truss
335,AST_EX_20250123_153603.jpeg,51800,Bridges,Trail Bridge,Trail Bridge,Englishman R. Falls Day Use; Specifications: 1 bridge,7,10,Length (m),1/1/1997,Can the next assessor please divide this asset record into 3 to represent each bridge or boardwalk feature?,0.0,False,1.0,-1.0,1.0,,,Timber/Wood,TBD,Timber,Timber,Timber,No railings,No,Truss
336,AST_EX_20250123_153640.jpeg,51800,Bridges,Trail Bridge,Trail Bridge,Englishman R. Falls Day Use; Specifications: 1 bridge,7,10,Length (m),1/1/1997,Can the next assessor please divide this asset record into 3 to represent each bridge or boardwalk feature?,0.0,False,1.0,-1.0,1.0,,,Timber/Wood,TBD,Timber,Timber,Timber,No railings,No,Truss
337,AST_EX_20250123_153654.jpeg,51800,Bridges,Trail Bridge,Trail Bridge,Englishman R. Falls Day Use; Specifications: 1 bridge,7,10,Length (m),1/1/1997,Can the next assessor please divide this asset record into 3 to represent each bridge or boardwalk feature?,0.0,False,1.0,-1.0,1.0,,,Timber/Wood,TBD,Timber,Timber,Timber,No railings,No,Truss
338,AST_EX_20210820_130839.jpeg,51800,Bridges,Trail Bridge,Trail Bridge,Englishman R. Falls Day Use; Specifications: 1 bridge,7,10,Length (m),1/1/1997,Can the next assessor please divide this asset record into 3 to represent each bridge or boardwalk feature?,0.0,False,1.0,-1.0,1.0,,,Timber/Wood,TBD,Timber,Timber,Timber,No railings,No,Truss
339,AST_EX_20241128_121641.jpeg,51804,Structures,Stairs,Stairs,"Englishman R. Falls Day Use; 16 M STAIRS (ROCK) ; ,EXCEPT DRAIN. IN SOME AREAS REQUIRES IMPROVEMENT (DEFAULT TYPE); boxsteps",3,63,Length (m),1/1/1956,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",63.0,False,,-1.0,0.0,-1.0,At-Grade,Box Step,,,,,TBD,,
340,AST_EX_20241128_121633.jpeg,51804,Structures,Stairs,Stairs,"Englishman R. Falls Day Use; 16 M STAIRS (ROCK) ; ,EXCEPT DRAIN. IN SOME AREAS REQUIRES IMPROVEMENT (DEFAULT TYPE); boxsteps",3,63,Length (m),1/1/1956,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",63.0,False,,-1.0,0.0,-1.0,At-Grade,Box Step,,,,,TBD,,
341,AST_EX_20211103_152256.jpeg,51804,Structures,Stairs,Stairs,"Englishman R. Falls Day Use; 16 M STAIRS (ROCK) ; ,EXCEPT DRAIN. IN SOME AREAS REQUIRES IMPROVEMENT (DEFAULT TYPE); boxsteps",3,63,Length (m),1/1/1956,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",63.0,False,,-1.0,0.0,-1.0,At-Grade,Box Step,,,,,TBD,,
342,20251106_092906.jpg,51858,Bridges,Trail Bridge,Trail Bridge,Eskers Day Use,8,10,Length (m),1/1/1990,,10.0,True,2.0,-1.0,2.5,,,Timber/Wood,TBD,Timber,Steel,Timber,TBD,Yes,Beam
343,GetAttachmentThumbnail.jpg,51858,Bridges,Trail Bridge,Trail Bridge,Eskers Day Use,8,10,Length (m),1/1/1990,,10.0,True,2.0,-1.0,2.5,,,Timber/Wood,TBD,Timber,Steel,Timber,TBD,Yes,Beam
344,GetAttachmentThumbnail.jpg,51858,Bridges,Trail Bridge,Trail Bridge,Eskers Day Use,8,10,Length (m),1/1/1990,,10.0,True,2.0,-1.0,2.5,,,Timber/Wood,TBD,Timber,Steel,Timber,TBD,Yes,Beam
345,AST_EX_20220303_115300.jpeg,51858,Bridges,Trail Bridge,Trail Bridge,Eskers Day Use,8,10,Length (m),1/1/1990,,10.0,True,2.0,-1.0,2.5,,,Timber/Wood,TBD,Timber,Steel,Timber,TBD,Yes,Beam
346,AST_EX_20220303_115231.jpeg,51858,Bridges,Trail Bridge,Trail Bridge,Eskers Day Use,8,10,Length (m),1/1/1990,,10.0,True,2.0,-1.0,2.5,,,Timber/Wood,TBD,Timber,Steel,Timber,TBD,Yes,Beam
347,AST_EX_20220303_115237.jpeg,51858,Bridges,Trail Bridge,Trail Bridge,Eskers Day Use,8,10,Length (m),1/1/1990,,10.0,True,2.0,-1.0,2.5,,,Timber/Wood,TBD,Timber,Steel,Timber,TBD,Yes,Beam
348,AST_EX_20220303_115222.jpeg,51858,Bridges,Trail Bridge,Trail Bridge,Eskers Day Use,8,10,Length (m),1/1/1990,,10.0,True,2.0,-1.0,2.5,,,Timber/Wood,TBD,Timber,Steel,Timber,TBD,Yes,Beam
349,AST_EX_20220303_115249.jpeg,51858,Bridges,Trail Bridge,Trail Bridge,Eskers Day Use,8,10,Length (m),1/1/1990,,10.0,True,2.0,-1.0,2.5,,,Timber/Wood,TBD,Timber,Steel,Timber,TBD,Yes,Beam
350,AST_EX_20220303_110405.jpeg,51864,Structures,Viewing Platform,Viewing Platform,Eskers Day Use; Comments: THE VIEWING PLATFORM AT CIRCLE LAKE WAS REPLACED IN 2006,5,50,Area (m2),1/1/1990,Copilot estimated area,10.0,False,5.0,-1.0,0.0,,Elevated,Timber/Wood,,Timber,Steel,,TBD,Yes,
351,AST_EX_20220303_110451.jpeg,51864,Structures,Viewing Platform,Viewing Platform,Eskers Day Use; Comments: THE VIEWING PLATFORM AT CIRCLE LAKE WAS REPLACED IN 2006,5,50,Area (m2),1/1/1990,Copilot estimated area,10.0,False,5.0,-1.0,0.0,,Elevated,Timber/Wood,,Timber,Steel,,TBD,Yes,
352,AST_EX_20220303_110345.jpeg,51864,Structures,Viewing Platform,Viewing Platform,Eskers Day Use; Comments: THE VIEWING PLATFORM AT CIRCLE LAKE WAS REPLACED IN 2006,5,50,Area (m2),1/1/1990,Copilot estimated area,10.0,False,5.0,-1.0,0.0,,Elevated,Timber/Wood,,Timber,Steel,,TBD,Yes,
353,AST_EX_20220303_110423.jpeg,51864,Structures,Viewing Platform,Viewing Platform,Eskers Day Use; Comments: THE VIEWING PLATFORM AT CIRCLE LAKE WAS REPLACED IN 2006,5,50,Area (m2),1/1/1990,Copilot estimated area,10.0,False,5.0,-1.0,0.0,,Elevated,Timber/Wood,,Timber,Steel,,TBD,Yes,
354,AST_EX_20220303_110436.jpeg,51864,Structures,Viewing Platform,Viewing Platform,Eskers Day Use; Comments: THE VIEWING PLATFORM AT CIRCLE LAKE WAS REPLACED IN 2006,5,50,Area (m2),1/1/1990,Copilot estimated area,10.0,False,5.0,-1.0,0.0,,Elevated,Timber/Wood,,Timber,Steel,,TBD,Yes,
355,AST_EX_20220208_095136.jpeg,51941,Bridges,Trail Bridge,Trail Bridge,Fillongley Day Use; Specifications: 1 TRAIL BRIDGE 12M X 2.1M. Approx 1.5m of wood on either side for approach. ; Comments: okay,2,12.5,Length (m),1/1/1971,,12.5,True,1.0,-1.0,3.0,,,Timber/Wood,TBD,Timber,Timber,Concrete,TBD,Yes,Beam
356,AST_EX_20210911_102513.jpeg,51941,Bridges,Trail Bridge,Trail Bridge,Fillongley Day Use; Specifications: 1 TRAIL BRIDGE 12M X 2.1M. Approx 1.5m of wood on either side for approach. ; Comments: okay,2,12.5,Length (m),1/1/1971,,12.5,True,1.0,-1.0,3.0,,,Timber/Wood,TBD,Timber,Timber,Concrete,TBD,Yes,Beam
357,AST_EX_20210911_124304.jpeg,51942,Structures,Boardwalk < 1.2m High,Boardwalk,"Fillongley Campground; Additional notes: Wood edging along trails, including raised flat surface lined by stacked wood.;",1,112,Length (m),1/1/1995,,112.0,True,1.0,-1.0,1.0,,,Timber/Wood,,Timber,Timber,,No railings,No,
358,IMG_1604.JPG,52072,Structures,Stairs,Stairs,Stairs To Falls; Structural Repairs/Improvements Completed 2016; wood staircase,1,446,Length (m),1/1/1998,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",446.0,False,,-1.0,0.0,-1.0,Elevated,Timber/Wood,,,,,1 railing,,
359,IMG_8341.JPG,52073,Structures,Viewing Platform,Viewing Platform | Initial Quantity Area needs to be calculated,These Platforms Are In The Stair Network To Falls,1,1,Area (m2),1/1/1998,,0.0,False,0.0,-1.0,0.0,,Elevated,TBD,,TBD,TBD,,No railings,No,
360,AST_EX_20220810_113210.jpeg,52128,Structures,Boardwalk < 1.2m High,Trail Bridge,"Flores Island Hiking Trail; Additional notes: 2430mm span, 250mm width x 900mm high, constructed by 4 x 4 wooden stringers w/ 2x 6 decking;",2,2.43,Length (m),1/1/2000,,0.0,False,1.0,-1.0,0.0,,,TBD,TBD,TBD,TBD,TBD,No railings,No,TBD
361,AST_EX_20220810_113217.jpeg,52128,Structures,Boardwalk < 1.2m High,Trail Bridge,"Flores Island Hiking Trail; Additional notes: 2430mm span, 250mm width x 900mm high, constructed by 4 x 4 wooden stringers w/ 2x 6 decking;",2,2.43,Length (m),1/1/2000,,0.0,False,1.0,-1.0,0.0,,,TBD,TBD,TBD,TBD,TBD,No railings,No,TBD
362,AST_EX_20220525_134932.jpeg,52146,Structures,Stairs,Stairs,Fossli Day Use Area; wood step,1,10,Length (m),1/1/2000,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position, Asset within 393.640834213789 meters of a forest service road/id 166833/FOREST_FILE_ID R19546/MAP_LABEL R19546 090",10.0,False,,-1.0,0.0,-1.0,At-Grade,Timber/Wood,,,,,1 railing,,
363,AST_EX_20220807_100025.jpeg,52162,Structures,Stairs,Stairs,"replaced by Student Rangers in 2018; 4""x4"" treated box stairs; boxsteps",1,20,Length (m),1/1/2018,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",20.0,False,,-1.0,0.0,-1.0,At-Grade,Box Step,,,,,TBD,,
364,AST_EX_20241016_124435.jpeg,52242,Bridges,Trail Bridge,Trail Bridge,French Beach Day Use,2,8.5,Length (m),1/1/1981,Asset within 477.918042585605 meters of a forest service road/id 84686/FOREST_FILE_ID R05414/MAP_LABEL R05414 FRENCH1000,0.0,False,1.0,-1.0,0.0,,,TBD,TBD,TBD,TBD,TBD,No railings,No,TBD
365,AST_EX_20210622_111115.jpeg,52242,Bridges,Trail Bridge,Trail Bridge,French Beach Day Use,2,8.5,Length (m),1/1/1981,Asset within 477.918042585605 meters of a forest service road/id 84686/FOREST_FILE_ID R05414/MAP_LABEL R05414 FRENCH1000,0.0,False,1.0,-1.0,0.0,,,TBD,TBD,TBD,TBD,TBD,No railings,No,TBD
366,AST_EX_20241016_131547.jpeg,52243,Bridges,Trail Bridge,Trail Bridge,French Beach Day Use,2,23,Length (m),1/1/1985,,0.0,False,1.0,-1.0,0.0,,,TBD,TBD,TBD,TBD,TBD,No railings,No,TBD
367,AST_EX_20210622_104319.jpeg,52243,Bridges,Trail Bridge,Trail Bridge,French Beach Day Use,2,23,Length (m),1/1/1985,,0.0,False,1.0,-1.0,0.0,,,TBD,TBD,TBD,TBD,TBD,No railings,No,TBD
368,AST_EX_20220510_133402.jpeg,52244,Structures,Boardwalk < 1.2m High,Boardwalk,French Beach Group Site Boardwalk at Beach,1,15.2,Length (m),1/1/2000,Asset within 263.461429916932 meters of a forest service road/id 84686/FOREST_FILE_ID R05414/MAP_LABEL R05414 FRENCH1000,125.0,True,1.0,-1.0,1.0,,,Timber/Wood,,Timber,Timber,,No railings,No,
