asset_id,filename,file_id,profile_name,image_path,attr_abutment_material,attr_bridge_type,attr_decking_material,attr_fall_height,attr_has_pedestrian_railing,attr_length,attr_structure_material,attr_width,length_bin,width_bin,fall_height_bin
63540,IMG_0230.jpg,47652,Trail Bridge,data/citywide/images/253/63540/47652__IMG_0230.jpg,Concrete,Suspension,Timber,,,42.0,,1.41,long (>20m),standard (0.9-1.5m),
63540,IMG_0231.jpg,47653,Trail Bridge,data/citywide/images/253/63540/47653__IMG_0231.jpg,Concrete,Suspension,Timber,,,42.0,,1.41,long (>20m),standard (0.9-1.5m),
63540,IMG_8090.JPG,47666,Trail Bridge,data/citywide/images/253/63540/47666__IMG_8090.JPG,Concrete,Suspension,Timber,,,42.0,,1.41,long (>20m),standard (0.9-1.5m),
63540,IMG_8100.JPG,47667,Trail Bridge,data/citywide/images/253/63540/47667__IMG_8100.JPG,Concrete,Suspension,Timber,,,42.0,,1.41,long (>20m),standard (0.9-1.5m),
63540,IMG_8102.JPG,47668,Trail Bridge,data/citywide/images/253/63540/47668__IMG_8102.JPG,Concrete,Suspension,Timber,,,42.0,,1.41,long (>20m),standard (0.9-1.5m),
63540,IMG_8110.JPG,47669,Trail Bridge,data/citywide/images/253/63540/47669__IMG_8110.JPG,Concrete,Suspension,Timber,,,42.0,,1.41,long (>20m),standard (0.9-1.5m),
63540,IMG_8111.JPG,47670,Trail Bridge,data/citywide/images/253/63540/47670__IMG_8111.JPG,Concrete,Suspension,Timber,,,42.0,,1.41,long (>20m),standard (0.9-1.5m),
63597,IMG_0256.JPG,64987,Trail Bridge,data/citywide/images/253/63597/64987__IMG_0256.JPG,Concrete,Suspension,Steel,,,60.0,Steel,1.0,long (>20m),standard (0.9-1.5m),
63633,AST_EX_20210730_103349.jpeg,9654,Trail Bridge,data/citywide/images/253/63633/9654__AST_EX_20210730_103349.jpeg,Gabions,Beam,Timber,,,4.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
63633,20240625_145246.jpg,70096,Trail Bridge,data/citywide/images/253/63633/70096__20240625_145246.jpg,Gabions,Beam,Timber,,,4.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
63633,20240625_145320.jpg,70097,Trail Bridge,data/citywide/images/253/63633/70097__20240625_145320.jpg,Gabions,Beam,Timber,,,4.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
63633,20240625_145437.jpg,70098,Trail Bridge,data/citywide/images/253/63633/70098__20240625_145437.jpg,Gabions,Beam,Timber,,,4.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
63633,20240625_145509.jpg,70099,Trail Bridge,data/citywide/images/253/63633/70099__20240625_145509.jpg,Gabions,Beam,Timber,,,4.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
63633,20240625_145759.jpg,70100,Trail Bridge,data/citywide/images/253/63633/70100__20240625_145759.jpg,Gabions,Beam,Timber,,,4.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
64098,asset64098_upstreamprofile.jpg,84323,Trail Bridge,data/citywide/images/253/64098/84323__asset64098_upstreamprofile.jpg,,Suspension,Steel,,,,Steel,1.0,,standard (0.9-1.5m),
64099,asset64099-eastapproach.jpg,85018,Trail Bridge,data/citywide/images/253/64099/85018__asset64099-eastapproach.jpg,,,,,2 railings,,,1.0,,standard (0.9-1.5m),
64100,asset64100.jpg,85278,Trail Bridge,data/citywide/images/253/64100/85278__asset64100.jpg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
64102,asset64102_approachfromCrestMtn.jpg,84320,Trail Bridge,data/citywide/images/253/64102/84320__asset64102_approachfromCrestMtn.jpg,Concrete,,Timber,2.0,,18.0,Timber,1.0,medium (6-20m),standard (0.9-1.5m),medium (1-5m)
64104,asset6104_approachfromlake.jpg,84317,Trail Bridge,data/citywide/images/253/64104/84317__asset6104_approachfromlake.jpg,Steel,,Timber,,,,,1.0,,standard (0.9-1.5m),
64104,asset6104_downstreamprofile.jpg,84318,Trail Bridge,data/citywide/images/253/64104/84318__asset6104_downstreamprofile.jpg,Steel,,Timber,,,,,1.0,,standard (0.9-1.5m),
64105,asset6105_approachfromlake.jpg,84315,Trail Bridge,data/citywide/images/253/64105/84315__asset6105_approachfromlake.jpg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
64105,asset6105_approachfromfalls.jpg,84316,Trail Bridge,data/citywide/images/253/64105/84316__asset6105_approachfromfalls.jpg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
64108,asset64108_fromLake.jpg,84339,Trail Bridge,data/citywide/images/253/64108/84339__asset64108_fromLake.jpg,,,,,2 railings,,,1.0,,standard (0.9-1.5m),
64109,asset64109.jpg,86556,Trail Bridge,data/citywide/images/253/64109/86556__asset64109.jpg,Concrete,Truss,Timber,,,4.0,Timber,1.5,short (<6m),wide (>1.5m),
64110,asset64110.jpg,85875,Trail Bridge,data/citywide/images/253/64110/85875__asset64110.jpg,Concrete,Truss,Timber,,,5.1,Timber,1.5,short (<6m),wide (>1.5m),
64110,asset64110-2.jpg,85876,Trail Bridge,data/citywide/images/253/64110/85876__asset64110-2.jpg,Concrete,Truss,Timber,,,5.1,Timber,1.5,short (<6m),wide (>1.5m),
64111,asset64111_fromLake.jpg,84342,Trail Bridge,data/citywide/images/253/64111/84342__asset64111_fromLake.jpg,,,,,1 railing,,,1.0,,standard (0.9-1.5m),
64111,asset64111_upstreamprofile.jpg,84343,Trail Bridge,data/citywide/images/253/64111/84343__asset64111_upstreamprofile.jpg,,,,,1 railing,,,1.0,,standard (0.9-1.5m),
64111,asset64111_downstreamprofile.jpg,84344,Trail Bridge,data/citywide/images/253/64111/84344__asset64111_downstreamprofile.jpg,,,,,1 railing,,,1.0,,standard (0.9-1.5m),
64114,asset64114_downstreamprofile.jpg,84345,Trail Bridge,data/citywide/images/253/64114/84345__asset64114_downstreamprofile.jpg,,,,,2 railings,,,1.0,,standard (0.9-1.5m),
64114,asset64114_fromlake.jpg,84346,Trail Bridge,data/citywide/images/253/64114/84346__asset64114_fromlake.jpg,,,,,2 railings,,,1.0,,standard (0.9-1.5m),
64114,asset64114_BoxAfromFalls.jpg,84347,Trail Bridge,data/citywide/images/253/64114/84347__asset64114_BoxAfromFalls.jpg,,,,,2 railings,,,1.0,,standard (0.9-1.5m),
64114,asset64114_BoxAfromLake.jpg,84348,Trail Bridge,data/citywide/images/253/64114/84348__asset64114_BoxAfromLake.jpg,,,,,2 railings,,,1.0,,standard (0.9-1.5m),
64116,asset64116.jpg,85040,Trail Bridge,data/citywide/images/253/64116/85040__asset64116.jpg,Concrete,Truss,Timber,,,9.0,Timber,1.0,medium (6-20m),standard (0.9-1.5m),
64118,asset64118_fromLake.jpg,84340,Trail Bridge,data/citywide/images/253/64118/84340__asset64118_fromLake.jpg,,,,,2 railings,,,1.0,,standard (0.9-1.5m),
64118,asset64118_fromFalls.jpg,84341,Trail Bridge,data/citywide/images/253/64118/84341__asset64118_fromFalls.jpg,,,,,2 railings,,,1.0,,standard (0.9-1.5m),
64123,asset64123_approachTrailhead.jpg,84321,Trail Bridge,data/citywide/images/253/64123/84321__asset64123_approachTrailhead.jpg,Steel,Beam,Timber,,,12.0,Timber,1.0,medium (6-20m),standard (0.9-1.5m),
64123,asset64123_approachLake.jpg,84322,Trail Bridge,data/citywide/images/253/64123/84322__asset64123_approachLake.jpg,Steel,Beam,Timber,,,12.0,Timber,1.0,medium (6-20m),standard (0.9-1.5m),
64126,asset64126-2.jpg,85871,Trail Bridge,data/citywide/images/253/64126/85871__asset64126-2.jpg,Timber,Fallen Tree,Timber,1.55,,,Timber,1.0,,standard (0.9-1.5m),medium (1-5m)
64126,asset64126.jpg,85872,Trail Bridge,data/citywide/images/253/64126/85872__asset64126.jpg,Timber,Fallen Tree,Timber,1.55,,,Timber,1.0,,standard (0.9-1.5m),medium (1-5m)
64128,asset64128.jpg,85873,Trail Bridge,data/citywide/images/253/64128/85873__asset64128.jpg,Timber,Fallen Tree,Timber,1.2,,8.0,Timber,1.0,medium (6-20m),standard (0.9-1.5m),medium (1-5m)
64129,asset64129-westapproach.jpg,85878,Trail Bridge,data/citywide/images/253/64129/85878__asset64129-westapproach.jpg,Concrete,,Timber,1.2,,7.08,Timber,1.0,medium (6-20m),standard (0.9-1.5m),medium (1-5m)
64129,asset64129-eastapproach.jpg,85879,Trail Bridge,data/citywide/images/253/64129/85879__asset64129-eastapproach.jpg,Concrete,,Timber,1.2,,7.08,Timber,1.0,medium (6-20m),standard (0.9-1.5m),medium (1-5m)
64131,asset64131.jpg,85874,Trail Bridge,data/citywide/images/253/64131/85874__asset64131.jpg,Concrete,Truss,Timber,,,8.0,Timber,1.5,medium (6-20m),wide (>1.5m),
64137,AST_EX_20220823_100801.jpeg,60974,Trail Bridge,data/citywide/images/253/64137/60974__AST_EX_20220823_100801.jpeg,Timber,Beam,Timber,,No railings,5.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
64138,asset64138.jpg,85877,Trail Bridge,data/citywide/images/253/64138/85877__asset64138.jpg,Timber,Beam,Timber,1.3,,5.0,Timber,1.0,short (<6m),standard (0.9-1.5m),medium (1-5m)
64142,AST_EX_20220823_111224.jpeg,60966,Trail Bridge,data/citywide/images/253/64142/60966__AST_EX_20220823_111224.jpeg,,,,,2 railings,,,1.0,,standard (0.9-1.5m),
64643,AST_EX_20220617_123258.jpeg,47085,Trail Bridge,data/citywide/images/253/64643/47085__AST_EX_20220617_123258.jpeg,Timber,Beam,Steel,,,8.0,Aluminum,0.5,medium (6-20m),narrow (<0.9m),
64694,AST_EX_20220628_150229.jpeg,50696,Trail Bridge,data/citywide/images/253/64694/50696__AST_EX_20220628_150229.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
64694,AST_EX_20241108_104922.jpeg,77305,Trail Bridge,data/citywide/images/253/64694/77305__AST_EX_20241108_104922.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
64838,AST_EX_20210728_121211.jpeg,8458,Trail Bridge,data/citywide/images/253/64838/8458__AST_EX_20210728_121211.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
65154,AST_EX_20240808_105300.jpeg,72474,Trail Bridge,data/citywide/images/253/65154/72474__AST_EX_20240808_105300.jpeg,Timber,Suspension,Timber,,,15.0,,0.5,medium (6-20m),narrow (<0.9m),
65154,AST_EX_20240808_105251.jpeg,72479,Trail Bridge,data/citywide/images/253/65154/72479__AST_EX_20240808_105251.jpeg,Timber,Suspension,Timber,,,15.0,,0.5,medium (6-20m),narrow (<0.9m),
65154,AST_EX_20240808_105307.jpeg,72483,Trail Bridge,data/citywide/images/253/65154/72483__AST_EX_20240808_105307.jpeg,Timber,Suspension,Timber,,,15.0,,0.5,medium (6-20m),narrow (<0.9m),
65423,AST_EX_20210916_081727.jpeg,22109,Trail Bridge,data/citywide/images/253/65423/22109__AST_EX_20210916_081727.jpeg,,Beam,Steel,,,,Aluminum,1.0,,standard (0.9-1.5m),
65424,AST_EX_20210916_122110.jpeg,22086,Trail Bridge,data/citywide/images/253/65424/22086__AST_EX_20210916_122110.jpeg,Concrete,Beam,Steel,,,,Aluminum,1.0,,standard (0.9-1.5m),
65425,AST_EX_20210916_142657.jpeg,22074,Trail Bridge,data/citywide/images/253/65425/22074__AST_EX_20210916_142657.jpeg,Timber,Beam,Timber,,,,Aluminum,1.0,,standard (0.9-1.5m),
65426,AST_EX_20220909_091643.jpeg,62900,Trail Bridge,data/citywide/images/253/65426/62900__AST_EX_20220909_091643.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
65427,AST_EX_20220907_124110.jpeg,62908,Trail Bridge,data/citywide/images/253/65427/62908__AST_EX_20220907_124110.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
65427,AST_EX_20220907_124122.jpeg,62909,Trail Bridge,data/citywide/images/253/65427/62909__AST_EX_20220907_124122.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
65497,AST_EX_20210904_141825.jpeg,20022,Trail Bridge,data/citywide/images/253/65497/20022__AST_EX_20210904_141825.jpeg,Concrete,Truss,Timber,,,,Aluminum,1.0,,standard (0.9-1.5m),
65497,AST_EX_20211012_113507.jpeg,26366,Trail Bridge,data/citywide/images/253/65497/26366__AST_EX_20211012_113507.jpeg,Concrete,Truss,Timber,,,,Aluminum,1.0,,standard (0.9-1.5m),
65608,IMG_0192.JPG,45622,Trail Bridge,data/citywide/images/253/65608/45622__IMG_0192.JPG,Concrete,Beam,Concrete,,,6.7,Concrete,1.2,medium (6-20m),standard (0.9-1.5m),
65608,MI_20220823_121454.jpg,60899,Trail Bridge,data/citywide/images/253/65608/60899__MI_20220823_121454.jpg,Concrete,Beam,Concrete,,,6.7,Concrete,1.2,medium (6-20m),standard (0.9-1.5m),
65609,IMG_0185.JPG,45623,Trail Bridge,data/citywide/images/253/65609/45623__IMG_0185.JPG,Concrete,Beam,Concrete,,,6.7,Concrete,1.2,medium (6-20m),standard (0.9-1.5m),
65609,MI_20220806_163737.jpg,58058,Trail Bridge,data/citywide/images/253/65609/58058__MI_20220806_163737.jpg,Concrete,Beam,Concrete,,,6.7,Concrete,1.2,medium (6-20m),standard (0.9-1.5m),
65609,AST_EX_20250815_135754.jpeg,86901,Trail Bridge,data/citywide/images/253/65609/86901__AST_EX_20250815_135754.jpeg,Concrete,Beam,Concrete,,,6.7,Concrete,1.2,medium (6-20m),standard (0.9-1.5m),
65788,Goat Creek Bridge 1.jpg,46396,Trail Bridge,data/citywide/images/253/65788/46396__Goat_Creek_Bridge_1.jpg,Concrete,Beam,Steel,,,18.4,Aluminum,1.22,medium (6-20m),standard (0.9-1.5m),
65788,Goat Creek Bridge 2.jpg,46397,Trail Bridge,data/citywide/images/253/65788/46397__Goat_Creek_Bridge_2.jpg,Concrete,Beam,Steel,,,18.4,Aluminum,1.22,medium (6-20m),standard (0.9-1.5m),
65788,Goat Creek Bridge 3.jpg,46398,Trail Bridge,data/citywide/images/253/65788/46398__Goat_Creek_Bridge_3.jpg,Concrete,Beam,Steel,,,18.4,Aluminum,1.22,medium (6-20m),standard (0.9-1.5m),
65788,Goat Creek Bridge 4.jpg,46399,Trail Bridge,data/citywide/images/253/65788/46399__Goat_Creek_Bridge_4.jpg,Concrete,Beam,Steel,,,18.4,Aluminum,1.22,medium (6-20m),standard (0.9-1.5m),
65788,Goat Creek Bridge 6.jpg,46400,Trail Bridge,data/citywide/images/253/65788/46400__Goat_Creek_Bridge_6.jpg,Concrete,Beam,Steel,,,18.4,Aluminum,1.22,medium (6-20m),standard (0.9-1.5m),
65788,Goat Creek Bridge 7.jpg,46401,Trail Bridge,data/citywide/images/253/65788/46401__Goat_Creek_Bridge_7.jpg,Concrete,Beam,Steel,,,18.4,Aluminum,1.22,medium (6-20m),standard (0.9-1.5m),
65788,Goat Creek Bridge 8.jpg,46402,Trail Bridge,data/citywide/images/253/65788/46402__Goat_Creek_Bridge_8.jpg,Concrete,Beam,Steel,,,18.4,Aluminum,1.22,medium (6-20m),standard (0.9-1.5m),
65788,Goat Creek Bridge 9.jpg,46403,Trail Bridge,data/citywide/images/253/65788/46403__Goat_Creek_Bridge_9.jpg,Concrete,Beam,Steel,,,18.4,Aluminum,1.22,medium (6-20m),standard (0.9-1.5m),
65788,Goat Creek 5.jpg,46404,Trail Bridge,data/citywide/images/253/65788/46404__Goat_Creek_5.jpg,Concrete,Beam,Steel,,,18.4,Aluminum,1.22,medium (6-20m),standard (0.9-1.5m),
65789,Hotnarko Suspension Bridge Picture 1.jpg,46405,Trail Bridge,data/citywide/images/253/65789/46405__Hotnarko_Suspension_Bridge_Picture_1.jpg,Steel,Suspension,Steel,,,21.4,Steel,0.63,long (>20m),narrow (<0.9m),
65790,Hunlen Falls Bridge Decking and Beams.jpg,46407,Trail Bridge,data/citywide/images/253/65790/46407__Hunlen_Falls_Bridge_Decking_and_Beams.jpg,Concrete,Beam,Timber,,,27.8,Steel,1.22,long (>20m),standard (0.9-1.5m),
65790,Hunlen Falls Bridge Decking and Railing.JPG,46408,Trail Bridge,data/citywide/images/253/65790/46408__Hunlen_Falls_Bridge_Decking_and_Railing.JPG,Concrete,Beam,Timber,,,27.8,Steel,1.22,long (>20m),standard (0.9-1.5m),
65790,Hunlen Falls Bridge Decking and Side Profile.jpg,46409,Trail Bridge,data/citywide/images/253/65790/46409__Hunlen_Falls_Bridge_Decking_and_Side_Profile.jpg,Concrete,Beam,Timber,,,27.8,Steel,1.22,long (>20m),standard (0.9-1.5m),
65790,Hunlen Falls Bridge Decking.JPG,46410,Trail Bridge,data/citywide/images/253/65790/46410__Hunlen_Falls_Bridge_Decking.JPG,Concrete,Beam,Timber,,,27.8,Steel,1.22,long (>20m),standard (0.9-1.5m),
65790,Hunlen Falls Bridge Gabion 1.jpg,46411,Trail Bridge,data/citywide/images/253/65790/46411__Hunlen_Falls_Bridge_Gabion_1.jpg,Concrete,Beam,Timber,,,27.8,Steel,1.22,long (>20m),standard (0.9-1.5m),
65790,Hunlen Falls Bridge Gabion 2.jpg,46412,Trail Bridge,data/citywide/images/253/65790/46412__Hunlen_Falls_Bridge_Gabion_2.jpg,Concrete,Beam,Timber,,,27.8,Steel,1.22,long (>20m),standard (0.9-1.5m),
65790,Hunlen Falls Bridge Gabion 3.jpg,46413,Trail Bridge,data/citywide/images/253/65790/46413__Hunlen_Falls_Bridge_Gabion_3.jpg,Concrete,Beam,Timber,,,27.8,Steel,1.22,long (>20m),standard (0.9-1.5m),
65790,Hunlen Falls Bridge.JPG,46414,Trail Bridge,data/citywide/images/253/65790/46414__Hunlen_Falls_Bridge.JPG,Concrete,Beam,Timber,,,27.8,Steel,1.22,long (>20m),standard (0.9-1.5m),
65790,Hunlen Falls Bridge - Rotting posts.jpg,46415,Trail Bridge,data/citywide/images/253/65790/46415__Hunlen_Falls_Bridge_-_Rotting_posts.jpg,Concrete,Beam,Timber,,,27.8,Steel,1.22,long (>20m),standard (0.9-1.5m),
65790,Hunlen Falls Bridge - Rotting round post supporting gabion.jpg,46416,Trail Bridge,data/citywide/images/253/65790/46416__Hunlen_Falls_Bridge_-_Rotting_round_post_supporting_gabion.jpg,Concrete,Beam,Timber,,,27.8,Steel,1.22,long (>20m),standard (0.9-1.5m),
66038,AST_EX_20210611_125500.jpeg,787,Trail Bridge,data/citywide/images/253/66038/787__AST_EX_20210611_125500.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
66038,AST_EX_20220726_153410.jpeg,56352,Trail Bridge,data/citywide/images/253/66038/56352__AST_EX_20220726_153410.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
66038,bridge.jpg,71082,Trail Bridge,data/citywide/images/253/66038/71082__bridge.jpg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
66168,AST_EX_20220606_131509.jpeg,44887,Trail Bridge,data/citywide/images/253/66168/44887__AST_EX_20220606_131509.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
66168,AST_EX_20241023_133126.jpeg,75920,Trail Bridge,data/citywide/images/253/66168/75920__AST_EX_20241023_133126.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
66168,AST_EX_20241023_133119.jpeg,75951,Trail Bridge,data/citywide/images/253/66168/75951__AST_EX_20241023_133119.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
66168,AST_EX_20241023_133012.jpeg,75953,Trail Bridge,data/citywide/images/253/66168/75953__AST_EX_20241023_133012.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
66168,AST_EX_20250507_145131.jpeg,81897,Trail Bridge,data/citywide/images/253/66168/81897__AST_EX_20250507_145131.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
66169,AST_EX_20220902_090453.jpeg,63092,Trail Bridge,data/citywide/images/253/66169/63092__AST_EX_20220902_090453.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
66171,AST_EX_20220605_111611.jpeg,44585,Trail Bridge,data/citywide/images/253/66171/44585__AST_EX_20220605_111611.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
66171,AST_EX_20241023_171202.jpeg,76624,Trail Bridge,data/citywide/images/253/66171/76624__AST_EX_20241023_171202.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
66171,AST_EX_20241023_171227.jpeg,76634,Trail Bridge,data/citywide/images/253/66171/76634__AST_EX_20241023_171227.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
66173,AST_EX_20220822_085813.jpeg,60824,Trail Bridge,data/citywide/images/253/66173/60824__AST_EX_20220822_085813.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
66174,AST_EX_20220822_090135.jpeg,60856,Trail Bridge,data/citywide/images/253/66174/60856__AST_EX_20220822_090135.jpeg,,,,,No railings,,,1.0,,standard (0.9-1.5m),
66207,AST_EX_20250827_122114.jpeg,87210,Trail Bridge,data/citywide/images/253/66207/87210__AST_EX_20250827_122114.jpeg,Timber,Fallen Tree,Timber,3.0,No railings,20.0,Timber,1.0,long (>20m),standard (0.9-1.5m),medium (1-5m)
66207,AST_EX_20250827_122100.jpeg,87211,Trail Bridge,data/citywide/images/253/66207/87211__AST_EX_20250827_122100.jpeg,Timber,Fallen Tree,Timber,3.0,No railings,20.0,Timber,1.0,long (>20m),standard (0.9-1.5m),medium (1-5m)
66915,AST_EX_20210804_145211.jpeg,11436,Trail Bridge,data/citywide/images/253/66915/11436__AST_EX_20210804_145211.jpeg,Steel,Beam,Steel,,,17.4,Steel,0.9,medium (6-20m),standard (0.9-1.5m),
66917,AST_EX_20220610_093738.jpeg,45702,Trail Bridge,data/citywide/images/253/66917/45702__AST_EX_20220610_093738.jpeg,Concrete,Beam,Timber,,,12.4,Steel,0.7,medium (6-20m),narrow (<0.9m),
66917,AST_EX_20220610_093807.jpeg,45704,Trail Bridge,data/citywide/images/253/66917/45704__AST_EX_20220610_093807.jpeg,Concrete,Beam,Timber,,,12.4,Steel,0.7,medium (6-20m),narrow (<0.9m),
66917,AST_EX_20220610_093720.jpeg,45706,Trail Bridge,data/citywide/images/253/66917/45706__AST_EX_20220610_093720.jpeg,Concrete,Beam,Timber,,,12.4,Steel,0.7,medium (6-20m),narrow (<0.9m),
66917,IMG_0366.jpeg,90358,Trail Bridge,data/citywide/images/253/66917/90358__IMG_0366.jpeg,Concrete,Beam,Timber,,,12.4,Steel,0.7,medium (6-20m),narrow (<0.9m),
66920,AST_IM_20220717_132815.jpeg,64861,Trail Bridge,data/citywide/images/253/66920/64861__AST_IM_20220717_132815.jpeg,Timber,Beam,Timber,,No railings,9.1,Aluminum,0.9,medium (6-20m),standard (0.9-1.5m),
66922,MI_20210803_125418.jpg,11222,Trail Bridge,data/citywide/images/253/66922/11222__MI_20210803_125418.jpg,Timber,Beam,Timber,,No railings,,Timber,2.0,,wide (>1.5m),
66923,AST_EX_20210804_122126.jpeg,11475,Trail Bridge,data/citywide/images/253/66923/11475__AST_EX_20210804_122126.jpeg,,,Timber,,No railings,,Timber,,,,
67205,AST_EX_20220331_144231.jpeg,38565,Trail Bridge,data/citywide/images/253/67205/38565__AST_EX_20220331_144231.jpeg,Concrete,Beam,Timber,,,35.0,Timber,5.0,long (>20m),wide (>1.5m),
67205,AST_EX_20220331_144247.jpeg,38570,Trail Bridge,data/citywide/images/253/67205/38570__AST_EX_20220331_144247.jpeg,Concrete,Beam,Timber,,,35.0,Timber,5.0,long (>20m),wide (>1.5m),
67205,AST_EX_20260422_114842.jpeg,93110,Trail Bridge,data/citywide/images/253/67205/93110__AST_EX_20260422_114842.jpeg,Concrete,Beam,Timber,,,35.0,Timber,5.0,long (>20m),wide (>1.5m),
67205,AST_EX_20260422_114908.jpeg,93111,Trail Bridge,data/citywide/images/253/67205/93111__AST_EX_20260422_114908.jpeg,Concrete,Beam,Timber,,,35.0,Timber,5.0,long (>20m),wide (>1.5m),
67206,AST_EX_20220331_143221.jpeg,38527,Trail Bridge,data/citywide/images/253/67206/38527__AST_EX_20220331_143221.jpeg,,Beam,Timber,,No railings,18.0,Timber,12.0,medium (6-20m),wide (>1.5m),
67206,AST_EX_20260422_114026.jpeg,93066,Trail Bridge,data/citywide/images/253/67206/93066__AST_EX_20260422_114026.jpeg,,Beam,Timber,,No railings,18.0,Timber,12.0,medium (6-20m),wide (>1.5m),
67206,AST_EX_20260422_113952.jpeg,93067,Trail Bridge,data/citywide/images/253/67206/93067__AST_EX_20260422_113952.jpeg,,Beam,Timber,,No railings,18.0,Timber,12.0,medium (6-20m),wide (>1.5m),
67206,AST_EX_20260422_114006.jpeg,93068,Trail Bridge,data/citywide/images/253/67206/93068__AST_EX_20260422_114006.jpeg,,Beam,Timber,,No railings,18.0,Timber,12.0,medium (6-20m),wide (>1.5m),
67465,MI_20220621_194333.jpg,49895,Trail Bridge,data/citywide/images/253/67465/49895__MI_20220621_194333.jpg,Timber,Beam,Timber,,No railings,,Timber,7.0,,wide (>1.5m),
67465,MI_20220621_194411.jpg,49896,Trail Bridge,data/citywide/images/253/67465/49896__MI_20220621_194411.jpg,Timber,Beam,Timber,,No railings,,Timber,7.0,,wide (>1.5m),
67465,MI_20220621_194016.jpg,49897,Trail Bridge,data/citywide/images/253/67465/49897__MI_20220621_194016.jpg,Timber,Beam,Timber,,No railings,,Timber,7.0,,wide (>1.5m),
79958,AST_IM_20221026_105728 (1).jpeg,64864,Trail Bridge,data/citywide/images/253/79958/64864__AST_IM_20221026_105728__1_.jpeg,Concrete,Beam,Timber,,,7.0,Timber,0.84,medium (6-20m),narrow (<0.9m),
79980,AST_EX_20210804_081708.jpeg,11553,Trail Bridge,data/citywide/images/253/79980/11553__AST_EX_20210804_081708.jpeg,Timber,Truss,Timber,,No railings,,Timber,,,,
80432,AST_IM_20210507_102842.jpeg,137,Trail Bridge,data/citywide/images/253/80432/137__AST_IM_20210507_102842.jpeg,,,,,No railings,,,,,,
80432,AST_IM_20210507_102659.jpeg,138,Trail Bridge,data/citywide/images/253/80432/138__AST_IM_20210507_102659.jpeg,,,,,No railings,,,,,,
80451,AST_IM_20210507_112155.jpeg,143,Trail Bridge,data/citywide/images/253/80451/143__AST_IM_20210507_112155.jpeg,Concrete,Beam,Timber,,No railings,3.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
80451,AST_IM_20210507_112135.jpeg,144,Trail Bridge,data/citywide/images/253/80451/144__AST_IM_20210507_112135.jpeg,Concrete,Beam,Timber,,No railings,3.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
80451,AST_IM_20210507_112121.jpeg,145,Trail Bridge,data/citywide/images/253/80451/145__AST_IM_20210507_112121.jpeg,Concrete,Beam,Timber,,No railings,3.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
80596,20210519_200743.jpg,297,Trail Bridge,data/citywide/images/253/80596/297__20210519_200743.jpg,,,Timber,,No railings,3.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
81415,MI_20210622_134558.jpg,1669,Trail Bridge,data/citywide/images/253/81415/1669__MI_20210622_134558.jpg,,,,,No railings,,,,,,
81419,MI_20210622_133923.jpg,1667,Trail Bridge,data/citywide/images/253/81419/1667__MI_20210622_133923.jpg,,,,,No railings,,,,,,
81692,IMG_0961.JPG,47136,Trail Bridge,data/citywide/images/253/81692/47136__IMG_0961.JPG,,,,,2 railings,,,,,,
81808,AST_IM_20210625_122036.jpeg,2610,Trail Bridge,data/citywide/images/253/81808/2610__AST_IM_20210625_122036.jpeg,,Beam,Timber,,,8.0,Timber,2.0,medium (6-20m),wide (>1.5m),
82270,AST_IM_20210630_143507.jpeg,3556,Trail Bridge,data/citywide/images/253/82270/3556__AST_IM_20210630_143507.jpeg,Timber,Beam,Timber,,No railings,6.0,Timber,1.0,medium (6-20m),standard (0.9-1.5m),
