,File Name,Asset ID,Description,Abutment Material,Fall Height (m),Has Pedestrian Railing,"Material (Frame, Tank, Body)",Number of Steps,Structure Material,Width (m)
159,AST_EX_20220621_122857.jpeg,57611,Montague Harbour Day Use; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
160,AST_EX_20240831_085835.jpeg,57612,Montague Harbour Marine; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
161,AST_EX_20220621_103345.jpeg,57612,Montague Harbour Marine; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
162,AST_EX_20220621_110442.jpeg,57613,Montague Harbour Group Site; concrete,,-1.0,2 railings,Concrete,-1.0,,
163,AST_EX_20220621_111223.jpeg,57613,Montague Harbour Group Site; concrete,,-1.0,2 railings,Concrete,-1.0,,
164,AST_EX_20240831_100128.jpeg,57614,Montague Harbour Day Use; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
165,AST_EX_20220621_115244.jpeg,57614,Montague Harbour Day Use; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
166,4_Stairs at site 10.jpg,57673,"Morton Lake Campground; near campsite #10, 5 steps of concrete plus 7 baffle box steps constructed with cedar 4 x 6, 1.5m wide.; concrete",,-1.0,No railings,Concrete,-1.0,,
167,2_Stairs to Outhouse.jpg,57674,"Steps to Pit Toilet; 10 steps, pressure treated landscape tie, earth filled box steps; approximately 1.5m wide.; wood step",,-1.0,No railings,Timber/Wood,-1.0,,
168,AST_EX_20210726_120559.jpeg,58180,Mt. Robson-Lucerne Campg.; boxsteps,,-1.0,No railings,Box Step,-1.0,,
169,AST_EX_20210807_151011.jpeg,58181,At Emperor Hill; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
170,AST_EX_20210807_151043.jpeg,58181,At Emperor Hill; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
171,AST_EX_20230902_115304.jpeg,58182,stairs accessing lower day use/trail; concrete,,-1.0,2 railings,Concrete,-1.0,,
172,AST_EX_20210710_161547.jpeg,58182,stairs accessing lower day use/trail; concrete,,-1.0,2 railings,Concrete,-1.0,,
173,AST_EX_20210721_105155.jpeg,60066,Stairs; stone,,-1.0,No railings,Rock/Stone,-1.0,,
174,AST_EX_20250505_105146.jpeg,60443,"Paul Lake Day Use; MAIN LOT; 5 SETS STAIRS CONCRETE 3.5M X 5.5M FROM MAIN PARKING ; ,BEACH BELOW THE WATER LINE IS MUDDY. DEADFALL; concrete",,-1.0,1 railing,Concrete,-1.0,,
175,AST_EX_20210729_101858.jpeg,60443,"Paul Lake Day Use; MAIN LOT; 5 SETS STAIRS CONCRETE 3.5M X 5.5M FROM MAIN PARKING ; ,BEACH BELOW THE WATER LINE IS MUDDY. DEADFALL; concrete",,-1.0,1 railing,Concrete,-1.0,,
176,AST_EX_20250505_105446.jpeg,60444,"Paul Lake Day Use; UPPER LOT; 2 SETS STAIRS, CONCRETE, 3.5M X 9M FROM OVERFLOW PARKING ; ,BEACH BELOW THE WATER LINE IS MUDDY. DEADFALL; concrete",,-1.0,1 railing,Concrete,-1.0,,
177,AST_EX_20210729_093207.jpeg,60444,"Paul Lake Day Use; UPPER LOT; 2 SETS STAIRS, CONCRETE, 3.5M X 9M FROM OVERFLOW PARKING ; ,BEACH BELOW THE WATER LINE IS MUDDY. DEADFALL; concrete",,-1.0,1 railing,Concrete,-1.0,,
178,AST_EX_20250505_110623.jpeg,60445,"Paul Lake Day Use; BLUFF SITE; 1 SET STAIRS, CONCRETE, 3M X 6.4M; concrete",,-1.0,1 railing,Concrete,-1.0,,
179,AST_EX_20250505_110334.jpeg,60445,"Paul Lake Day Use; BLUFF SITE; 1 SET STAIRS, CONCRETE, 3M X 6.4M; concrete",,-1.0,1 railing,Concrete,-1.0,,
180,AST_EX_20250505_110358.jpeg,60445,"Paul Lake Day Use; BLUFF SITE; 1 SET STAIRS, CONCRETE, 3M X 6.4M; concrete",,-1.0,1 railing,Concrete,-1.0,,
181,AST_EX_20210729_091702.jpeg,60445,"Paul Lake Day Use; BLUFF SITE; 1 SET STAIRS, CONCRETE, 3M X 6.4M; concrete",,-1.0,1 railing,Concrete,-1.0,,
182,AST_EX_20210729_091710.jpeg,60445,"Paul Lake Day Use; BLUFF SITE; 1 SET STAIRS, CONCRETE, 3M X 6.4M; concrete",,-1.0,1 railing,Concrete,-1.0,,
183,AST_EX_20210902_124931.jpeg,60664,"Pirates Cove Marine Day Use; (EAST SIDE OF PICNIC AREA); 45M WOOD STAIRWAY 1 METER WIDE, 10CM X 30CM STRINGERS,10CM X 30CM TREADS,10CM X 10CM POSTS, 5CM X 15CM HANDRAILING. ; wood staircase",,-1.0,1 railing,Timber/Wood,-1.0,,
184,AST_EX_20210902_124940.jpeg,60664,"Pirates Cove Marine Day Use; (EAST SIDE OF PICNIC AREA); 45M WOOD STAIRWAY 1 METER WIDE, 10CM X 30CM STRINGERS,10CM X 30CM TREADS,10CM X 10CM POSTS, 5CM X 15CM HANDRAILING. ; wood staircase",,-1.0,1 railing,Timber/Wood,-1.0,,
185,AST_EX_20220608_122800.jpeg,60695,Plumper Cove Day Use; STAIRS CONNECT TABLE TERRACE WITH BEACH; CONCRETE ABUTTMENTS TOP// AND BOTTOM; STAIR REPAIRS IN 2004; boxsteps,,-1.0,No railings,Box Step,-1.0,,
186,AST_EX_20211002_114021.jpeg,60961,Premier Lake Day Use; 30 ROCK STEPS CW HAND RAILS; stone,,-1.0,2 railings,Rock/Stone,-1.0,,
187,AST_EX_20220610_140536.jpeg,61221,Purden Lake Day Use; FOUR SETS OF STAIRS; concrete,,-1.0,1 railing,Concrete,-1.0,,
188,AST_EX_20220710_120328.jpeg,61611,ROCK IN MORTAR STEPS CONNECT TERRACES; 2 METRES WIDE,,-1.0,No railings,Rock/Stone,-1.0,,
189,AST_EX_20260418_093617.jpeg,61612,STEPS TO ACCESS CAMPSITE # 23; 2 METRES WIDE ROCK IN MORTAR; CONDITION; stone,,-1.0,No railings,Rock/Stone,-1.0,,
190,AST_EX_20211005_165925.jpeg,61612,STEPS TO ACCESS CAMPSITE # 23; 2 METRES WIDE ROCK IN MORTAR; CONDITION; stone,,-1.0,No railings,Rock/Stone,-1.0,,
191,AST_EX_20230624_135302.jpeg,61846,Ross Lake Day Use; Additional notes: confirmed adequate; Specifications: ROUGH 3X6 WOODEN STAIRS ;,,-1.0,No railings,Timber/Wood,0.0,,
192,AST_EX_20230624_135453.jpeg,61846,Ross Lake Day Use; Additional notes: confirmed adequate; Specifications: ROUGH 3X6 WOODEN STAIRS ;,,-1.0,No railings,Timber/Wood,0.0,,
193,AST_EX_20230624_135314.jpeg,61846,Ross Lake Day Use; Additional notes: confirmed adequate; Specifications: ROUGH 3X6 WOODEN STAIRS ;,,-1.0,No railings,Timber/Wood,0.0,,
194,IMG_0108[1].JPG,61931,Ruckle Day Use; (PICNIC AREA TO TRAILS); 15M OF ROCK /CONCRETE STAIRS.; concrete,,-1.0,No railings,Concrete,-1.0,,
195,AST_EX_20220610_104500.jpeg,61931,Ruckle Day Use; (PICNIC AREA TO TRAILS); 15M OF ROCK /CONCRETE STAIRS.; concrete,,-1.0,No railings,Concrete,-1.0,,
196,IMG_0111[1].JPG,61932,Ruckle Day Use; SHORELINE MIDDEN STAIRS; WOODEN STRUCTURE CW HANDRAILS CRIBBING PLASTIC WOOD HAS APP,,-1.0,No railings,Timber/Wood,0.0,,
197,IMG_0116[1].JPG,61933,Ruckle Day Use; GRANDMAS BEACH WOODEN STAIRS; CW HANDRAILS BOTH SIDES PLASTIC WOOD LANDINGS ANGLE IRON AND BOLTS STAINED; INSTALLED BY ETEAM AND HIRED CARPENTER; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
198,20240919_101650[1].jpg,61959,Ladder style stairs on headland trail accessing outer beaches ; ladder,,-1.0,No railings,TBD,-1.0,,
199,20240919_101553[1].jpg,61959,Ladder style stairs on headland trail accessing outer beaches ; ladder,,-1.0,No railings,TBD,-1.0,,
200,20240919_101543[1].jpg,61959,Ladder style stairs on headland trail accessing outer beaches ; ladder,,-1.0,No railings,TBD,-1.0,,
201,20240919_101624[1].jpg,61959,Ladder style stairs on headland trail accessing outer beaches ; ladder,,-1.0,No railings,TBD,-1.0,,
202,AST_EX_20241022_123046.jpeg,62068,Sandwell Day Use; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
203,AST_EX_20241022_123552.jpeg,62068,Sandwell Day Use; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
204,AST_EX_20210822_114410.jpeg,62068,Sandwell Day Use; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
205,AST_EX_20210822_114419.jpeg,62068,Sandwell Day Use; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
206,AST_EX_20210625_111415.jpeg,62338,Shannon Falls Day Use; y; STAIRS TO THE VIEWING PLATFORM; boxsteps,,-1.0,No railings,Box Step,-1.0,,
207,AST_EX_20210625_105957.jpeg,62338,Shannon Falls Day Use; y; STAIRS TO THE VIEWING PLATFORM; boxsteps,,-1.0,No railings,Box Step,-1.0,,
208,AST_EX_20250801_163419.jpeg,62365,"Treated lumber, with handrail on one side; 2' wide x 12' long; wood staircase",,-1.0,1 railing,Timber/Wood,-1.0,,
209,AST_EX_20250622_155219.jpeg,62890,Skihist Campground; 37 PRE-CAST CONCRETE STEPS THROUGHOUT COMPOUND; concrete,,-1.0,No railings,Concrete,5.0,,
210,AST_EX_20250518_134123.jpeg,63006,TIMBERED STEPS; SET CLOSEST TO CAMPSITE; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
211,AST_EX_20250518_134142.jpeg,63006,TIMBERED STEPS; SET CLOSEST TO CAMPSITE; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
212,AST_EX_20230310_133045.jpeg,63006,TIMBERED STEPS; SET CLOSEST TO CAMPSITE; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
213,AST_EX_20250828_122206.jpeg,63007,TIMBERED STEPS AT OUTER LOOP; SHORT SECTION OF BOARDWAL AT TOP; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
214,AST_EX_20250828_122221.jpeg,63007,TIMBERED STEPS AT OUTER LOOP; SHORT SECTION OF BOARDWAL AT TOP; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
215,AST_EX_20250828_122237.jpeg,63007,TIMBERED STEPS AT OUTER LOOP; SHORT SECTION OF BOARDWAL AT TOP; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
216,AST_EX_20230310_133252.jpeg,63007,TIMBERED STEPS AT OUTER LOOP; SHORT SECTION OF BOARDWAL AT TOP; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
217,MI_20220630_142208.jpg,63038,Sooke Potholes Day Use; STAIRS:; boxsteps,,-1.0,No railings,Box Step,-1.0,,
218,IMG_0455.jpg,63400,"Stamp Falls Dayuse; Stone steps along 150m gravel trail; approx., 1.3m wide. ; stone",,-1.0,TBD,Rock/Stone,-1.0,,
219,IMG_7149.JPG,63564,Stemwinder Campground; concrete,,-1.0,TBD,Concrete,-1.0,,
220,AST_EX_20220902_150753.jpeg,64381,Stairs accessing all the crags volunteer built; boxsteps,,-1.0,No railings,Box Step,-1.0,,
221,AST_EX_20210803_165320.jpeg,64398,STAIRS:1 16 STEPS STAIRS. ; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
222,AST_EX_20221019_100658.jpeg,64399,Large steel stairs. Implemented in the 90's. Snow load has damaged railing.; metal ladder,,-1.0,1 railing,Metal,-1.0,,
223,AST_EX_20221019_102108.jpeg,64441,"Wood stairs, ladder type over roots. Not sturdy. 4 rungs.; ladder",,-1.0,No railings,TBD,-1.0,,
224,AST_EX_20221019_122533.jpeg,64459,Stairs; metal,,-1.0,No railings,Metal,-1.0,,
225,AST_EX_20220704_143541.jpeg,64656,Sukunka Back Country; boxsteps,,-1.0,No railings,Box Step,-1.0,,
226,MI_20210615_104732[1].jpg,64759,Stairs; concrete,,-1.0,No railings,Concrete,-1.0,,
227,AST_EX_20210728_124908.jpeg,64840,Stairs; stone,,-1.0,No railings,Rock/Stone,-1.0,,
228,AST_EX_20251126_115513.jpeg,65317,; concrete,,-1.0,No railings,Concrete,-1.0,,
229,AST_EX_20240927_125627.jpeg,65317,; concrete,,-1.0,No railings,Concrete,-1.0,,
230,AST_EX_20240927_125635.jpeg,65317,; concrete,,-1.0,No railings,Concrete,-1.0,,
231,MI_20210705_153644.jpg,65317,; concrete,,-1.0,No railings,Concrete,-1.0,,
232,AST_EX_20240927_125507.jpeg,65318,Ten Mile Lake Day Use; concrete,,-1.0,No railings,Concrete,-1.0,,
233,MI_20210705_153550.jpg,65318,Ten Mile Lake Day Use; concrete,,-1.0,No railings,Concrete,-1.0,,
234,MI_20220806_174255.jpg,65613,Stairway access to fishing wharf ramp. PMA cost $300; Treated wood; boxsteps,,-1.0,No railings,Box Step,-1.0,,
235,AST_EX_20220726_181549.jpeg,66054,Wood stairs; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
236,AST_EX_20220726_144855.jpeg,66055,Tyhee Lake Day Use; confirmed adequate; DON'T KNOW ACQUISITION YEAR SEE SKEENA REC OFFICER; concrete,,-1.0,2 railings,Concrete,-1.0,,
237,AST_EX_20210611_124018.jpeg,66055,Tyhee Lake Day Use; confirmed adequate; DON'T KNOW ACQUISITION YEAR SEE SKEENA REC OFFICER; concrete,,-1.0,2 railings,Concrete,-1.0,,
238,AST_EX_20210630_105353.jpeg,66243,Stairs; concrete,,-1.0,No railings,Concrete,-1.0,,
239,AST_EX_20210902_155034.jpeg,66296,Wallace Island Day Use Area; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
240,20250709_171835_resized.jpg,66540,"Weewanie Hs Backcountry; Two short sets of stairs.; Stairs down to the bath house and stairs down to the campsite area.; Stairs beside bath house: 4'x8' long; wood steps are 2""x10"" with one handrail. Sta",,-1.0,No railings,Timber/Wood,0.0,,
241,20250709_152921_resized.jpg,66540,"Weewanie Hs Backcountry; Two short sets of stairs.; Stairs down to the bath house and stairs down to the campsite area.; Stairs beside bath house: 4'x8' long; wood steps are 2""x10"" with one handrail. Sta",,-1.0,No railings,Timber/Wood,0.0,,
242,AST_EX_20260422_114325.jpeg,67210,West Lake Boat Launch; TWO SETS OF STAIRS FROM BOATERS TERRACE; 10 RISERS/30 RISERS ; concrete,,-1.0,No railings,Concrete,-1.0,,
243,AST_EX_20260422_114355.jpeg,67210,West Lake Boat Launch; TWO SETS OF STAIRS FROM BOATERS TERRACE; 10 RISERS/30 RISERS ; concrete,,-1.0,No railings,Concrete,-1.0,,
244,AST_EX_20220422_105318.jpeg,67210,West Lake Boat Launch; TWO SETS OF STAIRS FROM BOATERS TERRACE; 10 RISERS/30 RISERS ; concrete,,-1.0,No railings,Concrete,-1.0,,
245,AST_EX_20260422_124146.jpeg,67211,West Lake Day Use; LOCATED BY TOILETS NEAR BOAT LAUNCH INFO SHELTER; concrete,,-1.0,No railings,Concrete,-1.0,,
246,AST_EX_20260422_112923.jpeg,67211,West Lake Day Use; LOCATED BY TOILETS NEAR BOAT LAUNCH INFO SHELTER; concrete,,-1.0,No railings,Concrete,-1.0,,
247,AST_EX_20260422_112911.jpeg,67211,West Lake Day Use; LOCATED BY TOILETS NEAR BOAT LAUNCH INFO SHELTER; concrete,,-1.0,No railings,Concrete,-1.0,,
248,AST_EX_20220422_103225.jpeg,67211,West Lake Day Use; LOCATED BY TOILETS NEAR BOAT LAUNCH INFO SHELTER; concrete,,-1.0,No railings,Concrete,-1.0,,
249,AST_EX_20210629_115009.jpeg,67211,West Lake Day Use; LOCATED BY TOILETS NEAR BOAT LAUNCH INFO SHELTER; concrete,,-1.0,No railings,Concrete,-1.0,,
250,AST_EX_20210817_114719.jpeg,67339,Whisker'S Point Campground; STAIRS RUN FROM CAMPPAD TO LAKE SHORE; concrete,,-1.0,No railings,Concrete,-1.0,,
251,DSCN1269.JPG,79979,Easter Bluffs Stairs; Easter Bluffs Stairs; metal,,-1.0,1 railing,Metal,-1.0,,
252,AST_IM_20210507_104541.jpeg,80433,Stone steps; stone,,-1.0,No railings,Rock/Stone,-1.0,,
253,AST_IM_20210507_105457.jpeg,80436,Wooden steps 6 lumber pieces; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
254,AST_IM_20210507_103732.jpeg,80438,; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
255,20240317_110354.jpg,80448,Stairs with concrete base and dual hand rails Some worn and rot; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
256,AST_IM_20210507_112542.jpeg,80448,Stairs with concrete base and dual hand rails Some worn and rot; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
257,AST_IM_20210507_112616.jpeg,80448,Stairs with concrete base and dual hand rails Some worn and rot; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
258,AST_IM_20210507_112642.jpeg,80448,Stairs with concrete base and dual hand rails Some worn and rot; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
259,AST_IM_20210507_112704.jpeg,80448,Stairs with concrete base and dual hand rails Some worn and rot; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
260,AST_IM_20210507_110538.jpeg,80450,Stone steps; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
261,AST_IM_20210507_112014.jpeg,80452,Stone steps by gazebo sign and lily pond; stone,,-1.0,No railings,Rock/Stone,-1.0,,
262,AST_IM_20210507_122437.jpeg,80458,Stone steps; stone,,-1.0,No railings,Rock/Stone,-1.0,,
263,AST_IM_20210507_122153.jpeg,80460,Wood with hand rails concrete pillar posts; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
264,AST_IM_20210507_122217.jpeg,80460,Wood with hand rails concrete pillar posts; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
265,AST_IM_20210507_122226.jpeg,80460,Wood with hand rails concrete pillar posts; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
266,AST_IM_20210507_121050.jpeg,80463,Wooden steps; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
267,AST_IM_20210507_122558.jpeg,80470,Stone steps ; stone,,-1.0,No railings,Rock/Stone,-1.0,,
268,AST_IM_20210507_125620.jpeg,80471,Stone steps; stone,,-1.0,No railings,Rock/Stone,-1.0,,
269,20240317_103511.jpg,80605,Barret Montfort Trail East lower stairs from road; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
270,20210519_191013.jpg,80605,Barret Montfort Trail East lower stairs from road; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
271,20210519_191030.jpg,80605,Barret Montfort Trail East lower stairs from road; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
272,20210519_200803.jpg,80606,stairs up to bluff along Thomson Cabin trail; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
273,20210519_200814.jpg,80606,stairs up to bluff along Thomson Cabin trail; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
274,20210519_200827.jpg,80606,stairs up to bluff along Thomson Cabin trail; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
275,20210519_200845.jpg,80606,stairs up to bluff along Thomson Cabin trail; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
276,20210519_200754.jpg,80606,stairs up to bluff along Thomson Cabin trail; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
277,20210519_201630.jpg,80607,stairs to Pickles Bluff; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
278,20210519_201609.jpg,80607,stairs to Pickles Bluff; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
279,20210519_201618.jpg,80607,stairs to Pickles Bluff; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
280,20210519_201801.jpg,80608,Pickles Bluff stairs; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
281,20210519_201705.jpg,80608,Pickles Bluff stairs; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
282,20210519_201713.jpg,80608,Pickles Bluff stairs; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
283,20210519_201720.jpg,80608,Pickles Bluff stairs; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
284,20210519_201730.jpg,80608,Pickles Bluff stairs; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
285,AST_EX_20210724_110513.jpeg,80639,wood blocks to create steps from beach; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
286,20210529_110516.jpg,80639,wood blocks to create steps from beach; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
287,AST_EX_20210723_104952.jpeg,80640,wood blocks to create steps from beach; boxsteps,,-1.0,No railings,Box Step,-1.0,,
288,20210529_115321.jpg,80640,wood blocks to create steps from beach; boxsteps,,-1.0,No railings,Box Step,-1.0,,
289,AST_EX_20210723_104918.jpeg,80641,steps; boxsteps,,-1.0,No railings,Box Step,-1.0,,
290,20210529_115337.jpg,80641,steps; boxsteps,,-1.0,No railings,Box Step,-1.0,,
291,AST_IM_20210610_134721.jpeg,80804,Good condition; concrete,,-1.0,No railings,Concrete,-1.0,,
292,AST_EX_20220621_165949.jpeg,80909,Carp Lake Campground; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
293,AST_EX_20220621_170302.jpeg,80914,Carp Lake Campground; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
294,AST_EX_20220621_164416.jpeg,80916,Carp Lake Campground; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
295,MI_20210615_104732[1].jpg,81109,; concrete,,-1.0,No railings,Concrete,-1.0,,
296,MI_20210610_110047.jpg,81293,Campsite 11 access stairs; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
297,MI_20210610_110056.jpg,81293,Campsite 11 access stairs; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
298,AST_IM_20210625_110354.jpeg,81800,Very good condition. Wood and lattice concrete are in good condition; boxsteps,,-1.0,No railings,Box Step,-1.0,,
299,AST_IM_20210630_112217.jpeg,82178,Stairs; concrete,,-1.0,No railings,Concrete,-1.0,,
300,AST_IM_20210630_112307.jpeg,82182,Stairs; concrete,,-1.0,No railings,Concrete,-1.0,,
301,AST_IM_20210630_125456.jpeg,82213,In good condition ; boxsteps,,-1.0,No railings,Box Step,-1.0,,
302,AST_EX_20240914_151225.jpeg,82280,wood staircase; first set of staircase next to the Commonwealth Wall there is another set of stairs above it; review pictures,,-1.0,2 railings,Timber/Wood,-1.0,,
303,AST_EX_20240914_151250.jpeg,82280,wood staircase; first set of staircase next to the Commonwealth Wall there is another set of stairs above it; review pictures,,-1.0,2 railings,Timber/Wood,-1.0,,
304,AST_IM_20210630_143319.jpeg,82280,wood staircase; first set of staircase next to the Commonwealth Wall there is another set of stairs above it; review pictures,,-1.0,2 railings,Timber/Wood,-1.0,,
305,AST_IM_20210630_143342.jpeg,82280,wood staircase; first set of staircase next to the Commonwealth Wall there is another set of stairs above it; review pictures,,-1.0,2 railings,Timber/Wood,-1.0,,
306,AST_EX_20240914_150450.jpeg,82281,review pictures some box steps some staircase,,-1.0,2 railings,Box Step,10.0,,
307,AST_EX_20240914_150439.jpeg,82281,review pictures some box steps some staircase,,-1.0,2 railings,Box Step,10.0,,
308,AST_EX_20240914_150429.jpeg,82281,review pictures some box steps some staircase,,-1.0,2 railings,Box Step,10.0,,
309,AST_IM_20210630_143811.jpeg,82281,review pictures some box steps some staircase,,-1.0,2 railings,Box Step,10.0,,
310,AST_EX_20240927_130241.jpeg,82406,; concrete,,-1.0,No railings,Concrete,-1.0,,
311,MI_20210705_154745.jpg,82406,; concrete,,-1.0,No railings,Concrete,-1.0,,
312,AST_EX_20240927_130011.jpeg,82416,; concrete,,-1.0,No railings,Concrete,-1.0,,
313,MI_20210705_154152.jpg,82416,; concrete,,-1.0,No railings,Concrete,-1.0,,
314,AST_EX_20240927_130119.jpeg,82425,; concrete,,-1.0,No railings,Concrete,-1.0,,
315,AST_EX_20240927_125841.jpeg,82461,"ten mile, lakeside, concrete stairs; concrete",,-1.0,No railings,Concrete,-1.0,,
316,MI_20210705_154005.jpg,82461,"ten mile, lakeside, concrete stairs; concrete",,-1.0,No railings,Concrete,-1.0,,
317,AST_IM_20210708_102639.jpeg,82555,Concrete stairs in good condition with solid metal railing. Some algae/seaweed on lower steps; concrete,,-1.0,1 railing,Concrete,-1.0,,
318,AST_EX_20240729_124925.jpeg,82778,Wooden steps up to tent site; boxsteps,,-1.0,No railings,Box Step,-1.0,,
319,AST_IM_20210709_134028.jpeg,82778,Wooden steps up to tent site; boxsteps,,-1.0,No railings,Box Step,-1.0,,
320,stairs2.jpg,82806,"Downing, Stairs, concrete, 80%; concrete",,-1.0,No railings,Concrete,-1.0,,
321,MI_20210710_150057.jpg,82806,"Downing, Stairs, concrete, 80%; concrete",,-1.0,No railings,Concrete,-1.0,,
322,stairs3.jpg,82811,"Downing, Stairs, concrete, 80%; concrete",,-1.0,No railings,Concrete,-1.0,,
323,MI_20210710_150200.jpg,82811,"Downing, Stairs, concrete, 80%; concrete",,-1.0,No railings,Concrete,-1.0,,
324,stairs4.jpg,82812,"Downing, Stairs, concrete, 80%; concrete",,-1.0,No railings,Concrete,-1.0,,
325,MI_20210710_150012.jpg,82812,"Downing, Stairs, concrete, 80%; concrete",,-1.0,No railings,Concrete,-1.0,,
326,AST_EX_20250710_145242.jpeg,82895,Boat launch parking lot; boxsteps,,-1.0,No railings,Box Step,-1.0,,
327,AST_EX_20240602_112116.jpeg,82895,Boat launch parking lot; boxsteps,,-1.0,No railings,Box Step,-1.0,,
328,AST_IM_20210712_122019.jpeg,82895,Boat launch parking lot; boxsteps,,-1.0,No railings,Box Step,-1.0,,
329,AST_EX_20250819_105217.jpeg,83137,; stone,,-1.0,No railings,Rock/Stone,-1.0,,
330,MI_20210716_084937.jpg,83137,; stone,,-1.0,No railings,Rock/Stone,-1.0,,
331,MI_20210716_082901.jpg,83142,stairs. good condition; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
332,MI_20210716_080711.jpg,83147,; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
333,AST_EX_20250819_105552.jpeg,83152,; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
334,MI_20210716_085421.jpg,83152,; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
335,AST_EX_20250505_104243.jpeg,83842,"Paul Lake Day Use; MAIN LOT; 5 SETS STAIRS CONCRETE 3.5M X 5.5M FROM MAIN PARKING ; ,BEACH BELOW THE WATER LINE IS MUDDY. DEADFALL; concrete",,-1.0,1 railing,Concrete,-1.0,,
336,AST_IM_20210729_112356.jpeg,83842,"Paul Lake Day Use; MAIN LOT; 5 SETS STAIRS CONCRETE 3.5M X 5.5M FROM MAIN PARKING ; ,BEACH BELOW THE WATER LINE IS MUDDY. DEADFALL; concrete",,-1.0,1 railing,Concrete,-1.0,,
337,AST_IM_20210729_153556.jpeg,83852,; concrete,,-1.0,1 railing,Concrete,-1.0,,
338,AST_EX_20250505_104425.jpeg,83868,"Paul Lake Day Use; MAIN LOT; 5 SETS STAIRS CONCRETE 3.5M X 5.5M FROM MAIN PARKING ; ,BEACH BELOW THE WATER LINE IS MUDDY. DEADFALL; concrete",,-1.0,1 railing,Concrete,-1.0,,
339,AST_IM_20210729_112531.jpeg,83868,"Paul Lake Day Use; MAIN LOT; 5 SETS STAIRS CONCRETE 3.5M X 5.5M FROM MAIN PARKING ; ,BEACH BELOW THE WATER LINE IS MUDDY. DEADFALL; concrete",,-1.0,1 railing,Concrete,-1.0,,
